出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","111","3","1409","新纖","117963872.00","67058553.00","185022425.00","118409533.00","21484021.00","139893554.00","16184093.00","--","1950274.00","14478660.00","2172770.00","-29834.00","34755963.00","--","10372908.00","45128871.00","--","0.00","4680487.00","21.54"
"114/10/29","111","3","1718","中纖","634899977.00","197578245.00","832478222.00","730844165.00","29571492.00","760415657.00","16862097.00","0.00","1738274.00","4398574.00","653058.00","-1136802.00","22515201.00","0.00","49547364.00","72062565.00","--","0.00","344529645.00","16.78"
"114/10/29","111","3","2207","和泰車","278990991.00","107770124.00","386761115.00","283164258.00","25764127.00","308928385.00","5461792.00","--","2930289.00","41157187.00","1289874.00","--","50839142.00","--","26993588.00","77832730.00","0.00","0.00","0.00","93.08"
"114/10/29","111","3","2905","三商","126975387.00","1381104061.00","1508079448.00","15150518.00","1461293955.00","1476444473.00","9224957.00","0.00","2574912.00","10082425.00","-9683234.00","-488279.00","11710781.00","0.00","19924194.00","31634975.00","0.00","0.00","48173000.00","13.39"
