出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","111","1","2855","統一證","93495061.00","9365522.00","102860583.00","71051136.00","189167.00","71240303.00","14558313.00","--","91261.00","15160764.00","1717797.00","--","31528135.00","--","--","92145.00","31620280.00","0.00","0.00","0.00","21.66"
"114/10/29","111","1","6005","群益證","179973591.00","17896351.00","197869942.00","153381913.00","2588965.00","155970878.00","21709081.00","--","2743256.00","12446647.00","2205296.00","--","39104280.00","--","--","2794784.00","41899064.00","--","0.00","0.00","18.01"
"114/10/29","111","1","6024","群益期","51371430.00","523100.00","51894530.00","45405515.00","55680.00","45461195.00","2104376.00","--","1663251.00","2751057.00","-87876.00","--","6430808.00","--","--","2527.00","6433335.00","0.00","0.00","0.00","30.56"
