出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","111","2","1409","新纖","120496594.00","66778515.00","187275109.00","123791006.00","18881514.00","142672520.00","16184093.00","--","1948461.00","13371204.00","2943673.00","-29834.00","34417597.00","--","10184992.00","44602589.00","--","0.00","4680487.00","21.33"
"114/10/29","111","2","1718","中纖","612752709.00","194216797.00","806969506.00","707551195.00","27955989.00","735507184.00","16862097.00","0.00","1738274.00","4758761.00","599594.00","-1136802.00","22821924.00","0.00","48640398.00","71462322.00","--","0.00","344529645.00","17.01"
"114/10/29","111","2","2207","和泰車","273599635.00","105174168.00","378773803.00","264464914.00","28146824.00","292611738.00","5461792.00","--","2926579.00","54808825.00","1869398.00","--","65066594.00","--","21095471.00","86162065.00","0.00","0.00","0.00","119.13"
"114/10/29","111","2","2905","三商","137306176.00","1327419350.00","1464725526.00","17352198.00","1417416173.00","1434768371.00","9224957.00","0.00","2568216.00","9402818.00","-9585506.00","-488279.00","11122206.00","0.00","18834949.00","29957155.00","0.00","0.00","48173000.00","12.86"
