出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/10/29","112","1","1101","台泥","7958319.00","-18344620.00","-6852756.00","-646228.00","-17885285.00","88842494.00","70957209.00"
"114/10/29","112","1","1102","亞泥","-7199889.00","-802021.00","5718490.00","149261.00","-2134159.00","43486332.00","41352173.00"
"114/10/29","112","1","1103","嘉泥","62488.00","-923505.00","-2397.00","-33772.00","-897186.00","4463396.00","3566210.00"
"114/10/29","112","1","1104","環泥","127345.00","18029.00","-89513.00","--","55861.00","784464.00","840325.00"
"114/10/29","112","1","1108","幸福","144924.00","-39131.00","-98011.00","-205.00","7577.00","269974.00","277551.00"
"114/10/29","112","1","1109","信大","-41000.00","41396.00","17260.00","8617.00","26273.00","2767084.00","2793357.00"
"114/10/29","112","1","1110","東泥","138142.00","-56104.00","52866.00","--","134904.00","296374.00","431278.00"
"114/10/29","112","1","1201","味全","23261.00","-236308.00","1232138.00","-5956.00","1013135.00","964499.00","1977634.00"
"114/10/29","112","1","1203","味王","225894.00","-116222.00","-3117.00","5445.00","112000.00","1288739.00","1400739.00"
"114/10/29","112","1","1210","大成","2889937.00","-1100161.00","-1778604.00","18007.00","29179.00","5145691.00","5174870.00"
"114/10/29","112","1","1213","大飲","9712.00","-2945.00","-6966.00","-6.00","-205.00","8683.00","8478.00"
"114/10/29","112","1","1215","卜蜂","1408581.00","-471992.00","-986821.00","-376.00","-50608.00","311085.00","260477.00"
"114/10/29","112","1","1216","統一","2971311.00","-6658421.00","979961.00","-362257.00","-3069406.00","96986253.00","93916847.00"
"114/10/29","112","1","1217","愛之味","-145385.00","-44855.00","79689.00","-8580.00","-119131.00","616521.00","497390.00"
"114/10/29","112","1","1218","泰山","487128.00","-165210.00","-1436454.00","1097.00","-1113439.00","8504412.00","7390973.00"
"114/10/29","112","1","1219","福壽","635045.00","-83260.00","-818476.00","940.00","-265751.00","1080690.00","814939.00"
"114/10/29","112","1","1220","台榮","205349.00","-14330.00","-163350.00","0.00","27669.00","152402.00","180071.00"
"114/10/29","112","1","1225","福懋油","911444.00","-20530.00","-890534.00","0.00","380.00","1022951.00","1023331.00"
"114/10/29","112","1","1227","佳格","-319428.00","-364222.00","-1158503.00","22291.00","-1819862.00","4348255.00","2528393.00"
"114/10/29","112","1","1229","聯華","730096.00","-110423.00","44476.00","-5732.00","658417.00","2914046.00","3572463.00"
"114/10/29","112","1","1231","聯華食","373869.00","-319579.00","333710.00","418.00","388418.00","315115.00","703533.00"
"114/10/29","112","1","1232","大統益","1071702.00","-43595.00","-31399.00","--","996708.00","981106.00","1977814.00"
"114/10/29","112","1","1233","天仁","56404.00","-6194.00","-36079.00","-72.00","14059.00","200226.00","214285.00"
"114/10/29","112","1","1234","黑松","570149.00","-92977.00","-355069.00","1305.00","123408.00","976892.00","1100300.00"
"114/10/29","112","1","1235","興泰","-137823.00","-61558.00","195397.00","--","-3984.00","8858.00","4874.00"
"114/10/29","112","1","1236","宏亞","-10533.00","41911.00","19329.00","-323.00","50384.00","68219.00","118603.00"
"114/10/29","112","1","1256","鮮活果汁-KY","28659.00","-447717.00","41112.00","1898.00","-376048.00","1156885.00","780837.00"
"114/10/29","112","1","1301","台塑","-2889592.00","-1396740.00","3174788.00","449544.00","-662000.00","17110163.00","16448163.00"
"114/10/29","112","1","1303","南亞","10936577.00","-7870207.00","-1696952.00","429770.00","1799188.00","89444513.00","91243701.00"
"114/10/29","112","1","1304","台聚","1003889.00","-682397.00","126676.00","-25700.00","422468.00","11498415.00","11920883.00"
"114/10/29","112","1","1305","華夏","19354.00","-226588.00","476871.00","364.00","270001.00","1276545.00","1546546.00"
"114/10/29","112","1","1307","三芳","147937.00","-47880.00","-197746.00","-29643.00","-127332.00","4830365.00","4703033.00"
"114/10/29","112","1","1308","亞聚","-9412.00","-134784.00","67924.00","-236.00","-76508.00","1481970.00","1405462.00"
"114/10/29","112","1","1309","台達化","107740.00","-59195.00","-201632.00","10203.00","-142884.00","2662088.00","2519204.00"
"114/10/29","112","1","1310","台苯","-187042.00","-36024.00","-112570.00","-667.00","-336303.00","765147.00","428844.00"
"114/10/29","112","1","1312","國喬","-54947.00","-1105834.00","499762.00","-37862.00","-698881.00","6279477.00","5580596.00"
"114/10/29","112","1","1313","聯成","-1362310.00","-432907.00","1347091.00","53823.00","-394303.00","4244635.00","3850332.00"
"114/10/29","112","1","1314","中石化","-2313613.00","1831945.00","1485148.00","-742.00","1002738.00","6824456.00","7827194.00"
"114/10/29","112","1","1315","達新","169577.00","-100875.00","-17235.00","-3391.00","48076.00","2019589.00","2067665.00"
"114/10/29","112","1","1316","上曜","-223625.00","272107.00","-360116.00","14.00","-311620.00","763148.00","451528.00"
"114/10/29","112","1","1319","東陽","1079432.00","-412433.00","-245129.00","-7306.00","414564.00","2344300.00","2758864.00"
"114/10/29","112","1","1321","大洋","-436176.00","-70204.00","504715.00","2314.00","649.00","471820.00","472469.00"
"114/10/29","112","1","1323","永裕","138533.00","-122231.00","16992.00","8778.00","42072.00","1241321.00","1283393.00"
"114/10/29","112","1","1324","地球","53.00","914.00","-468.00","415.00","914.00","262709.00","263623.00"
"114/10/29","112","1","1325","恆大","32412.00","58835.00","-15718.00","584.00","76113.00","1013789.00","1089902.00"
"114/10/29","112","1","1326","台化","-5856246.00","-8499169.00","10142334.00","127221.00","-4085860.00","33002871.00","28917011.00"
"114/10/29","112","1","1337","再生-KY","-49591.00","-40539.00","--","6372.00","-83758.00","1195479.00","1111721.00"
"114/10/29","112","1","1338","廣華-KY","162648.00","-369354.00","230875.00","18220.00","42389.00","2151723.00","2194112.00"
"114/10/29","112","1","1339","昭輝","182109.00","-529318.00","-167744.00","-23362.00","-538315.00","1036374.00","498059.00"
"114/10/29","112","1","1340","勝悅-KY","-56565.00","-39726.00","0.00","-1666.00","-97957.00","1120989.00","1023032.00"
"114/10/29","112","1","1341","富林-KY","48649.00","-172699.00","-142457.00","1808.00","-264699.00","361451.00","96752.00"
"114/10/29","112","1","1342","八貫","209653.00","-42446.00","-5416.00","--","161791.00","700684.00","862475.00"
"114/10/29","112","1","1402","遠東新","6447328.00","-5957635.00","4657207.00","-123259.00","5023641.00","47244499.00","52268140.00"
"114/10/29","112","1","1410","南染","-7040.00","-38361.00","-238.00","--","-45639.00","531642.00","486003.00"
"114/10/29","112","1","1413","宏洲","-60976.00","-9921.00","49466.00","--","-21431.00","71700.00","50269.00"
"114/10/29","112","1","1414","東和","-66122.00","-48436.00","85000.00","--","-29558.00","202677.00","173119.00"
"114/10/29","112","1","1416","廣豐","86899.00","-84973.00","-15994.00","-78.00","-14146.00","311144.00","296998.00"
"114/10/29","112","1","1417","嘉裕","129088.00","-4370.00","-141472.00","3906.00","-12848.00","941946.00","929098.00"
"114/10/29","112","1","1418","東華","-26468.00","-2569.00","449546.00","-1.00","420508.00","447724.00","868232.00"
"114/10/29","112","1","1419","新紡","-105169.00","520024.00","-24194.00","43.00","390704.00","889783.00","1280487.00"
"114/10/29","112","1","1423","利華","63351.00","225169.00","214.00","--","288734.00","550269.00","839003.00"
"114/10/29","112","1","1432","大魯閣","-9112.00","-211874.00","94550.00","612.00","-125824.00","493208.00","367384.00"
"114/10/29","112","1","1434","福懋","564665.00","-40316.00","-570661.00","9152.00","-37160.00","5216541.00","5179381.00"
"114/10/29","112","1","1435","中福","40852.00","1518.00","1303.00","0.00","43673.00","34555.00","78228.00"
"114/10/29","112","1","1436","華友聯","-590866.00","-9801.00","195632.00","0.00","-405035.00","906914.00","501879.00"
"114/10/29","112","1","1437","勤益控","38099.00","-40254.00","-57311.00","-8781.00","-68247.00","870299.00","802052.00"
"114/10/29","112","1","1438","三地開發","140480.00","24500.00","-50467.00","--","114513.00","408059.00","522572.00"
