出表日期,年度,季別,公司代號,公司名稱,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"115/08/31","115","1","5864","致和證","1705117.00","116725.00","1588392.00","14316.00","1602708.00","55386.00","1547322.00","--","--","1547322.00","39629.00","--","1586951.00","--","--","--","--","--","--","3.40"
"115/08/31","115","1","6015","宏遠證","806313.00","466834.00","339479.00","65579.00","405058.00","54554.00","350504.00","--","--","350504.00","-5093.00","--","345411.00","350504.00","--","--","345411.00","--","--","0.89"
"115/08/31","115","1","6016","康和證","2343183.00","1170319.00","1172864.00","81763.00","1254627.00","121278.00","1133349.00","--","--","1133349.00","27049.00","--","1160398.00","1131905.00","--","1444.00","1158324.00","--","2074.00","1.65"
"115/08/31","115","1","6020","大展證","188702.00","68509.00","120193.00","8960.00","129153.00","4668.00","124485.00","--","--","124485.00","52050.00","--","176535.00","124484.00","--","1.00","176534.00","--","1.00","0.49"
"115/08/31","115","1","6021","美好證","603200.00","325627.00","277573.00","21655.00","299228.00","43178.00","256050.00","--","--","256050.00","263948.00","--","519998.00","256050.00","--","--","519998.00","--","--","0.83"
"115/08/31","115","1","6023","元大期貨","1203888.00","1413871.00","-209983.00","1077295.00","867312.00","167153.00","700159.00","--","--","700159.00","100426.00","--","800585.00","700159.00","--","--","800585.00","--","--","2.19"
"115/08/31","115","1","6026","福邦證","250639.00","164688.00","85951.00","-26199.00","59752.00","32134.00","27618.00","--","--","27618.00","80133.00","--","107751.00","27618.00","--","--","107751.00","--","--","0.07"
