出表日期,年度,季別,公司代號,公司名稱,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"115/08/25","115","2","5864","致和證","5225386.00","255108.00","4970278.00","42170.00","5012448.00","70013.00","4942435.00","--","--","4942435.00","16466.00","--","4958901.00","--","--","--","--","--","--","9.80"
"115/08/25","115","2","6023","元大期貨","2478953.00","2893349.00","-414396.00","2375850.00","1961454.00","417840.00","1543614.00","--","--","1543614.00","276028.00","--","1819642.00","1543614.00","--","--","1819642.00","--","--","4.19"
"115/08/25","115","2","6026","福邦證","954050.00","386428.00","567622.00","-60150.00","507472.00","80236.00","427236.00","--","--","427236.00","299983.00","--","727219.00","427236.00","--","0.00","727219.00","--","--","1.08"
