出表日期,年度,季別,公司代號,公司名稱,收益,支出及費用,營業利益,營業外損益,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,本期其他綜合損益（稅後淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"115/09/03","115","2","2855","統一證","17544856.00","9576345.00","7968511.00","4436186.00","12404697.00","838174.00","11566523.00","--","--","11566523.00","975576.00","--","12542099.00","11138988.00","--","427535.00","12108970.00","--","433129.00","6.96"
"115/09/03","115","2","6005","群益證","19197814.00","12604139.00","6593675.00","2947958.00","9541633.00","1111456.00","8430177.00","--","--","8430177.00","-655302.00","--","7774875.00","7948928.00","--","481249.00","7304589.00","--","470286.00","3.24"
"115/09/03","115","2","6024","群益期","1127724.00","1886343.00","-758619.00","2026491.00","1267872.00","182432.00","1085440.00","--","--","1085440.00","-24745.00","--","1060695.00","1089419.00","--","-3979.00","1064568.00","--","-3873.00","4.09"
