出表日期,年度,季別,公司代號,公司名稱,收入,支出,繼續營業單位稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,本期淨利（淨損）,其他綜合損益,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"115/08/25","115","2","1409","新纖","22040585.00","18897302.00","3143283.00","645706.00","2497577.00","--","2497577.00","5866092.00","8363669.00","1893900.00","--","603677.00","7812874.00","--","550795.00","1.18"
"115/08/25","115","2","1718","中纖","23541121.00","17943637.00","5597484.00","991318.00","4606166.00","--","4606166.00","2452489.00","7058655.00","608704.00","--","3997462.00","1634960.00","--","5423695.00","0.46"
"115/08/25","115","2","2207","和泰車","160882752.00","143660885.00","17221867.00","3462097.00","13759770.00","--","13759770.00","-1327629.00","12432141.00","12014548.00","--","1745222.00","10643574.00","--","1788567.00","21.57"
"115/08/25","115","2","2905","三商","92756941.00","86660131.00","6096810.00","666985.00","5429825.00","--","5429825.00","46020904.00","51450729.00","2038623.00","--","3391202.00","18651840.00","--","32798889.00","1.93"
