出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"115/07/30","115","2","1773","勝一","6652050.00","4185951.00","--","--","2466099.00","--","--","2466099.00","905770.00","--","1560329.00","77450.00","1637779.00","323188.00","1314591.00","--","--","1314591.00","85498.00","--","1400089.00","1314648.00","--","-57.00","1400146.00","--","-57.00","4.38"
"115/07/30","115","2","2015","豐興","13991827.00","12204954.00","--","--","1786873.00","--","--","1786873.00","464081.00","--","1322792.00","314009.00","1636801.00","264477.00","1372324.00","--","--","1372324.00","3989.00","--","1376313.00","1373908.00","--","-1584.00","1377897.00","--","-1584.00","2.36"
"115/07/30","115","2","2303","聯電","129770564.00","89629284.00","--","--","40141280.00","--","--","40141280.00","15004154.00","1089275.00","26226401.00","35603550.00","61829951.00","3489152.00","58340799.00","--","--","58340799.00","40671988.00","--","99012787.00","58431436.00","--","-90637.00","99103359.00","--","-90572.00","4.68"
"115/07/30","115","2","2308","台達電","342608732.00","218339911.00","--","--","124268821.00","--","--","124268821.00","65281476.00","--","58987345.00","7105092.00","66092437.00","15088837.00","51003600.00","--","--","51003600.00","3340412.00","--","54344012.00","45691231.00","--","5312369.00","49830610.00","--","4513402.00","17.59"
"115/07/30","115","2","2329","華泰","10336694.00","8989432.00","--","--","1347262.00","--","--","1347262.00","729295.00","--","617967.00","126940.00","744907.00","102083.00","642824.00","--","--","642824.00","5051133.00","--","5693957.00","642824.00","--","--","5693957.00","--","--","0.96"
"115/07/30","115","2","2383","台光電","80342455.00","54610311.00","--","--","25732144.00","--","--","25732144.00","5869991.00","--","19862153.00","117256.00","19979409.00","4768986.00","15210423.00","--","--","15210423.00","1624477.00","--","16834900.00","15213191.00","--","-2768.00","16837963.00","--","-3063.00","42.46"
"115/07/30","115","2","2451","創見","32443888.00","7538847.00","--","--","24905041.00","--","--","24905041.00","992874.00","--","23912167.00","940547.00","24852714.00","4833004.00","20019710.00","--","--","20019710.00","466394.00","--","20486104.00","20019710.00","--","--","20486104.00","--","--","46.63"
"115/07/30","115","2","2912","統一超","180703389.00","118211845.00","--","--","62491544.00","--","--","62491544.00","54873023.00","--","7618521.00","1710046.00","9328567.00","2009375.00","7319192.00","--","--","7319192.00","1430421.00","--","8749613.00","6265139.00","--","1054053.00","7772692.00","--","976921.00","6.03"
"115/07/30","115","2","3023","信邦","17311456.00","13065616.00","--","--","4245840.00","--","--","4245840.00","2350784.00","--","1895056.00","309943.00","2204999.00","432017.00","1772982.00","--","--","1772982.00","589453.00","--","2362435.00","1768440.00","--","4542.00","2353078.00","--","9357.00","7.37"
"115/07/30","115","2","3035","智原","5902036.00","3179056.00","--","--","2722980.00","--","--","2722980.00","2356474.00","--","366506.00","194416.00","560922.00","140315.00","420607.00","--","--","420607.00","4153884.00","--","4574491.00","302262.00","--","118345.00","4436480.00","--","138011.00","1.16"
"115/07/30","115","2","3037","欣興","80336273.00","62972093.00","--","--","17364180.00","--","--","17364180.00","7999167.00","42773.00","9407786.00","12466846.00","21874632.00","3151507.00","18723125.00","--","--","18723125.00","1392075.00","--","20115200.00","18157914.00","--","565211.00","19355632.00","--","759568.00","11.70"
"115/07/30","115","2","3054","立萬利","339319.00","156421.00","--","--","182898.00","--","--","182898.00","53920.00","--","128978.00","125660.00","254638.00","20655.00","233983.00","--","--","233983.00","312454.00","--","546437.00","233983.00","--","--","546437.00","--","--","2.90"
"115/07/30","115","2","3321","同泰","1133355.00","1037155.00","--","--","96200.00","--","--","96200.00","152966.00","--","-56766.00","-7471.00","-64237.00","3297.00","-67534.00","--","--","-67534.00","20973.00","--","-46561.00","-67534.00","--","--","-46561.00","--","--","-0.78"
"115/07/30","115","2","3504","揚明光","1423232.00","1177005.00","--","--","246227.00","--","--","246227.00","268593.00","--","-22366.00","30405.00","8039.00","-3082.00","11121.00","--","--","11121.00","39531.00","--","50652.00","11121.00","--","--","50652.00","--","0.00","0.10"
"115/07/30","115","2","3563","牧德","1910611.00","754907.00","--","--","1155704.00","--","--","1155704.00","412800.00","--","742904.00","59653.00","802557.00","169991.00","632566.00","--","--","632566.00","13523.00","--","646089.00","626830.00","--","5736.00","638438.00","--","7651.00","9.80"
"115/07/30","115","2","4583","台灣精銳","1760772.00","838107.00","--","--","922665.00","--","--","922665.00","316558.00","--","606107.00","83620.00","689727.00","143641.00","546086.00","--","--","546086.00","--","--","546086.00","546086.00","--","--","546086.00","--","--","6.81"
"115/07/30","115","2","6202","盛群","1808704.00","1038806.00","--","--","769898.00","3666.00","--","766232.00","562613.00","--","203619.00","64775.00","268394.00","44028.00","224366.00","--","--","224366.00","68135.00","--","292501.00","216181.00","--","8185.00","281812.00","--","10689.00","0.94"
"115/07/30","115","2","6271","同欣電","5972201.00","4203418.00","--","--","1768783.00","--","--","1768783.00","803486.00","--","965297.00","152255.00","1117552.00","201723.00","915829.00","0.00","--","915829.00","249542.00","--","1165371.00","914329.00","0.00","1500.00","1164166.00","0.00","1205.00","4.37"
