出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨收益,淨收益,呆帳費用、承諾及保證責任準備提存,保險其他營業成本,營業費用,繼續營業單位稅前損益,所得稅（費用）利益,繼續營業單位本期淨利（淨損）,停業單位損益,本期稅後淨利（淨損）,本期其他綜合損益（稅後淨額）,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"115/08/25","115","2","2884","玉山金","24431151.00","29412155.00","53843306.00","2808828.00","--","24265128.00","26769350.00","5303923.00","21465427.00","--","21465427.00","9644307.00","31109734.00","21434369.00","--","31058.00","31078893.00","--","30841.00","1.32"
"115/08/25","115","2","2885","元大金","24154988.00","77444787.00","101599775.00","1524635.00","-447484.00","53729893.00","46792731.00","7783834.00","39008897.00","--","39008897.00","29306296.00","68315193.00","36572168.00","--","2436729.00","66953698.00","--","1361495.00","2.64"
"115/08/25","115","2","2891","中信金","84427855.00","34169646.00","118597501.00","9122320.00","6336971.00","53922058.00","49216152.00","8757770.00","40458382.00","--","40458382.00","210563630.00","251022012.00","39537275.00","--","921107.00","251511670.00","--","-489658.00","1.96"
