出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/11/30","106","1","6015","宏遠證","9381776.00","749098.00","10130874.00","5758856.00","10962.00","5769818.00","3800008.00","209615.00","283942.00","67491.00","0.00","4361056.00","--","--","4361056.00","0.00","0.00","0.00","11.48"
"114/11/30","106","1","6016","康和證","25466052.00","3042872.00","28508924.00","21183214.00","321361.00","21504575.00","6333368.00","192524.00","796341.00","-71100.00","-289762.00","6961371.00","--","--","7004349.00","0.00","0.00","38000000.00","11.69"
"114/11/30","106","1","6020","大展證","3833855.00","690676.00","4524531.00","754316.00","9070.00","763386.00","2523532.00","461.00","1236673.00","0.00","--","3760666.00","--","--","3761145.00","0.00","0.00","0.00","14.90"
"114/11/30","106","1","6021","美好證","6580639.00","1431643.00","8012282.00","3564241.00","56966.00","3621207.00","3067559.00","12157.00","1361409.00","-50050.00","--","4391075.00","--","--","4391075.00","0.00","0.00","0.00","14.31"
"114/11/30","106","1","6023","元大期貨","53375380.00","2059296.00","55434676.00","48008091.00","70603.00","48078694.00","2322763.00","940976.00","3154077.00","938166.00","--","7355982.00","--","--","7355982.00","--","0.00","0.00","31.67"
"114/11/30","106","1","6026","福邦證","6512526.00","639222.00","7151748.00","3920216.00","235.00","3920451.00","2417000.00","12233.00","428478.00","-247.00","0.00","2857464.00","0.00","--","3231297.00","0.00","0.00","0.00","11.82"
