出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/11/30","106","1","2855","統一證","85293786.00","4812881.00","90106667.00","66338717.00","83135.00","66421852.00","13356658.00","142702.00","10154069.00","-17296.00","0.00","23636133.00","--","--","23684815.00","0.00","0.00","0.00","17.70"
"114/11/30","106","1","6005","群益證","111133640.00","13709899.00","124843539.00","91101199.00","1803708.00","92904907.00","21690730.00","2850849.00","5276806.00","161827.00","0.00","29980212.00","--","--","31938632.00","0.00","0.00","0.00","13.82"
"114/11/30","106","1","6024","群益期","29116245.00","565800.00","29682045.00","25230264.00","11079.00","25241343.00","1603979.00","1207735.00","1591324.00","13070.00","--","4416108.00","--","--","4440702.00","0.00","0.00","0.00","27.53"
