出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/11/30","106","3","2855","統一證","85700354.00","4839550.00","90539904.00","65717048.00","30108.00","65747156.00","13904281.00","142702.00","10664119.00","33620.00","--","24744722.00","--","--","24792748.00","0.00","0.00","0.00","17.80"
"114/11/30","106","3","6005","群益證","125462539.00","13289798.00","138752337.00","104586222.00","1511325.00","106097547.00","21690730.00","2852299.00","5922729.00","196920.00","0.00","30662678.00","--","--","32654790.00","0.00","0.00","0.00","14.14"
"114/11/30","106","3","6024","群益期","31643887.00","508612.00","32152499.00","27625733.00","11079.00","27636812.00","1603979.00","1207735.00","1711426.00","-33570.00","0.00","4489570.00","--","--","4515687.00","0.00","0.00","0.00","27.99"
