出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/11/30","106","4","1101","台泥","92719914.00","179837135.00","272557049.00","65192960.00","54716873.00","119909833.00","42465090.00","25739065.00","49019510.00","19124539.00","--","136348204.00","--","--","16299012.00","152647216.00","--","0.00","0.00","32.11"
"114/11/30","106","4","1102","亞泥","50262702.00","196801646.00","247064348.00","53948167.00","47319817.00","101267984.00","33614472.00","1168692.00","94196274.00","-1543873.00","--","127435565.00","--","--","18360799.00","145796364.00","--","0.00","0.00","37.91"
"114/11/30","106","4","1103","嘉泥","9106166.00","19211820.00","28317986.00","2317056.00","6740090.00","9057146.00","7747805.00","642168.00","9074455.00","1196784.00","-1149426.00","17511786.00","--","--","1749054.00","19260840.00","--","0.00","131226000.00","27.21"
"114/11/30","106","4","1104","環泥","3863038.00","17366170.00","21229208.00","2730633.00","1343814.00","4074447.00","6536092.00","46951.00","10109852.00","344008.00","--","17036903.00","--","--","117858.00","17154761.00","--","0.00","0.00","26.07"
"114/11/30","106","4","1108","幸福","5121071.00","2115781.00","7236852.00","1925148.00","883162.00","2808310.00","4047380.00","8.00","357972.00","-3241.00","0.00","4402119.00","--","--","26423.00","4428542.00","0.00","0.00","0.00","10.88"
"114/11/30","106","4","1109","信大","2977260.00","5599665.00","8576925.00","965063.00","816786.00","1781849.00","3599557.00","22379.00","2021907.00","19130.00","0.00","5662973.00","--","--","1132103.00","6795076.00","0.00","0.00","0.00","15.73"
"114/11/30","106","4","1110","東泥","2117646.00","7247645.00","9365291.00","460946.00","324536.00","785482.00","5720008.00","187952.00","2009757.00","634626.00","-12185.00","8540158.00","--","--","39651.00","8579809.00","--","0.00","2112865.00","14.99"
"114/11/30","106","4","1201","味全","19706970.00","13155672.00","32862642.00","19050319.00","6004407.00","25054726.00","5060629.00","688.00","258836.00","-145823.00","--","5174330.00","--","--","2633586.00","7807916.00","--","0.00","0.00","10.22"
"114/11/30","106","4","1203","味王","4448701.00","4743580.00","9192281.00","1996670.00","1586538.00","3583208.00","2400000.00","112965.00","2008425.00","61186.00","-38464.00","4544112.00","--","--","1064961.00","5609073.00","0.00","0.00","2293865.00","19.12"
"114/11/30","106","4","1210","大成","21046907.00","19700945.00","40747852.00","16006605.00","3018310.00","19024915.00","7363944.00","2550673.00","5520677.00","874233.00","-306199.00","16003328.00","--","--","5719609.00","21722937.00","--","0.00","52894691.00","23.41"
"114/11/30","106","4","1213","大飲","419697.00","445169.00","864866.00","137183.00","31657.00","168840.00","566226.00","21938.00","108062.00","-200.00","--","696026.00","--","--","--","696026.00","0.00","0.00","0.00","12.29"
"114/11/30","106","4","1215","卜蜂","5169541.00","8716581.00","13886122.00","5143742.00","1784866.00","6928608.00","2679910.00","1145.00","2831268.00","1165175.00","--","6677498.00","--","--","280016.00","6957514.00","0.00","0.00","0.00","24.92"
"114/11/30","106","4","1216","統一","174909878.00","239745576.00","414655454.00","140208164.00","83147096.00","223355260.00","56820154.00","3916160.00","63046237.00","-3707274.00","--","120075277.00","--","--","71224917.00","191300194.00","0.00","0.00","0.00","21.13"
"114/11/30","106","4","1217","愛之味","1929163.00","10313125.00","12242288.00","2733860.00","3384629.00","6118489.00","4945134.00","258350.00","420755.00","-207704.00","0.00","5416535.00","--","--","707264.00","6123799.00","0.00","0.00","0.00","10.95"
"114/11/30","106","4","1218","泰山","2798150.00","4683863.00","7482013.00","1836438.00","1823586.00","3660024.00","3558323.00","29463.00","468298.00","-35512.00","-203876.00","3816696.00","--","--","5293.00","3821989.00","0.00","1531474.00","13680042.00","11.19"
