出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/11/30","106","2","1785","光洋科","9179997.00","9176222.00","18356219.00","4825376.00","9548253.00","14373629.00","4055323.00","499450.00","-447703.00","-65242.00","-222557.00","3819271.00","--","--","163319.00","3982590.00","--","0.00","10139000.00","9.66"
"114/11/30","106","2","1788","杏昌","1840128.00","615130.00","2455258.00","940445.00","13407.00","953852.00","350000.00","658219.00","494629.00","-3299.00","--","1499549.00","--","--","1857.00","1501406.00","0.00","0.00","0.00","42.84"
"114/11/30","106","2","1796","金穎生技","213782.00","274082.00","487864.00","139762.00","48463.00","188225.00","249564.00","12558.00","39653.00","-2136.00","--","299639.00","--","--","--","299639.00","0.00","0.00","0.00","12.01"
"114/11/30","106","2","1799","易威","427788.00","807624.00","1235412.00","95270.00","134092.00","229362.00","839027.00","141754.00","-143168.00","3039.00","--","840652.00","--","--","165398.00","1006050.00","--","0.00","0.00","10.02"
"114/11/30","106","2","1813","寶利徠","464688.00","781370.00","1246058.00","173823.00","34237.00","208060.00","466355.00","262855.00","218143.00","-13097.00","--","934256.00","--","--","103742.00","1037998.00","0.00","0.00","0.00","20.03"
"114/11/30","106","2","1815","富喬","4052442.00","8824552.00","12876994.00","2168645.00","3480074.00","5648719.00","4372597.00","1767415.00","1374681.00","-117305.00","-169113.00","7228275.00","--","--","--","7228275.00","--","0.00","15000000.00","17.12"
"114/11/30","106","2","2035","唐榮公司","4006404.00","14890952.00","18897356.00","3983698.00","8659614.00","12643312.00","3500000.00","0.00","2632639.00","121405.00","--","--","--","--","--","6254044.00","--","0.00","0.00","17.87"
"114/11/30","106","2","2061","風青","818494.00","212800.00","1031294.00","383624.00","15975.00","399599.00","620751.00","926.00","11570.00","-1552.00","0.00","631695.00","--","--","--","631695.00","--","0.00","0.00","10.18"
"114/11/30","106","2","2063","世鎧精密","727671.00","632639.00","1360310.00","509030.00","224387.00","733417.00","450000.00","28778.00","148317.00","-202.00","--","626893.00","0.00","--","0.00","626893.00","0.00","0.00","0.00","13.93"
"114/11/30","106","2","2064","晉椿","1837390.00","1560566.00","3397956.00","1581691.00","413946.00","1995637.00","700000.00","93653.00","564202.00","-5680.00","--","1352175.00","--","--","50144.00","1402319.00","0.00","0.00","0.00","19.32"
"114/11/30","106","2","2065","世豐","426418.00","912980.00","1339398.00","275130.00","7719.00","282849.00","326792.00","235531.00","272184.00","222042.00","0.00","--","--","--","--","1056549.00","0.00","0.00","0.00","32.33"
"114/11/30","106","2","2066","世德","1625052.00","452439.00","2077491.00","1110227.00","9860.00","1120087.00","365029.00","38699.00","553676.00","--","--","--","--","--","--","957404.00","--","0.00","0.00","26.23"
"114/11/30","106","2","2067","嘉鋼","643680.00","744915.00","1388595.00","750355.00","243434.00","993789.00","368662.00","59603.00","-56547.00","-7338.00","0.00","364380.00","0.00","--","30426.00","394806.00","--","0.00","0.00","9.88"
"114/11/30","106","2","2070","精湛","988527.00","544465.00","1532992.00","613227.00","189715.00","802942.00","322828.00","100010.00","323295.00","-16083.00","--","730050.00","--","--","--","730050.00","0.00","2934800.00","0.00","22.61"
"114/11/30","106","2","2221","大甲","731345.00","461334.00","1192679.00","301116.00","230277.00","531393.00","424250.00","52135.00","167338.00","-2622.00","-1573.00","639528.00","0.00","--","21758.00","661286.00","0.00","0.00","100000.00","15.11"
"114/11/30","106","2","2230","泰茂","619350.00","356373.00","975723.00","435638.00","61830.00","497468.00","396173.00","63639.00","31024.00","-12581.00","--","478255.00","--","--","0.00","478255.00","--","0.00","0.00","12.07"
"114/11/30","106","2","2235","謚源","513373.00","1027373.00","1540746.00","587517.00","10316.00","597833.00","318780.00","203150.00","420983.00","0.00","--","--","--","--","--","942913.00","0.00","0.00","0.00","29.58"
"114/11/30","106","2","2596","綠意","2669174.00","144415.00","2813589.00","721189.00","--","721189.00","973812.00","185311.00","583139.00","0.00","0.00","1742262.00","--","--","350138.00","2092400.00","--","0.00","0.00","17.89"
"114/11/30","106","2","2640","大車隊","860190.00","1487095.00","2347285.00","876238.00","250876.00","1127114.00","487574.00","451275.00","280136.00","-261.00","--","1218724.00","--","--","1447.00","1220171.00","0.00","0.00","0.00","26.25"
"114/11/30","106","2","2641","正德","210549.00","4284544.00","4495093.00","760332.00","1847027.00","2607359.00","1850115.00","13745.00","80201.00","-56327.00","--","1887734.00","--","--","--","1887734.00","0.00","0.00","0.00","10.20"
"114/11/30","106","2","2643","捷迅","874676.00","158336.00","1033012.00","370401.00","89189.00","459590.00","262300.00","72277.00","244893.00","-6048.00","--","573422.00","--","--","--","573422.00","--","0.00","0.00","21.86"
"114/11/30","106","2","2718","全心投控","196456.00","560170.00","756626.00","49064.00","130571.00","179635.00","225760.00","82463.00","272385.00","-3617.00","--","--","--","--","--","576991.00","0.00","0.00","0.00","25.56"
"114/11/30","106","2","2719","燦星旅","730666.00","110807.00","841473.00","490922.00","631.00","491553.00","362920.00","47789.00","-56080.00","-658.00","-4051.00","349920.00","--","--","--","349920.00","0.00","0.00","228000.00","9.70"
"114/11/30","106","2","2724","藝舍-KY","259207.00","1077124.00","1336331.00","644970.00","517892.00","1162862.00","681723.00","198523.00","-713753.00","6976.00","0.00","173469.00","--","--","--","173469.00","--","0.00","0.00","2.54"
"114/11/30","106","2","2726","雅茗-KY","910410.00","444677.00","1355087.00","596114.00","215781.00","811895.00","307914.00","123547.00","157261.00","-54290.00","--","534432.00","--","--","8760.00","543192.00","--","0.00","0.00","17.36"
"114/11/30","106","2","2729","瓦城","1022754.00","1465377.00","2488131.00","660230.00","34584.00","694814.00","232660.00","1210890.00","351165.00","-14272.00","--","1780443.00","--","--","12874.00","1793317.00","0.00","0.00","0.00","76.53"
"114/11/30","106","2","2732","六角","959439.00","845746.00","1805185.00","710230.00","138157.00","848387.00","337606.00","482746.00","151404.00","-22156.00","-93845.00","855755.00","--","--","101043.00","956798.00","0.00","0.00","988000.00","26.11"
"114/11/30","106","2","2734","易飛網","632457.00","276841.00","909298.00","279705.00","130229.00","409934.00","302598.00","216887.00","-31837.00","-769.00","--","486879.00","--","--","12485.00","499364.00","--","0.00","0.00","16.09"
"114/11/30","106","2","2736","富野","622485.00","1693390.00","2315875.00","303871.00","693889.00","997760.00","489923.00","464530.00","363662.00","--","--","1318115.00","0.00","--","--","1318115.00","--","0.00","0.00","26.90"
"114/11/30","106","2","2740","天蔥","149448.00","237648.00","387096.00","109198.00","90625.00","199823.00","159782.00","89126.00","-69681.00","-937.00","--","178290.00","--","--","8983.00","187273.00","0.00","0.00","0.00","11.16"
"114/11/30","106","2","2743","山富","920532.00","281236.00","1201768.00","706496.00","31.00","706527.00","280252.00","80069.00","134920.00","0.00","--","495241.00","--","--","--","495241.00","--","0.00","0.00","17.67"
"114/11/30","106","2","2745","五福","1325710.00","154177.00","1479887.00","999080.00","1996.00","1001076.00","255558.00","79731.00","143522.00","--","--","478811.00","--","--","--","478811.00","--","68.00","0.00","18.82"
"114/11/30","106","2","2916","滿心","763490.00","335191.00","1098681.00","150058.00","93201.00","243259.00","546269.00","127250.00","190761.00","-8858.00","--","--","--","--","--","855422.00","0.00","0.00","0.00","15.66"
"114/11/30","106","2","2924","宏太-KY","866865.00","251341.00","1118206.00","403834.00","10485.00","414319.00","340051.00","337137.00","68798.00","-42099.00","0.00","703887.00","--","--","--","703887.00","--","0.00","0.00","20.70"
"114/11/30","106","2","2926","誠品生活","2713713.00","1866588.00","4580301.00","2401473.00","702527.00","3104000.00","473897.00","616351.00","418527.00","-32474.00","--","1476301.00","--","--","--","1476301.00","0.00","0.00","0.00","31.15"
"114/11/30","106","2","2937","集雅社","655144.00","183596.00","838740.00","322755.00","12932.00","335687.00","328600.00","51255.00","123198.00","--","--","503053.00","--","--","--","503053.00","0.00","0.00","0.00","15.31"
"114/11/30","106","2","3064","泰偉","230374.00","576683.00","807057.00","356461.00","192913.00","549374.00","721051.00","0.00","-496076.00","22727.00","--","247702.00","--","--","9981.00","257683.00","0.00","0.00","0.00","3.44"
"114/11/30","106","2","3066","李洲","373952.00","865843.00","1239795.00","444655.00","152768.00","597423.00","830706.00","19917.00","-554551.00","171747.00","--","467819.00","--","--","174553.00","642372.00","--","0.00","0.00","5.63"
"114/11/30","106","2","3067","全域","200351.00","106241.00","306592.00","77248.00","10408.00","87656.00","290252.00","1360.00","-62062.00","-10614.00","0.00","218936.00","--","--","0.00","218936.00","0.00","0.00","0.00","7.54"
"114/11/30","106","2","3071","協禧","1952864.00","553964.00","2506828.00","968499.00","10188.00","978687.00","1411467.00","33039.00","154623.00","-70988.00","--","1528141.00","--","--","0.00","1528141.00","0.00","0.00","0.00","10.83"
"114/11/30","106","2","3073","天方能源","225830.00","311908.00","537738.00","69056.00","147584.00","216640.00","464637.00","8566.00","-169871.00","-11501.00","--","291831.00","--","--","29267.00","321098.00","--","0.00","0.00","6.28"
"114/11/30","106","2","3078","僑威","4859096.00","1435193.00","6294289.00","2321154.00","165273.00","2486427.00","2273911.00","214286.00","1355879.00","-36214.00","0.00","3807862.00","0.00","--","0.00","3807862.00","0.00","0.00","0.00","16.75"
"114/11/30","106","2","3081","聯亞","2410410.00","1085106.00","3495516.00","222347.00","4691.00","227038.00","905897.00","1655088.00","777368.00","-69875.00","0.00","--","--","--","--","3268478.00","--","0.00","0.00","36.08"
"114/11/30","106","2","3083","網龍","1074476.00","185561.00","1260037.00","151386.00","4555.00","155941.00","857044.00","328949.00","-78949.00","-13831.00","0.00","1093213.00","--","--","10883.00","1104096.00","0.00","0.00","0.00","12.76"
"114/11/30","106","2","3085","新零售","435886.00","701551.00","1137437.00","228560.00","17380.00","245940.00","1180817.00","253672.00","-593198.00","1077.00","0.00","842368.00","--","--","49129.00","891497.00","--","0.00","0.00","7.13"
"114/11/30","106","2","3086","華義","315318.00","151143.00","466461.00","342554.00","0.00","342554.00","377661.00","28353.00","-274550.00","-7816.00","--","123648.00","--","--","259.00","123907.00","--","6600000.00","0.00","3.27"
"114/11/30","106","2","3088","艾訊","2237385.00","1445450.00","3682835.00","922452.00","528807.00","1451259.00","790310.00","190511.00","1259950.00","-9195.00","--","2231576.00","--","--","0.00","2231576.00","0.00","0.00","0.00","28.24"
"114/11/30","106","2","3093","港建*","807421.00","338165.00","1145586.00","240980.00","30786.00","271766.00","362888.00","49699.00","379023.00","-9740.00","--","781870.00","--","--","91950.00","873820.00","0.00","0.00","0.00","21.55"
"114/11/30","106","2","3095","及成","600096.00","625581.00","1225677.00","517561.00","478887.00","996448.00","1092763.00","0.00","-900396.00","-86293.00","--","106074.00","--","--","123155.00","229229.00","0.00","0.00","0.00","0.97"
"114/11/30","106","2","3105","穩懋","9228436.00","19191966.00","28420402.00","6295293.00","4165154.00","10460447.00","4026664.00","3712896.00","8458184.00","1101001.00","0.00","17298745.00","--","--","661210.00","17959955.00","0.00","0.00","0.00","42.96"
"114/11/30","106","2","3114","好德","1278126.00","276673.00","1554799.00","767007.00","4151.00","771158.00","500137.00","52062.00","212182.00","19260.00","--","783641.00","--","--","--","783641.00","--","0.00","0.00","15.67"
"114/11/30","106","2","3115","富榮綱","520778.00","122729.00","643507.00","245767.00","40.00","245807.00","436976.00","0.00","-38430.00","-846.00","--","397700.00","--","--","0.00","397700.00","--","0.00","0.00","9.10"
"114/11/30","106","2","3118","進階","527363.00","177083.00","704446.00","206300.00","5410.00","211710.00","324529.00","55945.00","112262.00","--","--","--","--","--","--","492736.00","0.00","0.00","0.00","15.18"
"114/11/30","106","2","3122","笙泉","397858.00","198083.00","595941.00","97746.00","7539.00","105285.00","392999.00","46702.00","67459.00","-722.00","-15782.00","490656.00","--","--","--","490656.00","--","0.00","1000000.00","12.81"
"114/11/30","106","2","3128","昇銳","479673.00","409894.00","889567.00","272606.00","47446.00","320052.00","420000.00","104815.00","29275.00","-580.00","--","553510.00","--","--","16005.00","569515.00","--","0.00","0.00","13.18"
"114/11/30","106","2","3131","弘塑","2833932.00","1931938.00","4765870.00","1940346.00","552714.00","2493060.00","246838.00","601772.00","894580.00","529620.00","0.00","2272810.00","--","--","0.00","2272810.00","0.00","0.00","0.00","92.08"
"114/11/30","106","2","3141","晶宏","934448.00","245144.00","1179592.00","241538.00","0.00","241538.00","632040.00","53663.00","259948.00","-7597.00","0.00","938054.00","--","--","--","938054.00","--","29611.00","0.00","14.84"
"114/11/30","106","2","3147","大綜","895830.00","112442.00","1008272.00","562720.00","6480.00","569200.00","300051.00","4027.00","135463.00","-469.00","--","439072.00","--","--","--","439072.00","0.00","0.00","0.00","14.63"
"114/11/30","106","2","3152","璟德","3140628.00","1004708.00","4145336.00","1225739.00","6568.00","1232307.00","690162.00","573532.00","1649335.00","0.00","--","--","--","--","--","2913029.00","--","0.00","0.00","42.21"
"114/11/30","106","2","3158","嘉實","307479.00","300065.00","607544.00","197844.00","20862.00","218706.00","258639.00","37145.00","92912.00","128.00","0.00","388824.00","--","--","14.00","388838.00","--","0.00","0.00","15.03"
"114/11/30","106","2","3162","精確","302041.00","428835.00","730876.00","397162.00","40083.00","437245.00","565313.00","935.00","-259475.00","-13142.00","--","293631.00","--","--","--","293631.00","--","0.00","0.00","5.19"
"114/11/30","106","2","3163","波若威","1667160.00","756745.00","2423905.00","826360.00","99071.00","925431.00","744265.00","275737.00","575517.00","-97045.00","--","1498474.00","--","--","--","1498474.00","0.00","0.00","0.00","20.13"
"114/11/30","106","2","3169","亞信","698962.00","207059.00","906021.00","145116.00","542.00","145658.00","530906.00","60012.00","178445.00","-9000.00","0.00","760363.00","--","--","0.00","760363.00","0.00","0.00","0.00","14.32"
"114/11/30","106","2","3171","炎洲流通","855895.00","738614.00","1594509.00","646232.00","262012.00","908244.00","592035.00","53302.00","46790.00","-5862.00","--","686265.00","--","--","--","686265.00","0.00","0.00","0.00","11.59"
"114/11/30","106","2","3176","基亞","1253711.00","3420106.00","4673817.00","579872.00","841689.00","1421561.00","1386856.00","840174.00","-210226.00","-12629.00","--","2004175.00","--","--","1248081.00","3252256.00","0.00","0.00","0.00","14.45"
"114/11/30","106","2","3178","公準","473433.00","1033122.00","1506555.00","517597.00","352690.00","870287.00","397500.00","61600.00","170541.00","-246.00","--","629395.00","--","--","6873.00","636268.00","0.00","0.00","0.00","15.83"
"114/11/30","106","2","3188","鑫龍騰","2182438.00","24872.00","2207310.00","1111651.00","250000.00","1361651.00","1062951.00","1575.00","-218867.00","0.00","--","845659.00","--","--","--","845659.00","--","0.00","0.00","7.96"
"114/11/30","106","2","3191","雲嘉南","336800.00","102443.00","439243.00","152709.00","54.00","152763.00","571948.00","115885.00","-385712.00","-15641.00","--","286480.00","--","--","--","286480.00","--","0.00","0.00","5.01"
"114/11/30","106","2","3205","佰研","1121025.00","157812.00","1278837.00","229664.00","1325.00","230989.00","327726.00","403466.00","322446.00","-5790.00","0.00","1047848.00","--","--","0.00","1047848.00","--","0.00","0.00","31.97"
"114/11/30","106","2","3206","志豐","1062361.00","348693.00","1411054.00","671694.00","27554.00","699248.00","458230.00","88027.00","188412.00","-22863.00","0.00","711806.00","--","--","0.00","711806.00","0.00","0.00","0.00","15.84"
"114/11/30","106","2","3207","耀勝","478396.00","179379.00","657775.00","357880.00","35679.00","393559.00","382593.00","72841.00","-173349.00","-16853.00","--","265232.00","0.00","--","-1016.00","264216.00","0.00","0.00","0.00","6.93"
"114/11/30","106","2","3211","順達","10472382.00","4692992.00","15165374.00","6061675.00","2670988.00","8732663.00","1519685.00","2057287.00","3240440.00","-169677.00","-215024.00","6432711.00","--","--","0.00","6432711.00","0.00","0.00","4488000.00","43.62"
"114/11/30","106","2","3213","茂訊","1666143.00","389410.00","2055553.00","631300.00","107126.00","738426.00","586855.00","72650.00","668182.00","-24067.00","--","1303620.00","--","--","13507.00","1317127.00","0.00","0.00","0.00","22.21"
"114/11/30","106","2","3217","優群","1072824.00","934710.00","2007534.00","558059.00","14960.00","573019.00","821042.00","149030.00","265601.00","196972.00","--","1432645.00","--","--","1870.00","1434515.00","0.00","0.00","0.00","17.45"
"114/11/30","106","2","3218","大學光","1033106.00","798318.00","1831424.00","383620.00","79538.00","463158.00","761230.00","431404.00","147020.00","-6716.00","0.00","1332938.00","0.00","--","35328.00","1368266.00","0.00","0.00","0.00","17.51"
"114/11/30","106","2","3219","倚強科","161838.00","9586.00","171424.00","34058.00","0.00","34058.00","233004.00","8383.00","-102804.00","-1217.00","--","137366.00","--","--","--","137366.00","0.00","0.00","0.00","5.90"
"114/11/30","106","2","3221","台嘉碩","1382613.00","1020101.00","2402714.00","585559.00","164365.00","749924.00","963669.00","593126.00","177366.00","-81230.00","--","1652931.00","--","--","-141.00","1652790.00","--","0.00","0.00","17.15"
"114/11/30","106","2","3224","三顧","660224.00","130229.00","790453.00","186532.00","4783.00","191315.00","440160.00","234624.00","-60550.00","-15096.00","--","599138.00","--","--","--","599138.00","0.00","66929.00","0.00","13.61"
"114/11/30","106","2","3226","龍鋒","1062928.00","172300.00","1235228.00","397618.00","2252.00","399870.00","644306.00","14705.00","176347.00","0.00","--","835358.00","--","--","--","835358.00","--","0.00","0.00","12.97"
"114/11/30","106","2","3227","原相","4957389.00","2016841.00","6974230.00","1410178.00","270421.00","1680599.00","1330047.00","1493769.00","3084153.00","-395666.00","-235341.00","5276962.00","--","--","16669.00","5293631.00","0.00","0.00","3339000.00","40.70"
"114/11/30","106","2","3228","金麗科","294087.00","221306.00","515393.00","56760.00","30834.00","87594.00","677927.00","29800.00","-279822.00","-106.00","--","--","--","--","--","427799.00","0.00","0.00","0.00","6.31"
"114/11/30","106","2","3230","錦明","769476.00","948423.00","1717899.00","404087.00","165660.00","569747.00","1077465.00","238653.00","-93206.00","-74760.00","0.00","1148152.00","0.00","--","0.00","1148152.00","0.00","0.00","0.00","10.66"
"114/11/30","106","2","3232","昱捷","542131.00","47441.00","589572.00","241625.00","7370.00","248995.00","315679.00","5075.00","4131.00","-5445.00","--","319440.00","--","--","21137.00","340577.00","0.00","0.00","0.00","10.12"
"114/11/30","106","2","3234","光環","2323046.00","1774914.00","4097960.00","1616740.00","825735.00","2442475.00","725305.00","400573.00","556347.00","-22825.00","-16109.00","1643291.00","--","--","12194.00","1655485.00","0.00","0.00","381000.00","22.78"
"114/11/30","106","2","3236","千如","1494301.00","451538.00","1945839.00","730819.00","156085.00","886904.00","731978.00","181063.00","249388.00","-103494.00","0.00","1058935.00","0.00","--","0.00","1058935.00","0.00","0.00","0.00","15.33"
"114/11/30","106","2","3252","海灣","1124563.00","2887750.00","4012313.00","1184118.00","1136743.00","2320861.00","314458.00","254850.00","1119053.00","0.00","0.00","1688361.00","--","--","3091.00","1691452.00","0.00","0.00","0.00","53.69"
"114/11/30","106","2","3259","鑫創","401143.00","258182.00","659325.00","62172.00","197.00","62369.00","808596.00","0.00","-211640.00","0.00","--","596956.00","--","--","--","596956.00","--","0.00","0.00","7.38"
"114/11/30","106","2","3260","威剛","14449875.00","11720210.00","26170085.00","10947179.00","5716853.00","16664032.00","2299734.00","3686816.00","3647160.00","-481144.00","-804420.00","8348146.00","--","--","1157907.00","9506053.00","0.00","0.00","16086933.00","39.03"
"114/11/30","106","2","3264","欣銓","5871173.00","10163102.00","16034275.00","3601219.00","2050423.00","5651642.00","4855663.00","1106692.00","3754890.00","23668.00","-126772.00","9614141.00","--","--","768492.00","10382633.00","0.00","0.00","16250750.00","20.49"
"114/11/30","106","2","3265","台星科","3202876.00","2563647.00","5766523.00","1308389.00","662033.00","1970422.00","1362617.00","366243.00","2083250.00","-16009.00","--","3796101.00","0.00","--","--","3796101.00","0.00","0.00","0.00","27.86"
"114/11/30","106","2","3268","海德威","618311.00","412804.00","1031115.00","344810.00","188852.00","533662.00","334263.00","29064.00","94720.00","24093.00","--","482140.00","--","--","15313.00","497453.00","--","0.00","0.00","14.42"
"114/11/30","106","2","3272","東碩","2846054.00","299121.00","3145175.00","1479851.00","196682.00","1676533.00","522649.00","536045.00","465896.00","-45191.00","-10757.00","1468642.00","--","--","--","1468642.00","--","0.00","250000.00","28.24"
"114/11/30","106","2","3276","宇環","1125115.00","923587.00","2048702.00","1097524.00","111553.00","1209077.00","697127.00","28787.00","47035.00","-22258.00","--","750691.00","0.00","--","88934.00","839625.00","0.00","0.00","0.00","10.77"
"114/11/30","106","2","3284","太普高","753638.00","336928.00","1090566.00","161237.00","50661.00","211898.00","559618.00","107135.00","211915.00","0.00","0.00","878668.00","--","--","0.00","878668.00","0.00","0.00","0.00","15.70"
"114/11/30","106","2","3285","微端","848422.00","109422.00","957844.00","337862.00","17545.00","355407.00","441093.00","40554.00","123238.00","-14303.00","0.00","590582.00","--","--","11855.00","602437.00","0.00","0.00","0.00","13.39"
"114/11/30","106","2","3287","廣寰科","371071.00","126025.00","497096.00","98814.00","2824.00","101638.00","439705.00","11688.00","-67584.00","476.00","--","384285.00","--","--","11173.00","395458.00","--","0.00","0.00","8.74"
"114/11/30","106","2","3288","點晶","437726.00","22534.00","460260.00","374609.00","0.00","374609.00","484752.00","8028.00","-414603.00","8473.00","--","86650.00","--","--","-999.00","85651.00","--","0.00","0.00","1.79"
"114/11/30","106","2","3289","宜特","1843002.00","4910201.00","6753203.00","1670547.00","2040116.00","3710663.00","625284.00","1654176.00","691626.00","-73720.00","--","2897366.00","--","--","145174.00","3042540.00","0.00","0.00","0.00","46.34"
"114/11/30","106","2","3290","東浦","1911723.00","915291.00","2827014.00","1092966.00","297644.00","1390610.00","995489.00","236958.00","249444.00","-77608.00","--","1404283.00","--","--","32121.00","1436404.00","0.00","0.00","0.00","14.11"
"114/11/30","106","2","3293","鈊象","3250566.00","1515130.00","4765696.00","1551756.00","93810.00","1645566.00","699794.00","262215.00","2139650.00","11832.00","--","3113491.00","--","--","6639.00","3120130.00","--","0.00","0.00","44.49"
"114/11/30","106","2","3294","英濟","3221310.00","1236806.00","4458116.00","1898999.00","216417.00","2115416.00","1302494.00","825734.00","123922.00","62866.00","--","2315016.00","--","--","27684.00","2342700.00","0.00","0.00","0.00","17.77"
"114/11/30","106","2","3297","杭特","433333.00","482252.00","915585.00","113258.00","11963.00","125221.00","369494.00","152210.00","270633.00","-1973.00","0.00","790364.00","--","--","0.00","790364.00","0.00","0.00","0.00","21.39"
"114/11/30","106","2","3303","岱稜","1507521.00","1232755.00","2740276.00","927616.00","292531.00","1220147.00","960896.00","517537.00","99438.00","-31645.00","-33964.00","1512262.00","--","--","7867.00","1520129.00","--","0.00","1787000.00","16.04"
"114/11/30","106","2","3306","鼎天","1022535.00","720641.00","1743176.00","287032.00","2482.00","289514.00","506077.00","557341.00","138784.00","251460.00","0.00","1453662.00","--","--","--","1453662.00","0.00","0.00","0.00","28.72"
"114/11/30","106","2","3310","佳穎","4425448.00","478834.00","4904282.00","3081393.00","427944.00","3509337.00","837688.00","273037.00","303228.00","-18167.00","-841.00","1394945.00","--","--","0.00","1394945.00","0.00","0.00","60000.00","16.66"
