出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,備供出售金融資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
"114/11/30","106","3","2801","彰銀","55396232.00","171910822.00","15983614.00","250331.00","--","25190143.00","19955.00","--","--","1355396832.00","81357284.00","243006468.00","--","--","38365476.00","20679281.00","13749049.00","416721.00","2606581.00","735312.00","2025064101.00","115213945.00","--","14488947.00","--","3046951.00","28444378.00","570665.00","--","1660624776.00","41745036.00","--","--","3278193.00","4337796.00","6814540.00","3446000.00","1882011227.00","94130007.00","--","48882642.00","40225.00","0.00","--","--","--","--","143052874.00","--","0.00","0.00","15.20"
"114/11/30","106","3","2812","台中銀","10106681.00","30533097.00","31799547.00","0.00","6361651.00","11661851.00","49003.00","0.00","0.00","430361769.00","31418639.00","79253064.00","128836.00","288230.00","1114765.00","9408400.00","78088.00","160655.00","669403.00","2178342.00","645572021.00","14065785.00","5170629.00","245002.00","0.00","4851014.00","6856418.00","169765.00","0.00","555457543.00","13500000.00","0.00","0.00","864933.00","1323691.00","111021.00","664433.00","603280234.00","32931789.00","684156.00","8597454.00","78388.00","0.00","42291787.00","--","--","0.00","42291787.00","0.00","0.00","0.00","12.84"
"114/11/30","106","3","2820","華票","395177.00","0.00","111867886.00","--","2750973.00","1373444.00","255057.00","--","--","--","99709941.00","0.00","--","--","173477.00","156175.00","--","--","101909.00","3026148.00","219810187.00","28152361.00","--","13495.00","--","165637785.00","636537.00","--","--","--","--","--","--","999423.00","1530697.00","0.00","164866.00","197135164.00","13429600.00","2474.00","8677042.00","565907.00","--","--","--","--","--","22675023.00","--","0.00","0.00","16.88"
"114/11/30","106","3","2834","臺企銀","40496759.00","81917525.00","1377437.00","--","50111.00","27777963.00","45951.00","--","--","1098381962.00","65042403.00","201322081.00","--","--","2155144.00","14126080.00","--","217037.00","1351881.00","7950018.00","1542212352.00","104062220.00","34512.00","179913.00","--","1136976.00","31892165.00","236556.00","--","1272834582.00","41000000.00","--","--","9858265.00","3664147.00","882601.00","846975.00","1466628912.00","61479617.00","0.00","14502563.00","-398740.00","0.00","75583440.00","0.00","--","0.00","75583440.00","0.00","0.00","0.00","12.29"
"114/11/30","106","3","2836","高雄銀","3806721.00","10344787.00","1624604.00","--","6250866.00","1081376.00","49358.00","--","--","170676694.00","30202634.00","25437271.00","--","--","1190501.00","2941024.00","--","123668.00","168980.00","170070.00","254068554.00","10400597.00","--","23954.00","--","3271326.00","4130727.00","1029.00","--","217633287.00","4000000.00","--","--","11087.00","317983.00","--","100840.00","239890830.00","10032238.00","1657705.00","2548415.00","-60634.00","--","14177724.00","--","--","0.00","14177724.00","0.00","0.00","0.00","14.13"
"114/11/30","106","3","2838","聯邦銀","8418606.00","19176690.00","8450048.00","--","30889537.00","16914260.00","127430.00","--","--","297042600.00","33968778.00","51090021.00","53191.00","--","52348253.00","8060892.00","5335317.00","2169140.00","1250643.00","7699875.00","542995281.00","7920580.00","--","208761.00","--","25410833.00","4204265.00","136958.00","--","445942543.00","11700000.00","1433219.00","--","4413286.00","238153.00","893708.00","3019763.00","505522069.00","26051524.00","32413.00","9520893.00","1603122.00","--","37207952.00","--","--","265260.00","37473212.00","--","0.00","0.00","14.28"
"114/11/30","106","3","2845","遠東銀","8029320.00","21769103.00","28581586.00","--","7990510.00","21751650.00","101.00","--","--","359670666.00","101474207.00","2162806.00","1747615.00","--","8901099.00","2888355.00","--","1731456.00","596604.00","233734.00","567528812.00","11628345.00","--","5908464.00","--","12192771.00","5894938.00","244956.00","--","461173694.00","20232258.00","--","--","6203644.00","1182110.00","--","492325.00","525153505.00","31829286.00","456426.00","10060329.00","29266.00","--","42375307.00","--","--","--","42375307.00","--","0.00","0.00","13.31"
"114/11/30","106","3","2849","安泰銀","4237803.00","24543418.00","26164154.00","--","4271819.00","4109045.00","37640.00","89967.00","--","183429739.00","31342880.00","31722020.00","--","--","142414.00","740614.00","--","206818.00","1721592.00","1135135.00","313895058.00","3763924.00","--","742646.00","--","0.00","2230845.00","0.00","--","265392899.00","6000000.00","--","768060.00","3034778.00","423386.00","30333.00","134964.00","282521835.00","16796775.00","1712427.00","12857166.00","6855.00","--","--","--","--","--","31373223.00","--","0.00","0.00","18.68"
"114/11/30","106","3","2897","王道銀行","6814762.00","15118115.00","153199453.00","--","3249616.00","21874973.00","319580.00","--","--","176784262.00","156756271.00","499792.00","0.00","147686.00","1290631.00","3044772.00","--","2449535.00","571680.00","3965707.00","546086835.00","81107870.00","--","2154232.00","--","176232186.00","4471967.00","162351.00","--","194813539.00","18650000.00","--","--","18339594.00","1838420.00","215373.00","2147538.00","500133070.00","24130063.00","7730.00","5107971.00","60596.00","0.00","29306360.00","--","--","16647405.00","45953765.00","--","0.00","0.00","12.15"
