出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/11/30","106","4","5864","致和證","3575633.00","1558359.00","5133992.00","1982177.00","54305.00","2036482.00","2122835.00","123904.00","903021.00","-52250.00","--","--","--","--","3097510.00","0.00","0.00","0.00","14.59"
"114/11/30","106","4","6015","宏遠證","10738220.00","774503.00","11512723.00","7081288.00","11431.00","7092719.00","3682328.00","245066.00","460197.00","32413.00","0.00","4420004.00","--","--","4420004.00","0.00","0.00","0.00","12.00"
"114/11/30","106","4","6016","康和證","31284423.00","3077523.00","34361946.00","26511712.00","294588.00","26806300.00","6133368.00","221062.00","1308083.00","-33796.00","-118906.00","7509811.00","--","--","7555646.00","0.00","0.00","18000000.00","12.61"
"114/11/30","106","4","6020","大展證","4048583.00","686664.00","4735247.00","836830.00","8631.00","845461.00","2523532.00","461.00","1365303.00","0.00","--","3889296.00","--","--","3889786.00","0.00","0.00","0.00","15.41"
"114/11/30","106","4","6021","美好證","7537654.00","1465209.00","9002863.00","4270234.00","54959.00","4325193.00","3067559.00","12157.00","1476976.00","120978.00","--","4677670.00","--","--","4677670.00","0.00","0.00","0.00","15.25"
"114/11/30","106","4","6023","元大期貨","54946730.00","2522940.00","57469670.00","49932041.00","70044.00","50002085.00","2322763.00","940976.00","3291906.00","911940.00","--","7467585.00","0.00","--","7467585.00","0.00","0.00","0.00","32.15"
"114/11/30","106","4","6026","福邦證","4157857.00","590139.00","4747996.00","1196056.00","235.00","1196291.00","2417000.00","19225.00","722048.00","-135.00","0.00","3158138.00","0.00","--","3551705.00","0.00","0.00","0.00","13.07"
