出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,備供出售金融資產－淨額,持有至到期日金融資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
"114/11/30","106","1","2801","彰銀","35729065.00","206705416.00","24968955.00","176553.00","--","18784879.00","55337.00","--","--","1342762347.00","76981030.00","212711679.00","--","--","19644915.00","20736980.00","13752337.00","411172.00","2894396.00","2313775.00","1978628836.00","115919496.00","0.00","19187401.00","--","3237819.00","30026673.00","888133.00","--","1610400285.00","41667657.00","--","--","3560048.00","4418500.00","7016589.00","2711176.00","1839033777.00","89647626.00","--","50642443.00","-695010.00","0.00","--","--","--","--","139595059.00","--","0.00","0.00","15.57"
"114/11/30","106","1","2812","台中銀","11519897.00","27743063.00","31407277.00","0.00","7281602.00","10369024.00","6323.00","0.00","--","427799008.00","35862346.00","73870463.00","129689.00","266892.00","1128443.00","9430920.00","78208.00","150894.00","688156.00","2198565.00","639930770.00","14136635.00","4316272.00","378963.00","0.00","3682635.00","7166319.00","223843.00","0.00","551305782.00","13400000.00","0.00","0.00","1147167.00","1296684.00","111021.00","641126.00","597806447.00","32381307.00","684156.00","9180530.00","-121670.00","0.00","42124323.00","--","--","0.00","42124323.00","0.00","0.00","0.00","13.01"
"114/11/30","106","1","2820","華票","412314.00","0.00","107551872.00","--","1100240.00","1298344.00","116397.00","--","--","--","94957991.00","0.00","--","--","177924.00","157993.00","--","--","116340.00","3125172.00","209014587.00","21178035.00","--","16204.00","--","158092275.00","617989.00","--","--","--","--","--","--","4498893.00","1530697.00","4831.00","208361.00","186147285.00","13429600.00","2474.00","9084346.00","350882.00","--","--","--","--","--","22867302.00","0.00","0.00","0.00","17.03"
"114/11/30","106","1","2834","臺企銀","41812050.00","98981795.00","1321142.00","--","15617825.00","25647667.00","116062.00","--","--","1039966896.00","68277427.00","197040851.00","--","--","2126799.00","14135086.00","--","202134.00","1332323.00","5051609.00","1511629666.00","84084793.00","--","174436.00","--","1843187.00","32307064.00","475382.00","--","1256876593.00","45700000.00","--","--","11345556.00","3593943.00","881667.00","1997436.00","1439280057.00","59688949.00","0.00","13696371.00","-1035711.00","0.00","72349609.00","0.00","--","0.00","72349609.00","0.00","0.00","0.00","12.12"
"114/11/30","106","1","2836","高雄銀","3916588.00","10521171.00","795055.00","--","4500821.00","1003117.00","57129.00","--","--","169891062.00","30491625.00","22566315.00","--","--","1192148.00","2905299.00","--","117404.00","185860.00","193557.00","248337151.00","7910161.00","--","10782.00","--","1149802.00","3286590.00","9959.00","--","217048027.00","4000000.00","--","--","11925.00","324010.00","1211.00","140467.00","233892934.00","10032238.00","1872395.00","2591427.00","-51843.00","--","14444217.00","--","--","0.00","14444217.00","0.00","0.00","0.00","14.40"
"114/11/30","106","1","2838","聯邦銀","9538990.00","53302859.00","22472534.00","--","31961217.00","16990854.00","201826.00","--","--","283780393.00","36476768.00","7787334.00","53293.00","--","56199505.00","8111397.00","5364521.00","2173913.00","1447080.00","7744882.00","543607366.00","5892540.00","--","59484.00","--","40496709.00","4666445.00","123337.00","--","434458723.00","11700000.00","1117929.00","--","4216806.00","238455.00","829593.00","2895326.00","506695347.00","26051524.00","32413.00","9334973.00","1214361.00","--","36633271.00","--","--","278748.00","36912019.00","--","0.00","0.00","14.06"
"114/11/30","106","1","2845","遠東銀","5185235.00","33546210.00","44716078.00","--","29910628.00","21108937.00","76.00","--","--","349486895.00","93778386.00","2470804.00","1726544.00","--","11349606.00","2914163.00","--","1744197.00","642326.00","263998.00","598844083.00","5845429.00","--","10543698.00","--","12918266.00","5422010.00","470082.00","--","489186065.00","24215647.00","--","--","6847743.00","1218683.00","--","426403.00","557094026.00","31113672.00","456426.00","10341013.00","-161054.00","--","41750057.00","--","--","--","41750057.00","--","0.00","0.00","13.42"
"114/11/30","106","1","2849","安泰銀","3745786.00","22833423.00","29349816.00","--","1549557.00","3897222.00","97722.00","89967.00","--","180099623.00","30191663.00","31793910.00","--","--","142625.00","780099.00","--","217540.00","1989021.00","1331752.00","308109726.00","5580468.00","--","1018149.00","--","3050000.00","2421293.00","121038.00","--","250065905.00","10000000.00","--","1414865.00","2861100.00","431736.00","30759.00","132812.00","277128125.00","16796775.00","1461505.00","12756821.00","-33500.00","0.00","--","--","--","--","30981601.00","0.00","0.00","0.00","18.44"
"114/11/30","106","1","2897","王道銀行","7193791.00","14101688.00","142413961.00","--","1298392.00","18338536.00","202941.00","--","--","159122077.00","132126879.00","899732.00","0.00","101746.00","1452406.00","3911374.00","0.00","1422682.00","654898.00","4744679.00","487985782.00","50484360.00","--","2028307.00","--","160874496.00","3638046.00","186068.00","--","181762067.00","17450000.00","--","--","21331923.00","1810024.00","192270.00","1866170.00","441623731.00","23905063.00","3193.00","5655294.00","26803.00","0.00","29590353.00","--","--","16771698.00","46362051.00","--","0.00","0.00","12.38"
