出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總額,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/11/30","106","3","1409","新纖","84050827.00","54871438.00","138922265.00","94622958.00","9714048.00","104337006.00","16184093.00","1575732.00","7092136.00","1775984.00","-29834.00","26598111.00","--","7987148.00","34585259.00","--","0.00","4680487.00","16.48"
"114/11/30","106","3","1718","中纖","531659703.00","142017857.00","673677560.00","598745324.00","22695213.00","621440537.00","14294934.00","1682354.00","6163840.00","-252340.00","-1273586.00","20615202.00","--","31621821.00","52237023.00","0.00","0.00","297504859.00","18.21"
"114/11/30","106","3","2207","和泰車","134355938.00","60366381.00","194722319.00","112134570.00","30400910.00","142535480.00","5461792.00","263060.00","37935411.00","628470.00","--","44288733.00","--","7898106.00","52186839.00","0.00","0.00","0.00","81.09"
"114/11/30","106","3","2905","三商","162444452.00","886749352.00","1049193804.00","18010633.00","989863891.00","1007874524.00","7654677.00","900219.00","9043784.00","4980.00","-532672.00","17070988.00","0.00","24248292.00","41319280.00","0.00","0.00","44215000.00","23.67"
