出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/11/30","106","1","1796","金穎生技","205644.00","266872.00","472516.00","82380.00","52547.00","134927.00","249564.00","10950.00","79664.00","-2589.00","--","337589.00","--","--","--","337589.00","0.00","0.00","0.00","13.53"
"114/11/30","106","1","1799","易威","484899.00","790765.00","1275664.00","59519.00","146253.00","205772.00","836277.00","819353.00","-760125.00","-2657.00","--","892848.00","--","--","177044.00","1069892.00","--","0.00","0.00","10.68"
"114/11/30","106","1","1813","寶利徠","429413.00","831406.00","1260819.00","149282.00","33807.00","183089.00","466355.00","262855.00","254980.00","-13227.00","--","970963.00","--","--","106767.00","1077730.00","0.00","0.00","0.00","20.82"
"114/11/30","106","1","1815","富喬","3850227.00","8983168.00","12833395.00","1838008.00","3740613.00","5578621.00","4371283.00","1767196.00","1406977.00","-121569.00","-169113.00","7254774.00","--","--","--","7254774.00","--","0.00","15000000.00","17.19"
"114/11/30","106","1","2035","唐榮公司","3991552.00","14813830.00","18805382.00","3817739.00","8670263.00","12488002.00","3500000.00","0.00","2697773.00","119607.00","0.00","--","--","--","--","6317380.00","0.00","0.00","0.00","18.05"
"114/11/30","106","1","2061","風青","826825.00","212009.00","1038834.00","383746.00","16200.00","399946.00","620751.00","926.00","19340.00","-2129.00","0.00","638888.00","--","--","--","638888.00","0.00","0.00","0.00","10.29"
"114/11/30","106","1","2063","世鎧精密","717167.00","629429.00","1346596.00","457758.00","240332.00","698090.00","450000.00","28778.00","170165.00","-437.00","--","648506.00","--","--","--","648506.00","0.00","0.00","0.00","14.41"
"114/11/30","106","1","2064","晉椿","1740048.00","1573209.00","3313257.00","1399539.00","436057.00","1835596.00","700000.00","93653.00","637885.00","-5869.00","--","1425669.00","--","--","51992.00","1477661.00","0.00","0.00","0.00","20.37"
"114/11/30","106","1","2065","世豐","527820.00","949670.00","1477490.00","303715.00","107904.00","411619.00","296932.00","159354.00","356972.00","252613.00","0.00","--","--","--","--","1065871.00","0.00","0.00","0.00","35.90"
"114/11/30","106","1","2066","世德","1326318.00","451392.00","1777710.00","683396.00","9743.00","693139.00","365029.00","38699.00","680843.00","--","--","--","--","--","--","1084571.00","--","0.00","0.00","29.71"
"114/11/30","106","1","2067","嘉鋼","610158.00","737015.00","1347173.00","682156.00","255553.00","937709.00","368662.00","90883.00","-66167.00","-12713.00","--","380665.00","--","--","28799.00","409464.00","--","0.00","0.00","10.33"
"114/11/30","106","1","2221","大甲","768300.00","461954.00","1230254.00","295102.00","239027.00","534129.00","424250.00","54615.00","202740.00","-4003.00","-3932.00","673670.00","0.00","--","22455.00","696125.00","0.00","0.00","250000.00","15.97"
"114/11/30","106","1","2230","泰茂","665506.00","347606.00","1013112.00","241669.00","253404.00","495073.00","396173.00","55733.00","39860.00","-18003.00","--","473763.00","--","--","44276.00","518039.00","--","0.00","0.00","11.96"
"114/11/30","106","1","2235","謚源","435467.00","1038400.00","1473867.00","434114.00","10186.00","444300.00","318780.00","203150.00","507637.00","0.00","--","--","--","--","--","1029567.00","--","0.00","0.00","32.30"
"114/11/30","106","1","2596","綠意","2642868.00","144812.00","2787680.00","602342.00","--","602342.00","893826.00","145835.00","772922.00","0.00","--","1812583.00","--","--","372755.00","2185338.00","0.00","0.00","0.00","20.28"
"114/11/30","106","1","2640","大車隊","904111.00","1514189.00","2418300.00","826332.00","335641.00","1161973.00","464356.00","451275.00","339448.00","-272.00","--","1254807.00","--","--","1520.00","1256327.00","0.00","0.00","0.00","27.02"
"114/11/30","106","1","2641","正德","202550.00","4340934.00","4543484.00","826133.00","1836023.00","2662156.00","1850115.00","14085.00","79506.00","-62378.00","--","1881328.00","--","--","--","1881328.00","0.00","0.00","0.00","10.17"
"114/11/30","106","1","2643","捷迅","830224.00","159079.00","989303.00","281393.00","82318.00","363711.00","262300.00","72277.00","298385.00","-7370.00","--","625592.00","--","--","--","625592.00","--","0.00","0.00","23.85"
"114/11/30","106","1","2718","全心投控","190584.00","576651.00","767235.00","44647.00","132489.00","177136.00","225760.00","82463.00","285517.00","-3641.00","--","--","--","--","--","590099.00","0.00","0.00","0.00","26.14"
"114/11/30","106","1","2719","燦星旅","690572.00","130529.00","821101.00","432058.00","802.00","432860.00","362920.00","108083.00","-77938.00","-773.00","-4051.00","388241.00","--","--","--","388241.00","0.00","0.00","228000.00","10.77"
"114/11/30","106","1","2724","藝舍-KY","315392.00","1118912.00","1434304.00","684762.00","502250.00","1187012.00","681723.00","198523.00","-638385.00","5431.00","0.00","247292.00","--","--","--","247292.00","--","0.00","0.00","3.63"
"114/11/30","106","1","2726","雅茗-KY","862123.00","422896.00","1285019.00","509852.00","209183.00","719035.00","304259.00","111444.00","205916.00","-65087.00","--","556532.00","--","--","9452.00","565984.00","--","0.00","0.00","18.29"
"114/11/30","106","1","2729","瓦城","951617.00","1476818.00","2428435.00","419639.00","34173.00","453812.00","232660.00","1210890.00","535493.00","-17338.00","--","1961705.00","--","--","12918.00","1974623.00","0.00","0.00","0.00","84.32"
"114/11/30","106","1","2732","六角","839243.00","812499.00","1651742.00","304357.00","340069.00","644426.00","334443.00","500754.00","233693.00","-22328.00","-93845.00","952717.00","--","--","54599.00","1007316.00","--","0.00","988000.00","29.35"
"114/11/30","106","1","2734","易飛網","723035.00","270442.00","993477.00","490013.00","1215.00","491228.00","302598.00","216887.00","-28975.00","-776.00","--","489734.00","--","--","12515.00","502249.00","--","0.00","0.00","16.18"
"114/11/30","106","1","2736","富野","430048.00","1712125.00","2142173.00","289994.00","501593.00","791587.00","489923.00","464530.00","396133.00","--","--","1350586.00","0.00","--","--","1350586.00","--","0.00","0.00","27.57"
"114/11/30","106","1","2740","天蔥","133762.00","246656.00","380418.00","92239.00","84625.00","176864.00","159782.00","89126.00","-55440.00","-1088.00","--","192380.00","--","--","11174.00","203554.00","0.00","0.00","0.00","12.04"
"114/11/30","106","1","2916","滿心","834645.00","339499.00","1174144.00","193686.00","96416.00","290102.00","546269.00","127250.00","221082.00","-10559.00","--","--","--","--","--","884042.00","0.00","0.00","0.00","16.18"
"114/11/30","106","1","2924","宏太-KY","947809.00","247038.00","1194847.00","467596.00","11027.00","478623.00","340051.00","337137.00","94274.00","-55238.00","0.00","716224.00","--","--","--","716224.00","--","0.00","0.00","21.06"
"114/11/30","106","1","2926","誠品生活","2424213.00","1892903.00","4317116.00","1871502.00","692230.00","2563732.00","473897.00","616351.00","697079.00","-33943.00","--","1753384.00","--","--","--","1753384.00","0.00","0.00","0.00","37.00"
"114/11/30","106","1","2937","集雅社","558551.00","180968.00","739519.00","292086.00","14458.00","306544.00","300000.00","1500.00","131475.00","--","--","432975.00","--","--","--","432975.00","0.00","0.00","0.00","14.43"
"114/11/30","106","1","3064","泰偉","310188.00","583258.00","893446.00","374489.00","191720.00","566209.00","721051.00","110002.00","-541475.00","27348.00","0.00","316926.00","--","--","10311.00","327237.00","0.00","0.00","0.00","4.40"
"114/11/30","106","1","3066","李洲","412547.00","873441.00","1285988.00","482998.00","155866.00","638864.00","830706.00","18625.00","-547333.00","173802.00","--","475800.00","--","--","171324.00","647124.00","--","0.00","0.00","5.73"
"114/11/30","106","1","3067","全域","184920.00","106723.00","291643.00","62739.00","10427.00","73166.00","290252.00","1360.00","-59815.00","-13320.00","0.00","218477.00","--","--","0.00","218477.00","0.00","0.00","0.00","7.53"
"114/11/30","106","1","3071","協禧","1857471.00","561989.00","2419460.00","939249.00","12764.00","952013.00","1460679.00","33039.00","64196.00","-90467.00","--","1467447.00","--","--","0.00","1467447.00","0.00","0.00","0.00","10.05"
"114/11/30","106","1","3073","天方能源","238369.00","280984.00","519353.00","66195.00","152999.00","219194.00","464637.00","8566.00","-164569.00","-11856.00","--","296778.00","--","--","3381.00","300159.00","--","0.00","0.00","6.39"
"114/11/30","106","1","3078","僑威","4659130.00","1447579.00","6106709.00","1794824.00","150540.00","1945364.00","2273911.00","214286.00","1748037.00","-74889.00","--","4161345.00","--","--","--","4161345.00","0.00","0.00","0.00","18.30"
"114/11/30","106","1","3081","聯亞","3110321.00","1057243.00","4167564.00","330647.00","4749.00","335396.00","906077.00","1654908.00","1356031.00","-84848.00","0.00","--","--","--","--","3832168.00","--","0.00","0.00","42.29"
"114/11/30","106","1","3083","網龍","1043304.00","181098.00","1224402.00","134306.00","4548.00","138854.00","857044.00","324400.00","-79199.00","-21666.00","0.00","1080579.00","--","--","4969.00","1085548.00","0.00","0.00","0.00","12.61"
"114/11/30","106","1","3085","新零售","260069.00","492367.00","752436.00","142226.00","1490.00","143716.00","1020817.00","99432.00","-550953.00","1499.00","--","570795.00","--","--","37925.00","608720.00","--","0.00","0.00","5.59"
"114/11/30","106","1","3086","華義","284714.00","178765.00","463479.00","363454.00","4639.00","368093.00","311661.00","28353.00","-236819.00","-8086.00","--","95109.00","--","--","277.00","95386.00","--","0.00","0.00","3.05"
"114/11/30","106","1","3088","艾訊","2481748.00","667438.00","3149186.00","745378.00","619015.00","1364393.00","790310.00","187862.00","785003.00","-18431.00","--","1744744.00","--","--","40049.00","1784793.00","0.00","0.00","0.00","22.08"
"114/11/30","106","1","3093","港建*","828611.00","347098.00","1175709.00","225844.00","30157.00","256001.00","362888.00","49699.00","427530.00","-11803.00","--","828314.00","--","--","91394.00","919708.00","--","0.00","0.00","22.83"
"114/11/30","106","1","3095","及成","565408.00","640015.00","1205423.00","508792.00","482642.00","991434.00","1092763.00","0.00","-910181.00","-94595.00","--","87987.00","--","--","126002.00","213989.00","0.00","0.00","0.00","0.81"
"114/11/30","106","1","3105","穩懋","9048636.00","19022823.00","28071459.00","3973413.00","5036941.00","9010354.00","4026664.00","3712896.00","9525133.00","1024313.00","0.00","18289006.00","--","--","772099.00","19061105.00","0.00","0.00","0.00","45.42"
"114/11/30","106","1","3114","好德","1182546.00","279129.00","1461675.00","678844.00","4151.00","682995.00","500137.00","52062.00","206014.00","20467.00","--","778680.00","--","--","--","778680.00","--","0.00","0.00","15.57"
"114/11/30","106","1","3115","富榮綱","520920.00","121006.00","641926.00","243031.00","40.00","243071.00","436976.00","0.00","-35229.00","-2892.00","--","398855.00","--","--","0.00","398855.00","--","0.00","0.00","9.13"
"114/11/30","106","1","3118","進階","539180.00","174061.00","713241.00","174846.00","5433.00","180279.00","324529.00","55945.00","152488.00","--","--","--","--","--","--","532962.00","0.00","0.00","0.00","16.42"
"114/11/30","106","1","3122","笙泉","424782.00","200119.00","624901.00","95983.00","7703.00","103686.00","392999.00","46702.00","91578.00","-905.00","-9159.00","521215.00","--","--","--","521215.00","--","0.00","586000.00","13.46"
"114/11/30","106","1","3128","昇銳","513274.00","409046.00","922320.00","282763.00","55974.00","338737.00","420000.00","117415.00","30809.00","-881.00","--","567343.00","--","--","16240.00","583583.00","--","0.00","0.00","13.51"
"114/11/30","106","1","3131","弘塑","2470237.00","1751646.00","4221883.00","1467655.00","531805.00","1999460.00","246838.00","601772.00","988962.00","384851.00","0.00","2222423.00","--","--","0.00","2222423.00","0.00","0.00","0.00","90.04"
"114/11/30","106","1","3141","晶宏","915867.00","231119.00","1146986.00","189678.00","0.00","189678.00","632633.00","53418.00","281536.00","-10279.00","0.00","957308.00","--","--","--","957308.00","--","75333.00","0.00","15.14"
"114/11/30","106","1","3152","璟德","3013211.00","903446.00","3916657.00","503617.00","6094.00","509711.00","690162.00","573532.00","2143252.00","0.00","0.00","--","0.00","0.00","--","3406946.00","0.00","0.00","0.00","49.36"
"114/11/30","106","1","3162","精確","314487.00","431578.00","746065.00","415674.00","42739.00","458413.00","565313.00","935.00","-261763.00","-16833.00","--","287652.00","--","--","--","287652.00","--","0.00","0.00","5.09"
"114/11/30","106","1","3163","波若威","1816257.00","752930.00","2569187.00","799509.00","102355.00","901864.00","744265.00","275737.00","766551.00","-119230.00","--","1667323.00","--","--","--","1667323.00","0.00","0.00","0.00","22.40"
"114/11/30","106","1","3169","亞信","656099.00","219245.00","875344.00","90027.00","542.00","90569.00","530906.00","60012.00","203397.00","-9540.00","0.00","784775.00","--","--","0.00","784775.00","0.00","0.00","0.00","14.93"
"114/11/30","106","1","3171","炎洲流通","922240.00","739412.00","1661652.00","661710.00","311626.00","973336.00","592035.00","68103.00","35750.00","-7572.00","--","688316.00","--","--","--","688316.00","0.00","0.00","0.00","11.63"
"114/11/30","106","1","3176","基亞","1191599.00","3444596.00","4636195.00","537117.00","718095.00","1255212.00","1386856.00","1939593.00","-1221645.00","-11338.00","--","2093466.00","--","--","1287517.00","3380983.00","0.00","0.00","0.00","15.10"
"114/11/30","106","1","3188","鑫龍騰","1302365.00","25628.00","1327993.00","504955.00","0.00","504955.00","1062951.00","1575.00","-241488.00","0.00","--","823038.00","--","--","--","823038.00","0.00","0.00","0.00","7.74"
"114/11/30","106","1","3191","雲嘉南","334350.00","99018.00","433368.00","151328.00","54.00","151382.00","567150.00","104810.00","-371965.00","-18009.00","0.00","281986.00","--","--","0.00","281986.00","--","1400000.00","0.00","5.03"
"114/11/30","106","1","3205","佰研","1178442.00","157482.00","1335924.00","145553.00","1925.00","147478.00","327726.00","403466.00","464246.00","-6992.00","0.00","1188446.00","--","--","0.00","1188446.00","--","0.00","0.00","36.26"
"114/11/30","106","1","3206","志豐","1017740.00","346826.00","1364566.00","582482.00","66130.00","648612.00","449245.00","88027.00","211133.00","-32451.00","0.00","715954.00","--","--","0.00","715954.00","0.00","0.00","0.00","15.94"
"114/11/30","106","1","3207","耀勝","452583.00","179011.00","631594.00","315111.00","35622.00","350733.00","382593.00","72841.00","-152312.00","-21846.00","0.00","281276.00","0.00","--","-415.00","280861.00","0.00","0.00","0.00","7.35"
"114/11/30","106","1","3211","順達","10077785.00","4711021.00","14788806.00","5417851.00","2664497.00","8082348.00","1519685.00","2057287.00","3636203.00","-291693.00","-215024.00","6706458.00","--","--","0.00","6706458.00","0.00","0.00","4488000.00","45.47"
"114/11/30","106","1","3213","茂訊","1554899.00","364820.00","1919719.00","399488.00","99774.00","499262.00","586855.00","72650.00","775063.00","-28437.00","--","1406131.00","--","--","14326.00","1420457.00","--","0.00","0.00","23.96"
"114/11/30","106","1","3217","優群","980966.00","950504.00","1931470.00","372418.00","16018.00","388436.00","821042.00","149030.00","374874.00","196256.00","--","1541202.00","--","--","1832.00","1543034.00","0.00","0.00","0.00","18.77"
"114/11/30","106","1","3218","大學光","905019.00","802534.00","1707553.00","449029.00","95125.00","544154.00","661230.00","360402.00","152969.00","-11202.00","0.00","1163399.00","0.00","--","0.00","1163399.00","0.00","0.00","0.00","17.59"
"114/11/30","106","1","3219","倚強科","154681.00","9936.00","164617.00","36891.00","0.00","36891.00","233004.00","8383.00","-112371.00","-1290.00","--","127726.00","--","--","--","127726.00","0.00","0.00","0.00","5.48"
"114/11/30","106","1","3221","台嘉碩","1308027.00","1039391.00","2347418.00","555928.00","73222.00","629150.00","964208.00","584997.00","259543.00","-90510.00","--","1718238.00","--","--","30.00","1718268.00","--","0.00","0.00","17.82"
"114/11/30","106","1","3224","三顧","645865.00","122574.00","768439.00","178256.00","2002.00","180258.00","439491.00","232802.00","-67691.00","-16421.00","--","588181.00","--","--","--","588181.00","0.00","3949116.00","0.00","13.38"
"114/11/30","106","1","3226","龍鋒","1021158.00","178380.00","1199538.00","269195.00","745.00","269940.00","644306.00","14705.00","270587.00","0.00","--","929598.00","--","--","--","929598.00","--","0.00","0.00","14.43"
"114/11/30","106","1","3227","原相","4386651.00","2010124.00","6396775.00","901617.00","228346.00","1129963.00","1330667.00","1673119.00","2960707.00","-490770.00","-235341.00","5238382.00","--","--","28430.00","5266812.00","0.00","0.00","3339000.00","40.38"
"114/11/30","106","1","3228","金麗科","324798.00","228992.00","553790.00","79001.00","33271.00","112272.00","677927.00","47922.00","-283909.00","-422.00","--","--","--","--","--","441518.00","0.00","0.00","0.00","6.51"
"114/11/30","106","1","3230","錦明","726330.00","958012.00","1684342.00","367720.00","162863.00","530583.00","1077465.00","238653.00","-71106.00","-91253.00","0.00","1153759.00","0.00","--","0.00","1153759.00","0.00","0.00","0.00","10.71"
"114/11/30","106","1","3232","昱捷","483143.00","49458.00","532601.00","194326.00","7778.00","202104.00","315679.00","5075.00","-4961.00","-6165.00","--","309628.00","--","--","20869.00","330497.00","0.00","0.00","0.00","9.81"
"114/11/30","106","1","3234","光環","2048078.00","1790130.00","3838208.00","1673387.00","199051.00","1872438.00","725631.00","402811.00","744908.00","-31254.00","-16109.00","1825987.00","--","--","139783.00","1965770.00","0.00","0.00","381000.00","25.30"
"114/11/30","106","1","3236","千如","1159714.00","442041.00","1601755.00","587595.00","135829.00","723424.00","630965.00","94663.00","274421.00","-121718.00","0.00","878331.00","0.00","--","0.00","878331.00","0.00","0.00","0.00","13.92"
"114/11/30","106","1","3252","海灣","1209405.00","2865328.00","4074733.00","1394428.00","1166680.00","2561108.00","280931.00","138176.00","1112364.00","0.00","--","1531471.00","--","--","-17846.00","1513625.00","0.00","0.00","0.00","54.51"
"114/11/30","106","1","3259","鑫創","442364.00","256999.00","699363.00","57846.00","197.00","58043.00","808596.00","276160.00","-443436.00","0.00","--","641320.00","--","--","--","641320.00","--","0.00","0.00","7.93"
"114/11/30","106","1","3260","威剛","13576494.00","11470778.00","25047272.00","11608181.00","3839096.00","15447277.00","2299734.00","3686816.00","4015941.00","-133671.00","-525122.00","9343698.00","--","--","256297.00","9599995.00","0.00","0.00","12348000.00","42.93"
"114/11/30","106","1","3264","欣銓","5406883.00","9953424.00","15360307.00","2984376.00","1691390.00","4675766.00","4855663.00","1106692.00","4110276.00","2826.00","-126772.00","9948685.00","--","--","735856.00","10684541.00","0.00","0.00","16250750.00","21.20"
"114/11/30","106","1","3265","台星科","4109613.00","2738873.00","6848486.00","1257734.00","1607203.00","2864937.00","1362617.00","366243.00","2281614.00","-26925.00","--","3983549.00","0.00","--","--","3983549.00","0.00","0.00","0.00","29.23"
"114/11/30","106","1","3268","海德威","569108.00","405782.00","974890.00","280721.00","190965.00","471686.00","334263.00","29064.00","93056.00","25639.00","--","482022.00","--","--","21182.00","503204.00","--","0.00","0.00","14.42"
"114/11/30","106","1","3272","東碩","2549359.00","310267.00","2859626.00","1197804.00","199972.00","1397776.00","522649.00","536045.00","471777.00","-57864.00","-10757.00","1461850.00","--","--","--","1461850.00","--","0.00","250000.00","28.10"
"114/11/30","106","1","3276","宇環","1022788.00","888886.00","1911674.00","1004804.00","66646.00","1071450.00","697127.00","28787.00","67046.00","-27700.00","--","765260.00","0.00","--","74964.00","840224.00","0.00","0.00","0.00","10.98"
"114/11/30","106","1","3284","太普高","722657.00","354164.00","1076821.00","121965.00","50740.00","172705.00","559618.00","107135.00","237363.00","0.00","0.00","904116.00","--","--","0.00","904116.00","0.00","0.00","0.00","16.16"
"114/11/30","106","1","3285","微端","816802.00","107742.00","924544.00","283596.00","16541.00","300137.00","441093.00","40554.00","150099.00","-18463.00","0.00","613283.00","--","--","11124.00","624407.00","0.00","0.00","0.00","13.90"
"114/11/30","106","1","3287","廣寰科","386349.00","125598.00","511947.00","77722.00","2789.00","80511.00","439705.00","11688.00","-54219.00","302.00","--","397476.00","--","--","33960.00","431436.00","--","0.00","0.00","9.04"
"114/11/30","106","1","3288","點晶","433141.00","24934.00","458075.00","364038.00","0.00","364038.00","484752.00","8028.00","-407698.00","9902.00","--","94984.00","--","--","-947.00","94037.00","--","0.00","0.00","1.96"
"114/11/30","106","1","3289","宜特","1462247.00","4438119.00","5900366.00","1351712.00","1451655.00","2803367.00","624929.00","1651512.00","745582.00","-93058.00","--","2928965.00","--","--","168034.00","3096999.00","0.00","0.00","0.00","46.87"
"114/11/30","106","1","3290","東浦","1852013.00","907005.00","2759018.00","1080903.00","238697.00","1319600.00","995489.00","236958.00","278125.00","-101925.00","--","1408647.00","--","--","30771.00","1439418.00","--","0.00","0.00","14.15"
"114/11/30","106","1","3293","鈊象","3001094.00","1518865.00","4519959.00","860031.00","93797.00","953828.00","699794.00","261014.00","2596814.00","1890.00","--","3559512.00","--","--","6619.00","3566131.00","--","0.00","0.00","50.87"
"114/11/30","106","1","3294","英濟","2899248.00","1256491.00","4155739.00","1655462.00","227755.00","1883217.00","1302494.00","825623.00","112925.00","-778.00","--","2240264.00","--","--","32258.00","2272522.00","0.00","0.00","0.00","17.20"
"114/11/30","106","1","3297","杭特","435321.00","478532.00","913853.00","91000.00","12148.00","103148.00","372429.00","150054.00","290856.00","-2634.00","0.00","810705.00","--","--","0.00","810705.00","0.00","544000.00","0.00","21.92"
"114/11/30","106","1","3303","岱稜","1547735.00","1311852.00","2859587.00","805806.00","324314.00","1130120.00","973616.00","528985.00","314666.00","-37822.00","-58132.00","1721313.00","--","--","8154.00","1729467.00","--","0.00","3059000.00","18.25"
"114/11/30","106","1","3306","鼎天","943502.00","640349.00","1583851.00","176997.00","2589.00","179586.00","506077.00","557341.00","172958.00","167889.00","0.00","1404265.00","--","--","--","1404265.00","--","0.00","0.00","27.75"
"114/11/30","106","1","3310","佳穎","4340121.00","486518.00","4826639.00","2959214.00","428977.00","3388191.00","837688.00","273037.00","354611.00","-26047.00","-841.00","1438448.00","--","--","0.00","1438448.00","0.00","0.00","60000.00","17.18"
"114/11/30","106","1","3313","斐成","942739.00","129181.00","1071920.00","188870.00","475.00","189345.00","837708.00","624012.00","-592183.00","-2928.00","--","866609.00","--","--","15966.00","882575.00","0.00","0.00","0.00","10.35"
"114/11/30","106","1","3317","尼克森","1760264.00","415169.00","2175433.00","624890.00","10756.00","635646.00","612515.00","630512.00","298923.00","-2163.00","--","1539787.00","--","--","--","1539787.00","0.00","0.00","0.00","25.14"
"114/11/30","106","1","3322","建舜電","1566185.00","488047.00","2054232.00","767471.00","344558.00","1112029.00","864156.00","38191.00","-136880.00","-24663.00","--","740804.00","--","--","201399.00","942203.00","0.00","0.00","0.00","8.57"
"114/11/30","106","1","3323","加百裕","3503913.00","497580.00","4001493.00","1723588.00","2290.00","1725878.00","867999.00","688829.00","678898.00","39889.00","0.00","2275615.00","--","--","--","2275615.00","--","0.00","0.00","26.22"
"114/11/30","106","1","3324","雙鴻","2965854.00","1277124.00","4242978.00","1828506.00","142063.00","1970569.00","799635.00","576818.00","902399.00","-29144.00","--","2249708.00","--","--","22701.00","2272409.00","0.00","87470.00","0.00","28.23"
"114/11/30","106","1","3325","旭品","1086367.00","403771.00","1490138.00","565312.00","1582.00","566894.00","771346.00","144893.00","130924.00","-69726.00","-54193.00","923244.00","--","--","0.00","923244.00","0.00","0.00","2500000.00","12.37"
