出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/11/30","106","3","1308","亞聚","4881822.00","9695327.00","14577149.00","2208211.00","2761977.00","4970188.00","5181147.00","14369.00","4175085.00","236360.00","0.00","9606961.00","0.00","--","--","9606961.00","0.00","0.00","0.00","18.54"
"114/11/30","106","3","1309","台達化","5003616.00","3484034.00","8487650.00","3069038.00","1778273.00","4847311.00","3276518.00","469.00","276755.00","86597.00","--","3640339.00","--","--","--","3640339.00","0.00","0.00","0.00","11.11"
"114/11/30","106","3","1310","台苯","3433685.00","6906344.00","10340029.00","1868537.00","1042937.00","2911474.00","5278698.00","70525.00","1734679.00","21008.00","--","7104910.00","--","--","323645.00","7428555.00","--","0.00","0.00","13.46"
"114/11/30","106","3","1312","國喬","8361658.00","17698805.00","26060463.00","2578813.00","1323338.00","3902151.00","9266203.00","139642.00","9458526.00","766956.00","-144592.00","19486735.00","--","--","2671577.00","22158312.00","0.00","0.00","5874473.00","21.16"
"114/11/30","106","3","1313","聯成","19011428.00","23354453.00","42365881.00","14014586.00","8246590.00","22261176.00","11995571.00","1111644.00","5524420.00","1840622.00","-367552.00","20104705.00","--","--","--","20104705.00","0.00","0.00","38417000.00","17.31"
"114/11/30","106","3","1314","中石化","18764266.00","61528214.00","80292480.00","6526302.00","15198149.00","21724451.00","25246672.00","516458.00","34068238.00","-1505410.00","--","58325958.00","--","--","242071.00","58568029.00","--","0.00","0.00","23.10"
"114/11/30","106","3","1315","達新","4507878.00","5087553.00","9595431.00","1280516.00","971655.00","2252171.00","1980000.00","86199.00","3725554.00","1645668.00","-118879.00","7318542.00","0.00","--","24718.00","7343260.00","0.00","0.00","7137000.00","38.34"
"114/11/30","106","3","1316","上曜","4265658.00","777069.00","5042727.00","2881689.00","62493.00","2944182.00","1182261.00","120323.00","-164692.00","100136.00","-33421.00","1204607.00","--","--","893938.00","2098545.00","0.00","149500.00","11286800.00","11.33"
"114/11/30","106","3","1319","東陽","9946650.00","27241192.00","37187842.00","8303243.00","8457412.00","16760655.00","5914771.00","4149257.00","9706055.00","-283293.00","--","19486790.00","--","--","940397.00","20427187.00","--","0.00","0.00","32.95"
"114/11/30","106","3","1321","大洋","1554395.00","9376906.00","10931301.00","1033719.00","5047183.00","6080902.00","2272283.00","7792.00","2645292.00","-38779.00","-36189.00","4850399.00","--","--","--","4850399.00","0.00","0.00","6542716.00","21.98"
"114/11/30","106","3","1323","永裕","2267543.00","1520520.00","3788063.00","541807.00","1227708.00","1769515.00","912745.00","57128.00","848384.00","-65078.00","-2813.00","1750366.00","--","--","268182.00","2018548.00","0.00","0.00","1200017.00","19.43"
"114/11/30","106","3","1324","地球","978461.00","398574.00","1377035.00","295927.00","54431.00","350358.00","751219.00","0.00","285171.00","-9713.00","0.00","1026677.00","--","--","0.00","1026677.00","0.00","0.00","0.00","13.67"
"114/11/30","106","3","1325","恆大","1009671.00","869059.00","1878730.00","59858.00","64874.00","124732.00","852812.00","3239.00","839830.00","-14931.00","--","1680950.00","--","--","73048.00","1753998.00","0.00","0.00","0.00","19.71"
"114/11/30","106","3","1326","台化","245259171.00","309622645.00","554881816.00","79101856.00","74806922.00","153908778.00","58611863.00","8668152.00","166573044.00","110020893.00","-595688.00","343278264.00","--","--","57694774.00","400973038.00","0.00","0.00","26056610.00","58.83"
"114/11/30","106","3","1337","再生-KY","4392313.00","6512931.00","10905244.00","944793.00","64736.00","1009529.00","2677761.00","2960471.00","4551906.00","-294423.00","--","9895715.00","--","--","--","9895715.00","--","0.00","0.00","36.96"
"114/11/30","106","3","1338","廣華-KY","5752572.00","3824805.00","9577377.00","2827529.00","98776.00","2926305.00","838400.00","2787090.00","2985734.00","-274759.00","--","6336465.00","--","--","314607.00","6651072.00","0.00","0.00","0.00","75.58"
"114/11/30","106","3","1339","昭輝","2486266.00","4141971.00","6628237.00","1932861.00","1404293.00","3337154.00","741389.00","1184160.00","1208990.00","-38141.00","--","3096398.00","--","--","194685.00","3291083.00","--","0.00","0.00","41.76"
"114/11/30","106","3","1340","勝悅-KY","5748644.00","1151497.00","6900141.00","539738.00","9788.00","549526.00","1263825.00","2540814.00","2884373.00","-338397.00","--","6350615.00","--","--","--","6350615.00","--","0.00","0.00","50.25"
"114/11/30","106","3","1402","遠東新","96674860.00","409265444.00","505940304.00","100594675.00","153996633.00","254591308.00","53528751.00","2859430.00","139516502.00","-3871941.00","-25063.00","192007679.00","--","--","59341317.00","251348996.00","--","0.00","779000.00","35.88"
"114/11/30","106","3","1410","南染","711026.00","777162.00","1488188.00","78406.00","178396.00","256802.00","720000.00","21784.00","451422.00","-13922.00","--","1179284.00","--","--","52102.00","1231386.00","0.00","0.00","0.00","16.38"
"114/11/30","106","3","1413","宏洲","832467.00","1449313.00","2281780.00","574641.00","866504.00","1441145.00","1321124.00","0.00","-480489.00","0.00","--","--","--","--","--","840635.00","--","0.00","0.00","6.36"
"114/11/30","106","3","1414","東和","833669.00","3606142.00","4439811.00","598506.00","706192.00","1304698.00","2200000.00","0.00","1028303.00","-93190.00","0.00","--","--","--","--","3135113.00","--","0.00","0.00","14.25"
"114/11/30","106","3","1416","廣豐","2347831.00","6796486.00","9144317.00","1864725.00","3066193.00","4930918.00","1853422.00","126934.00","2085503.00","130616.00","--","4196475.00","--","--","16924.00","4213399.00","0.00","0.00","0.00","22.64"
"114/11/30","106","3","1417","嘉裕","2534239.00","2193952.00","4728191.00","917285.00","126431.00","1043716.00","3798837.00","--","-574414.00","460052.00","--","3684475.00","--","--","--","3684475.00","--","0.00","0.00","9.70"
"114/11/30","106","3","1418","東華","445131.00","1285796.00","1730927.00","1329003.00","325965.00","1654968.00","468343.00","8005.00","-244351.00","-75540.00","-80969.00","75488.00","--","--","471.00","75959.00","0.00","0.00","2543000.00","1.70"
"114/11/30","106","3","1419","新紡","2244640.00","10151183.00","12395823.00","3650194.00","852840.00","4503034.00","3000413.00","2646.00","1894795.00","2957134.00","-13174.00","7841814.00","0.00","--","50975.00","7892789.00","0.00","0.00","803829.00","26.21"
"114/11/30","106","3","1423","利華","1484011.00","1345724.00","2829735.00","28308.00","199750.00","228058.00","1730000.00","122705.00","439847.00","309125.00","0.00","--","--","--","--","2601677.00","--","0.00","0.00","15.04"
"114/11/30","106","3","1432","大魯閣","6494507.00","1011149.00","7505656.00","4993864.00","312794.00","5306658.00","1714376.00","692570.00","-491484.00","-1877.00","-70174.00","1843411.00","--","--","355587.00","2198998.00","0.00","0.00","3500000.00","10.98"
"114/11/30","106","3","1434","福懋","23604240.00","67287202.00","90891442.00","8901502.00","12313167.00","21214669.00","16846646.00","269349.00","14651662.00","34255809.00","-19935.00","66003531.00","--","--","3673242.00","69676773.00","0.00","0.00","2293228.00","39.23"
"114/11/30","106","3","1435","中福","371396.00","744924.00","1116320.00","5864.00","167411.00","173275.00","1397801.00","1302.00","-296767.00","0.00","-159275.00","943061.00","--","--","-16.00","943045.00","--","0.00","14424000.00","7.52"
"114/11/30","106","3","1436","華友聯","6814290.00","703321.00","7517611.00","3537923.00","1622945.00","5160868.00","759000.00","245201.00","1347804.00","4738.00","--","2356743.00","--","--","--","2356743.00","0.00","0.00","0.00","31.05"
"114/11/30","106","3","1437","勤益控","1469463.00","7989697.00","9459160.00","728972.00","3537339.00","4266311.00","1969899.00","303530.00","2840403.00","116902.00","-64697.00","5166037.00","--","--","26812.00","5192849.00","0.00","0.00","3213000.00","26.66"
"114/11/30","106","3","1438","三地開發","574778.00","33556.00","608334.00","1745.00","68800.00","70545.00","1024115.00","81330.00","-567656.00","0.00","0.00","--","--","--","--","537789.00","--","0.00","0.00","5.25"
"114/11/30","106","3","1439","雋揚","1333513.00","741276.00","2074789.00","12365.00","149913.00","162278.00","920000.00","8686.00","983825.00","0.00","0.00","--","--","--","--","1912511.00","0.00","0.00","0.00","20.79"
"114/11/30","106","3","1440","南紡","8670713.00","31981027.00","40651740.00","8524717.00","7181439.00","15706156.00","16568159.00","64650.00","7837394.00","323950.00","--","24794153.00","--","--","151431.00","24945584.00","0.00","0.00","0.00","14.96"
"114/11/30","106","3","1441","大東","834080.00","2277392.00","3111472.00","1166367.00","1533916.00","2700283.00","681124.00","0.00","-245867.00","-24068.00","--","411189.00","--","--","--","411189.00","0.00","0.00","0.00","6.04"
"114/11/30","106","3","1442","名軒","9880448.00","815663.00","10696111.00","1350783.00","3835262.00","5186045.00","2987967.00","924213.00","1593379.00","4507.00","--","5510066.00","--","--","--","5510066.00","--","0.00","0.00","18.52"
"114/11/30","106","3","1443","立益物流","1252752.00","3177693.00","4430445.00","2859923.00","917006.00","3776929.00","1353430.00","701.00","-405660.00","9673.00","-9056.00","949088.00","--","--","-295572.00","653516.00","0.00","0.00","460610.00","7.04"
"114/11/30","106","3","1444","力麗","8523613.00","12367892.00","20891505.00","7897949.00","992592.00","8890541.00","9573029.00","72726.00","1067582.00","187005.00","-28470.00","10871872.00","--","--","1129092.00","12000964.00","--","0.00","10774028.00","11.49"
"114/11/30","106","3","1445","大宇","1033579.00","1150206.00","2183785.00","158918.00","151866.00","310784.00","1386670.00","172064.00","284155.00","30112.00","0.00","1873001.00","--","--","0.00","1873001.00","0.00","0.00","0.00","13.51"
"114/11/30","106","3","1446","宏和","3300075.00","555280.00","3855355.00","525580.00","1625911.00","2151491.00","1377095.00","240592.00","142320.00","-56143.00","0.00","1703864.00","--","--","0.00","1703864.00","0.00","0.00","0.00","12.37"
"114/11/30","106","3","1447","力鵬","12728354.00","10902143.00","23630497.00","10147288.00","3004190.00","13151478.00","9144872.00","118138.00","1072136.00","-248024.00","-357738.00","9729384.00","--","--","749635.00","10479019.00","--","0.00","82948106.00","11.70"
"114/11/30","106","3","1449","佳和","2138281.00","3208379.00","5346660.00","3267110.00","1195264.00","4462374.00","1200000.00","35165.00","-977493.00","396797.00","-14290.00","640179.00","--","--","244107.00","884286.00","--","0.00","317686.00","5.35"
"114/11/30","106","3","1451","年興","8732206.00","3842986.00","12575192.00","4377419.00","999456.00","5376875.00","1980000.00","419715.00","5155771.00","-357650.00","--","7197836.00","--","--","481.00","7198317.00","--","0.00","0.00","36.35"
"114/11/30","106","3","1452","宏益","1716467.00","894081.00","2610548.00","141804.00","50784.00","192588.00","1326414.00","151649.00","931686.00","8211.00","--","2417960.00","--","--","--","2417960.00","0.00","0.00","0.00","18.23"
"114/11/30","106","3","1453","大將","754621.00","421494.00","1176115.00","120578.00","54910.00","175488.00","896747.00","2762.00","75397.00","12986.00","--","987892.00","--","--","12735.00","1000627.00","--","0.00","0.00","11.02"
"114/11/30","106","3","1454","台富","1273600.00","932609.00","2206209.00","517550.00","80313.00","597863.00","1403098.00","73265.00","118854.00","90146.00","-77032.00","1608331.00","--","--","15.00","1608346.00","--","0.00","7714013.00","12.13"
"114/11/30","106","3","1455","集盛","5186140.00","6331044.00","11517184.00","3643197.00","297020.00","3940217.00","6117634.00","360356.00","1099000.00","-23.00","--","7576967.00","--","--","--","7576967.00","--","0.00","0.00","12.39"
"114/11/30","106","3","1456","怡華","2561472.00","1984830.00","4546302.00","1644627.00","1787217.00","3431844.00","937200.00","18377.00","128674.00","30207.00","--","--","--","--","--","1114458.00","0.00","0.00","0.00","11.89"
"114/11/30","106","3","1457","宜進","2952056.00","8788590.00","11740646.00","2272360.00","3125169.00","5397529.00","3016476.00","345683.00","432921.00","70526.00","-253740.00","3611866.00","--","--","2731251.00","6343117.00","0.00","0.00","66112880.00","15.33"
"114/11/30","106","3","1459","聯發","3122045.00","4017042.00","7139087.00","2159444.00","1448907.00","3608351.00","3586289.00","251179.00","401780.00","-340275.00","-513573.00","3385400.00","--","--","145336.00","3530736.00","0.00","0.00","41144531.00","10.66"
"114/11/30","106","3","1460","宏遠","5826071.00","5390321.00","11216392.00","5072182.00","1331793.00","6403975.00","4900367.00","102487.00","351111.00","-75885.00","-465679.00","4812401.00","--","--","16.00","4812417.00","--","0.00","35054848.00","10.58"
"114/11/30","106","3","1463","強盛新","1963180.00","1146085.00","3109265.00","257927.00","98548.00","356475.00","1732684.00","219059.00","721045.00","-36810.00","-108791.00","2527187.00","--","--","225603.00","2752790.00","0.00","0.00","8874795.00","15.37"
"114/11/30","106","3","1464","得力","6803313.00","6184033.00","12987346.00","5679041.00","1754544.00","7433585.00","3345657.00","1049141.00","755954.00","-251189.00","-12681.00","4886882.00","--","--","666879.00","5553761.00","--","0.00","1090005.00","14.65"
"114/11/30","106","3","1465","偉全","1744112.00","668234.00","2412346.00","286651.00","31868.00","318519.00","1036073.00","353488.00","308036.00","-37677.00","--","1659920.00","--","--","433907.00","2093827.00","--","0.00","0.00","16.02"
"114/11/30","106","3","1466","聚隆","1464212.00","2121966.00","3586178.00","1172531.00","683939.00","1856470.00","1111573.00","451883.00","170354.00","-4102.00","0.00","1729708.00","0.00","--","0.00","1729708.00","0.00","0.00","0.00","15.56"
"114/11/30","106","3","1467","南緯","4133880.00","2871728.00","7005608.00","3145841.00","1650108.00","4795949.00","2102622.00","231746.00","308717.00","-537707.00","--","2105378.00","--","--","104281.00","2209659.00","0.00","0.00","0.00","10.01"
"114/11/30","106","3","1468","昶和","1232483.00","1143547.00","2376030.00","762893.00","562062.00","1324955.00","1604053.00","26753.00","-670189.00","57268.00","--","1017885.00","--","--","33190.00","1051075.00","--","0.00","0.00","6.35"
"114/11/30","106","3","1470","大統新創","627488.00","413424.00","1040912.00","99752.00","9420.00","109172.00","857670.00","6918.00","88653.00","-21501.00","--","931740.00","--","--","--","931740.00","--","0.00","0.00","10.86"
"114/11/30","106","3","1471","首利","1025674.00","1097734.00","2123408.00","649948.00","5641.00","655589.00","2014677.00","0.00","-631457.00","76468.00","--","1459688.00","--","--","8131.00","1467819.00","0.00","0.00","0.00","7.25"
"114/11/30","106","3","1472","三洋實業","403992.00","510933.00","914925.00","528005.00","38866.00","566871.00","426727.00","0.00","-69441.00","-9141.00","-91.00","348054.00","--","--","0.00","348054.00","--","0.00","1788.00","8.16"
"114/11/30","106","3","1473","台南","4238922.00","2338660.00","6577582.00","1890041.00","690286.00","2580327.00","1471545.00","880295.00","1556858.00","-31737.00","-8814.00","3868147.00","--","--","129108.00","3997255.00","0.00","3000.00","344000.00","26.35"
"114/11/30","106","3","1474","弘裕","2409613.00","1407666.00","3817279.00","1794361.00","165284.00","1959645.00","1298970.00","5887.00","565596.00","-23327.00","--","1847126.00","--","--","10508.00","1857634.00","0.00","0.00","0.00","14.22"
"114/11/30","106","3","1475","業旺","154899.00","31098.00","185997.00","93085.00","2840.00","95925.00","160168.00","188125.00","-88824.00","3203.00","--","262672.00","--","--","-172600.00","90072.00","0.00","0.00","0.00","16.40"
"114/11/30","106","3","1476","儒鴻","11726932.00","7135441.00","18862373.00","4667045.00","187583.00","4854628.00","2743671.00","3769437.00","7587482.00","-92845.00","--","14007745.00","--","--","0.00","14007745.00","0.00","0.00","0.00","51.05"
"114/11/30","106","3","1477","聚陽","6876658.00","5400781.00","12277439.00","3750188.00","247244.00","3997432.00","2093872.00","3544777.00","2601327.00","-66144.00","--","8173832.00","--","--","106175.00","8280007.00","0.00","0.00","0.00","39.04"
"114/11/30","106","3","1503","士電","14534084.00","22556771.00","37090855.00","11408349.00","3464555.00","14872904.00","5209722.00","2593849.00","14099283.00","-152808.00","--","21750046.00","--","--","467905.00","22217951.00","--","0.00","0.00","41.75"
"114/11/30","106","3","1504","東元","44937818.00","47682513.00","92620331.00","19280618.00","15944160.00","35224778.00","20026929.00","7649136.00","21904298.00","2185369.00","-321563.00","51444169.00","--","--","5951384.00","57395553.00","0.00","0.00","22443022.00","25.98"
"114/11/30","106","3","1506","正道","1507373.00","1380566.00","2887939.00","1377238.00","181411.00","1558649.00","1222557.00","126110.00","-5460.00","-106251.00","--","1236956.00","--","--","92334.00","1329290.00","--","0.00","0.00","10.12"
"114/11/30","106","3","1512","瑞利","1424425.00","2013654.00","3438079.00","1681788.00","1014520.00","2696308.00","1818025.00","--","-952920.00","-123334.00","--","741771.00","--","--","0.00","741771.00","--","0.00","0.00","4.08"
"114/11/30","106","3","1513","中興電","9552605.00","6346672.00","15899277.00","7003963.00","1409285.00","8413248.00","4200000.00","407436.00","2658785.00","82037.00","-116880.00","7231378.00","--","--","254651.00","7486029.00","0.00","0.00","9038676.00","17.60"
"114/11/30","106","3","1514","亞力","3246051.00","1775513.00","5021564.00","2008594.00","316573.00","2325167.00","2010670.00","62480.00","617502.00","-5232.00","-41616.00","2643804.00","--","--","52593.00","2696397.00","--","0.00","2362712.00","13.31"
"114/11/30","106","3","1515","力山","3678490.00","2575929.00","6254419.00","3253179.00","603717.00","3856896.00","1814735.00","433.00","562684.00","1123.00","--","2378975.00","--","--","18548.00","2397523.00","0.00","0.00","0.00","13.11"
"114/11/30","106","3","1516","川飛","283338.00","72437.00","355775.00","7789.00","20.00","7809.00","303906.00","20185.00","23875.00","0.00","0.00","--","--","--","--","347966.00","0.00","0.00","0.00","11.45"
"114/11/30","106","3","1517","利奇","2839763.00","1809452.00","4649215.00","727989.00","539499.00","1267488.00","2278250.00","60505.00","997396.00","-57962.00","--","3278189.00","--","--","103538.00","3381727.00","--","0.00","0.00","14.39"
"114/11/30","106","3","1519","華城","4976377.00","1876853.00","6853230.00","2713259.00","1021409.00","3734668.00","2610585.00","1033.00","520779.00","-15824.00","--","3116573.00","--","--","1989.00","3118562.00","--","0.00","0.00","11.94"
"114/11/30","106","3","1521","大億","2091644.00","1513560.00","3605204.00","1513042.00","260071.00","1773113.00","762300.00","60472.00","1031471.00","-22152.00","--","1832091.00","--","--","--","1832091.00","--","0.00","0.00","24.03"
"114/11/30","106","3","1522","堤維西","8439847.00","11437051.00","19876898.00","6330502.00","6844303.00","13174805.00","3128979.00","1326055.00","1927677.00","-107198.00","-5996.00","6269517.00","--","--","432576.00","6702093.00","0.00","0.00","939707.00","20.10"
"114/11/30","106","3","1524","耿鼎","1594849.00","3399309.00","4994158.00","1504059.00","1364168.00","2868227.00","1796852.00","0.00","309188.00","19891.00","0.00","2125931.00","0.00","--","0.00","2125931.00","0.00","0.00","0.00","11.83"
"114/11/30","106","3","1525","江申","716730.00","3911609.00","4628339.00","665606.00","210251.00","875857.00","734001.00","1251.00","3231023.00","-213793.00","--","3752482.00","--","--","--","3752482.00","--","0.00","0.00","51.12"
"114/11/30","106","3","1526","日馳","1380544.00","494924.00","1875468.00","855294.00","284850.00","1140144.00","500000.00","--","240094.00","-4770.00","--","735324.00","0.00","--","0.00","735324.00","--","0.00","0.00","14.71"
"114/11/30","106","3","1527","鑽全","12152275.00","1890433.00","14042708.00","10387486.00","670885.00","11058371.00","1379606.00","305.00","2142256.00","-537830.00","0.00","--","--","--","--","2984337.00","--","0.00","0.00","21.63"
"114/11/30","106","3","1528","恩德","4022071.00","1464672.00","5486743.00","2416449.00","742077.00","3158526.00","1800000.00","266674.00","325850.00","-50783.00","-34972.00","2306769.00","--","--","21448.00","2328217.00","--","0.00","3669000.00","13.08"
"114/11/30","106","3","1529","樂事綠能","549768.00","324255.00","874023.00","249439.00","1168.00","250607.00","5997089.00","0.00","-5378043.00","0.00","0.00","619046.00","0.00","--","4370.00","623416.00","--","0.00","0.00","1.03"
"114/11/30","106","3","1530","亞崴","5109922.00","2394256.00","7504178.00","4177315.00","470318.00","4647633.00","965942.00","250067.00","1512982.00","-39233.00","--","2689758.00","--","--","166787.00","2856545.00","0.00","0.00","0.00","27.85"
