出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/11/30","106","2","5864","致和證","3495763.00","1504407.00","5000170.00","1905054.00","36712.00","1941766.00","2122835.00","123904.00","891774.00","-80109.00","--","--","--","--","3058404.00","0.00","0.00","0.00","14.41"
"114/11/30","106","2","6015","宏遠證","9423849.00","789541.00","10213390.00","5902766.00","9323.00","5912089.00","3800008.00","209615.00","297031.00","64682.00","-70035.00","4301301.00","--","--","4301301.00","0.00","0.00","10000000.00","11.63"
"114/11/30","106","2","6016","康和證","26447942.00","3023950.00","29471892.00","22142111.00","357238.00","22499349.00","6333368.00","192524.00","751261.00","-58455.00","-289762.00","6928936.00","--","--","6972543.00","0.00","0.00","38000000.00","11.64"
"114/11/30","106","2","6020","大展證","4175643.00","688573.00","4864216.00","1111167.00","8452.00","1119619.00","2523532.00","461.00","1220121.00","0.00","--","3744114.00","--","--","3744597.00","0.00","0.00","0.00","14.84"
"114/11/30","106","2","6021","美好證","6457004.00","1442702.00","7899706.00","3382719.00","53842.00","3436561.00","3067559.00","12157.00","1401876.00","-18447.00","--","4463145.00","--","--","4463145.00","0.00","0.00","0.00","14.55"
"114/11/30","106","2","6023","元大期貨","55298318.00","2548393.00","57846711.00","50814325.00","74628.00","50888953.00","2322763.00","940976.00","2762758.00","931261.00","--","6957758.00","--","--","6957758.00","--","0.00","0.00","29.95"
"114/11/30","106","2","6026","福邦證","5088048.00","606706.00","5694754.00","2388900.00","235.00","2389135.00","2417000.00","15117.00","480885.00","-728.00","0.00","2912274.00","--","--","3305619.00","0.00","0.00","0.00","12.05"
