出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/11/30","106","3","1259","安心","2228159.00","525065.00","2753224.00","952628.00","30836.00","983464.00","323895.00","809816.00","599728.00","-3890.00","-10123.00","1719426.00","--","--","50334.00","1769760.00","0.00","0.00","117000.00","53.28"
"114/11/30","106","3","1264","德麥","1996737.00","894119.00","2890856.00","377021.00","63998.00","441019.00","336960.00","706936.00","1058166.00","-31657.00","--","2070405.00","--","--","379432.00","2449837.00","0.00","0.00","0.00","61.44"
"114/11/30","106","3","1268","漢來美食","1866810.00","1083820.00","2950630.00","1156706.00","90638.00","1247344.00","379910.00","998816.00","376401.00","-51841.00","--","1703286.00","--","--","--","1703286.00","--","0.00","0.00","44.83"
"114/11/30","106","3","1336","台翰","1075137.00","1249447.00","2324584.00","676684.00","80067.00","756751.00","831934.00","804865.00","-7199.00","-61767.00","--","1567833.00","--","--","--","1567833.00","--","0.00","0.00","18.85"
"114/11/30","106","3","1565","精華","4285653.00","3552686.00","7838339.00","1761331.00","1072892.00","2834223.00","504165.00","526000.00","3973677.00","274.00","--","5004116.00","--","--","--","5004116.00","0.00","0.00","0.00","99.26"
"114/11/30","106","3","1569","濱川","2716070.00","2514606.00","5230676.00","2345180.00","557439.00","2902619.00","1018918.00","780530.00","527960.00","-101477.00","--","2225931.00","--","--","102126.00","2328057.00","0.00","62500.00","0.00","21.85"
"114/11/30","106","3","1570","力肯","693904.00","246297.00","940201.00","245970.00","10205.00","256175.00","515008.00","0.00","170950.00","-1932.00","0.00","684026.00","--","--","0.00","684026.00","0.00","0.00","0.00","13.28"
"114/11/30","106","3","1580","新麥","2214938.00","903155.00","3118093.00","1063201.00","183561.00","1246762.00","485316.00","74943.00","1364561.00","-107200.00","--","1817620.00","--","--","53711.00","1871331.00","0.00","0.00","0.00","37.45"
"114/11/30","106","3","1584","精剛","879412.00","1505146.00","2384558.00","631096.00","712018.00","1343114.00","824705.00","286822.00","-45260.00","-68779.00","--","997488.00","--","--","43956.00","1041444.00","--","0.00","0.00","12.10"
"114/11/30","106","3","1586","和勤","1630911.00","1160243.00","2791154.00","1321218.00","58241.00","1379459.00","730057.00","469005.00","275308.00","-62675.00","0.00","1411695.00","--","--","--","1411695.00","--","0.00","0.00","20.12"
"114/11/30","106","3","1591","駿吉-KY","271995.00","356388.00","628383.00","205432.00","60538.00","265970.00","331648.00","22159.00","145677.00","-137071.00","--","362413.00","--","--","--","362413.00","0.00","0.00","0.00","10.93"
"114/11/30","106","3","1593","祺驊","718131.00","336396.00","1054527.00","276977.00","7108.00","284085.00","303056.00","259875.00","236924.00","-35122.00","0.00","764733.00","--","--","5709.00","770442.00","0.00","0.00","0.00","25.23"
"114/11/30","106","3","1595","川寶","2110847.00","1304280.00","3415127.00","1110231.00","476842.00","1587073.00","406218.00","212941.00","1216044.00","-7149.00","--","1828054.00","--","--","--","1828054.00","--","0.00","0.00","45.00"
"114/11/30","106","3","1599","宏佳騰","1245862.00","738230.00","1984092.00","573342.00","27996.00","601338.00","620025.00","487161.00","343140.00","-50232.00","-17340.00","1382754.00","--","--","--","1382754.00","0.00","0.00","353000.00","22.43"
"114/11/30","106","3","1742","台蠟","421593.00","409784.00","831377.00","210841.00","53757.00","264598.00","722406.00","4530.00","-166622.00","6465.00","--","566779.00","--","--","--","566779.00","0.00","0.00","0.00","7.85"
"114/11/30","106","3","1777","生泰","814219.00","696269.00","1510488.00","481299.00","61273.00","542572.00","300595.00","314322.00","353661.00","-662.00","--","--","--","--","--","967916.00","0.00","0.00","0.00","32.20"
"114/11/30","106","3","1781","合世","363595.00","244610.00","608205.00","197515.00","981.00","198496.00","474076.00","0.00","-59473.00","-4894.00","--","409709.00","--","--","--","409709.00","0.00","0.00","0.00","8.64"
"114/11/30","106","3","1784","訊聯","804525.00","1018286.00","1822811.00","156524.00","295073.00","451597.00","496889.00","623541.00","4724.00","-6233.00","-1797.00","1117124.00","--","--","254090.00","1371214.00","0.00","0.00","62000.00","22.51"
"114/11/30","106","3","1785","光洋科","9500122.00","8994845.00","18494967.00","6548170.00","7920543.00","14468713.00","3575012.00","499450.00","44816.00","-39160.00","-222557.00","3857561.00","--","--","168693.00","4026254.00","0.00","0.00","8938146.00","11.07"
"114/11/30","106","3","1788","杏昌","1928509.00","615977.00","2544486.00","974996.00","13690.00","988686.00","350000.00","658219.00","549160.00","-3487.00","--","1553892.00","--","--","1908.00","1555800.00","0.00","0.00","0.00","44.40"
"114/11/30","106","3","1796","金穎生技","210181.00","272298.00","482479.00","121873.00","50072.00","171945.00","249564.00","14069.00","48653.00","-1752.00","--","310534.00","--","--","--","310534.00","0.00","0.00","0.00","12.44"
"114/11/30","106","3","1799","易威","415637.00","730334.00","1145971.00","92583.00","131651.00","224234.00","838427.00","143025.00","-221751.00","4317.00","--","764018.00","--","--","157719.00","921737.00","--","0.00","0.00","9.11"
"114/11/30","106","3","1813","寶利徠","538284.00","776547.00","1314831.00","244994.00","34841.00","279835.00","466355.00","262855.00","221584.00","-13822.00","--","936972.00","--","--","98024.00","1034996.00","0.00","0.00","0.00","20.09"
"114/11/30","106","3","1815","富喬","3972774.00","8932971.00","12905745.00","1840537.00","3598931.00","5439468.00","4385800.00","1769159.00","1579001.00","-98570.00","-169113.00","7466277.00","--","--","--","7466277.00","--","0.00","15000000.00","17.63"
"114/11/30","106","3","2035","唐榮公司","4292130.00","15006575.00","19298705.00","4037573.00","9004640.00","13042213.00","3500000.00","0.00","2637571.00","118921.00","0.00","--","--","--","--","6256492.00","0.00","0.00","0.00","17.88"
"114/11/30","106","3","2061","風青","875649.00","216240.00","1091889.00","430871.00","15750.00","446621.00","620751.00","926.00","24633.00","-1042.00","0.00","645268.00","--","--","--","645268.00","--","0.00","0.00","10.39"
"114/11/30","106","3","2063","世鎧精密","774203.00","638515.00","1412718.00","538187.00","208025.00","746212.00","450000.00","28778.00","187735.00","-7.00","--","666506.00","--","--","--","666506.00","0.00","0.00","0.00","14.81"
"114/11/30","106","3","2064","晉椿","1890054.00","1678487.00","3568541.00","1760531.00","391858.00","2152389.00","700000.00","93653.00","578880.00","-5618.00","--","1366915.00","--","--","49237.00","1416152.00","0.00","0.00","0.00","19.53"
"114/11/30","106","3","2065","世豐","499259.00","894286.00","1393545.00","245696.00","87779.00","333475.00","326792.00","235531.00","286115.00","211632.00","0.00","--","--","--","--","1060070.00","0.00","0.00","0.00","32.44"
"114/11/30","106","3","2066","世德","1623899.00","480941.00","2104840.00","1080523.00","9979.00","1090502.00","365029.00","38699.00","610610.00","--","--","--","--","--","--","1014338.00","0.00","0.00","0.00","27.79"
"114/11/30","106","3","2067","嘉鋼","651932.00","740058.00","1391990.00","753506.00","232683.00","986189.00","368662.00","60314.00","-51814.00","-3168.00","0.00","373994.00","0.00","--","31807.00","405801.00","--","0.00","0.00","10.14"
"114/11/30","106","3","2221","大甲","726380.00","463806.00","1190186.00","281792.00","221859.00","503651.00","424250.00","52135.00","191398.00","-1380.00","-1573.00","664830.00","0.00","--","21705.00","686535.00","0.00","0.00","100000.00","15.71"
"114/11/30","106","3","2230","泰茂","619186.00","372197.00","991383.00","433239.00","80730.00","513969.00","396173.00","63639.00","26583.00","-8981.00","--","477414.00","--","--","0.00","477414.00","--","0.00","0.00","12.05"
"114/11/30","106","3","2235","謚源","488383.00","1026492.00","1514875.00","532435.00","10197.00","542632.00","318780.00","203150.00","450313.00","0.00","--","--","--","--","--","972243.00","--","0.00","0.00","30.50"
"114/11/30","106","3","2596","綠意","2691114.00","134492.00","2825606.00","673324.00","--","673324.00","973812.00","185311.00","617372.00","0.00","0.00","1776495.00","--","--","375787.00","2152282.00","--","0.00","0.00","18.24"
"114/11/30","106","3","2640","大車隊","839510.00","1464689.00","2304199.00","815749.00","214526.00","1030275.00","487574.00","451275.00","333950.00","-285.00","--","1272514.00","--","--","1410.00","1273924.00","0.00","0.00","0.00","26.10"
"114/11/30","106","3","2641","正德","170432.00","4203102.00","4373534.00","790635.00","1698795.00","2489430.00","1850115.00","13169.00","88137.00","-67317.00","0.00","1884104.00","--","--","--","1884104.00","0.00","0.00","0.00","10.18"
"114/11/30","106","3","2643","捷迅","915653.00","158400.00","1074053.00","393126.00","92074.00","485200.00","262300.00","72277.00","261742.00","-7466.00","--","588853.00","--","--","--","588853.00","--","0.00","0.00","22.45"
"114/11/30","106","3","2718","全心投控","194635.00","551206.00","745841.00","43314.00","127556.00","170870.00","225760.00","82463.00","272679.00","-5931.00","--","--","--","--","--","574971.00","0.00","0.00","0.00","25.47"
"114/11/30","106","3","2719","燦星旅","682534.00","87679.00","770213.00","459928.00","642.00","460570.00","362920.00","47789.00","-96441.00","-574.00","-4051.00","309643.00","--","--","--","309643.00","0.00","0.00","228000.00","8.59"
"114/11/30","106","3","2724","藝舍-KY","261996.00","1043886.00","1305882.00","652482.00","505115.00","1157597.00","681723.00","198523.00","-740658.00","8697.00","0.00","148285.00","--","--","--","148285.00","--","0.00","0.00","2.18"
"114/11/30","106","3","2726","雅茗-KY","997193.00","479557.00","1476750.00","594451.00","220311.00","814762.00","319795.00","176606.00","204023.00","-70599.00","--","629825.00","--","--","32163.00","661988.00","--","0.00","0.00","19.69"
"114/11/30","106","3","2729","瓦城","847183.00","1465589.00","2312772.00","385563.00","35400.00","420963.00","232660.00","1210890.00","447462.00","-11805.00","--","1879207.00","--","--","12602.00","1891809.00","--","0.00","0.00","80.77"
"114/11/30","106","3","2732","六角","922217.00","893485.00","1815702.00","584191.00","140320.00","724511.00","347501.00","528471.00","213484.00","-21176.00","-93845.00","974435.00","--","--","116756.00","1091191.00","0.00","0.00","988000.00","28.86"
"114/11/30","106","3","2734","易飛網","499574.00","280461.00","780035.00","177531.00","121735.00","299266.00","302598.00","216887.00","-49930.00","-936.00","--","468619.00","--","--","12150.00","480769.00","--","0.00","0.00","15.49"
"114/11/30","106","3","2736","富野","592907.00","1677730.00","2270637.00","284656.00","672991.00","957647.00","489923.00","464530.00","358537.00","--","--","1312990.00","0.00","--","--","1312990.00","--","0.00","0.00","26.80"
"114/11/30","106","3","2740","天蔥","152662.00","224009.00","376671.00","112214.00","85692.00","197906.00","159782.00","89126.00","-77022.00","-791.00","--","171095.00","--","--","7670.00","178765.00","0.00","0.00","0.00","10.71"
"114/11/30","106","3","2745","五福","1214328.00","156748.00","1371076.00","896885.00","1875.00","898760.00","256345.00","80458.00","135513.00","--","--","472316.00","--","--","--","472316.00","--","56.00","0.00","18.50"
"114/11/30","106","3","2916","滿心","885482.00","336147.00","1221629.00","297509.00","69370.00","366879.00","546269.00","127250.00","189486.00","-8255.00","--","--","--","--","--","854750.00","0.00","0.00","0.00","15.65"
"114/11/30","106","3","2924","宏太-KY","817286.00","304410.00","1121696.00","438724.00","10152.00","448876.00","340051.00","337137.00","26356.00","-30724.00","0.00","672820.00","--","--","--","672820.00","--","0.00","0.00","19.79"
"114/11/30","106","3","2926","誠品生活","2484807.00","1865258.00","4350065.00","2029442.00","725494.00","2754936.00","473897.00","616351.00","537663.00","-32782.00","--","1595129.00","--","--","--","1595129.00","0.00","0.00","0.00","33.66"
"114/11/30","106","3","2937","集雅社","630664.00","175431.00","806095.00","284336.00","10414.00","294750.00","328600.00","51849.00","130896.00","--","--","511345.00","--","--","--","511345.00","0.00","0.00","0.00","15.56"
