出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","114","3","3169","亞信","1782123.00","151210.00","1933333.00","158405.00","10140.00","168545.00","631070.00","--","476518.00","676741.00","-19541.00","--","1764788.00","--","--","--","1764788.00","--","0.00","0.00","27.97"
"114/10/29","114","3","3265","台星科","3798944.00","5017058.00","8816002.00","1059418.00","1725114.00","2784532.00","1362617.00","--","366243.00","4281372.00","21238.00","--","6031470.00","--","--","--","6031470.00","0.00","0.00","0.00","44.26"
"114/10/29","114","3","4153","鈺緯","1044712.00","268948.00","1313660.00","313485.00","2039.00","315524.00","586682.00","--","347141.00","70876.00","-6563.00","0.00","998136.00","--","--","--","998136.00","--","0.00","0.00","17.01"
"114/10/29","114","3","5299","杰力","2059521.00","1744136.00","3803657.00","605647.00","2671.00","608318.00","508890.00","--","1665937.00","1021587.00","-1075.00","--","3195339.00","--","--","--","3195339.00","--","0.00","0.00","62.79"
"114/10/29","114","3","5371","中光電","38337581.00","18546107.00","56883688.00","31677801.00","1255596.00","32933397.00","3909811.00","--","2017890.00","17210706.00","-1033441.00","0.00","22104966.00","--","--","1845325.00","23950291.00","0.00","0.00","0.00","56.54"
"114/10/29","114","3","5508","永信建","19523972.00","100643.00","19624615.00","10198634.00","3920945.00","14119579.00","2174281.00","--","216152.00","3114603.00","0.00","--","5505036.00","--","--","--","5505036.00","--","0.00","0.00","25.32"
"114/10/29","114","3","5523","豐謙","4553185.00","382113.00","4935298.00","1978069.00","28029.00","2006098.00","1550015.00","--","5526.00","1373056.00","603.00","--","2929200.00","--","--","0.00","2929200.00","0.00","0.00","0.00","18.90"
"114/10/29","114","3","5902","德記","1104305.00","548809.00","1653114.00","396137.00","8370.00","404507.00","945000.00","--","0.00","323585.00","-19978.00","--","1248607.00","--","--","--","1248607.00","--","0.00","0.00","13.21"
"114/10/29","114","3","5904","寶雅","10517383.00","18704280.00","29221663.00","8255079.00","13815109.00","22070188.00","1064438.00","--","1475884.00","4611153.00","--","--","--","--","--","--","7151475.00","0.00","0.00","0.00","67.19"
"114/10/29","114","3","6486","互動","2045175.00","998473.00","3043648.00","1124464.00","39203.00","1163667.00","508933.00","--","927884.00","429792.00","-802.00","--","1865807.00","0.00","--","14174.00","1879981.00","--","0.00","0.00","36.66"
"114/10/29","114","3","6510","精測","5429968.00","4039828.00","9469796.00","969550.00","13053.00","982603.00","327890.00","--","3928286.00","4221748.00","-2299.00","--","8475625.00","--","--","11568.00","8487193.00","--","0.00","0.00","258.49"
"114/10/29","114","3","6561","是方","1001923.00","6154126.00","7156049.00","950142.00","2363376.00","3313518.00","779584.00","--","1379929.00","1663682.00","11506.00","--","3834701.00","--","--","7830.00","3842531.00","0.00","0.00","0.00","49.19"
"114/10/29","114","3","6762","達亞","499594.00","2354323.00","2853917.00","931090.00","609307.00","1540397.00","351717.00","--","665467.00","296336.00","0.00","--","--","--","--","--","1313520.00","0.00","0.00","0.00","37.35"
"114/10/29","114","3","7782","光速火箭","671730.00","244380.00","916110.00","198059.00","305990.00","504049.00","212270.00","--","135028.00","61117.00","--","-5530.00","402885.00","--","--","9176.00","412061.00","0.00","0.00","130000.00","19.10"
"114/10/29","114","3","8040","九暘","2253033.00","333664.00","2586697.00","120030.00","7701.00","127731.00","964139.00","--","1538222.00","-43395.00","0.00","--","--","--","--","--","2458966.00","0.00","0.00","0.00","25.50"
"114/10/29","114","3","8279","生展","1163108.00","1908472.00","3071580.00","564722.00","172789.00","737511.00","271009.00","--","618356.00","1442293.00","2411.00","--","2334069.00","--","--","--","2334069.00","0.00","0.00","0.00","86.13"
