出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/11/22","112","2","2880","華南金","37459506.00","209739768.00","119961018.00","380754086.00","743442901.00","--","2099262.00","62268171.00","382023.00","--","--","2092905820.00","6611943.00","350455.00","--","17566295.00","14495164.00","31079942.00","2108098.00","993097.00","3801936.00","5521687.00","3731541172.00","243946295.00","--","5361945.00","--","96457673.00","28688512.00","50240833.00","2280947.00","--","2913614878.00","79585777.00","1522000.00","--","24626745.00","73739557.00","2151976.00","6142233.00","12005056.00","3540364427.00","136427459.00","17758986.00","51802644.00","-14814528.00","--","--","191174561.00","2184.00","191176745.00","--","0.00","0.00","14.01"
"114/11/22","112","2","2881","富邦金","199667625.00","401597977.00","1643445162.00","675101298.00","3747997357.00","19758241.00","106612083.00","287945611.00","3222011.00","71042.00","--","2677772940.00","48968243.00","57177705.00","--","520770235.00","315446924.00","65339054.00","9099771.00","33215244.00","55331835.00","66333025.00","10934873383.00","168002473.00","2257039.00","96487234.00","12878557.00","118211267.00","59840671.00","195878151.00","5119963.00","--","3746522571.00","284790186.00","17555808.00","--","4724516798.00","619570741.00","20735710.00","37361844.00","73434191.00","10183163204.00","146149632.00","164734663.00","501359663.00","-68934675.00","--","--","743309283.00","8400896.00","751710179.00","0.00","0.00","0.00","53.11"
"114/11/22","112","2","2882","國泰金","401196388.00","434934844.00","1829746033.00","973682497.00","4606218958.00","4424.00","33839637.00","285335971.00","4214082.00","--","--","2579113477.00","16357408.00","33419101.00","--","723057254.00","452088622.00","109118831.00","5472836.00","50731867.00","85632719.00","85062353.00","12709227302.00","153112495.00","--","205548009.00","5425783.00","47569817.00","64446512.00","114947266.00","1685618.00","--","3420192336.00","141100000.00","12908519.00","--","6927295200.00","785719239.00","19806827.00","55148923.00","33753670.00","11988660214.00","162025102.00","202184316.00","483680038.00","-140685484.00","0.00","0.00","707203972.00","13363116.00","720567088.00","--","0.00","0.00","43.65"
"114/11/22","112","2","2883","凱基金","67647898.00","60569163.00","557986028.00","258509400.00","1665238933.00","1685211.00","59421667.00","152530657.00","123215.00","--","--","424157211.00","899603.00","21356339.00","--","177288450.00","57954888.00","33638851.00","12385959.00","18067676.00","19915604.00","90714628.00","3680091381.00","1091906.00","--","80393336.00","704447.00","129422553.00","35392169.00","115583474.00","1035913.00","--","553941366.00","91499260.00","30213485.00","--","2105197413.00","219628441.00","4457486.00","15702415.00","51796830.00","3436060494.00","184199230.00","33515283.00","75480815.00","-49285667.00","0.00","--","243909661.00","121226.00","244030887.00","1508000.00","0.00","0.00","13.24"
"114/11/22","112","2","2884","玉山金","56330275.00","187729397.00","297788644.00","365220324.00","444568244.00","10603.00","10954787.00","155976530.00","46555.00","--","--","1961978686.00","--","--","--","7037886.00","1762009.00","34808283.00","6791104.00","6313105.00","3422304.00","16637136.00","3557375872.00","73387894.00","--","90474505.00","--","19804182.00","4117209.00","38438078.00","3006312.00","--","2946182973.00","44250000.00","1674735.00","--","1023538.00","102154203.00","3974200.00","2028765.00","4132518.00","3334649112.00","156640000.00","34800497.00","35552088.00","-4439666.00","--","--","222552919.00","173841.00","222726760.00","--","0.00","0.00","14.76"
"114/11/22","112","2","2885","元大金","75644781.00","81598105.00","530612715.00","363280083.00","551216246.00","--","73034678.00","254618784.00","2630671.00","108377.00","--","1019410937.00","1296511.00","3251229.00","2528567.00","115307082.00","10791484.00","25981635.00","11430533.00","30824105.00","5456740.00","62706326.00","3221729589.00","9082076.00","--","129054673.00","--","246417448.00","97277626.00","188149586.00","4578296.00","--","1530247216.00","94259656.00","56839829.00","--","373133979.00","136378337.00","4672759.00","5508212.00","58863519.00","2934463212.00","126890824.00","38090889.00","104951834.00","-3127235.00","--","--","266806312.00","20460065.00","287266377.00","0.00","0.00","0.00","21.34"
"114/11/22","112","2","2886","兆豐金","78986280.00","499887786.00","195431634.00","563788956.00","652471915.00","--","2619983.00","97360453.00","329802.00","0.00","--","2055490927.00","15728221.00","5120095.00","--","6519255.00","1538687.00","21587230.00","1986289.00","1192763.00","7074649.00","6244395.00","4213359320.00","549846840.00","3088162.00","22987672.00","--","232033354.00","33436421.00","100689478.00","9910142.00","--","2844646661.00","20500000.00","12619123.00","--","29245351.00","23998784.00","2042493.00","2743584.00","14204115.00","3901992180.00","140513382.00","68194233.00","107779579.00","-5120054.00","0.00","0.00","311367140.00","0.00","311367140.00","0.00","0.00","0.00","22.34"
"114/11/22","112","2","2887","台新新光金","31764521.00","105305891.00","188308409.00","138935799.00","736686638.00","--","10113544.00","177470199.00","0.00","--","--","1482214178.00","497170.00","494129.00","--","39500391.00","3798077.00","25830960.00","2453347.00","3598352.00","7507061.00","18261190.00","2972739856.00","30140467.00","0.00","55191382.00","--","83031677.00","23082120.00","48027865.00","2838659.00","--","2056771059.00","68081898.00","11057834.00","--","234812687.00","140623101.00","2534414.00","1500480.00","6390012.00","2764083655.00","135770618.00","38197778.00","37612833.00","-2952496.00","--","--","208628733.00","27468.00","208656201.00","--","0.00","0.00","15.96"
"114/11/22","112","2","2889","國票金","3040309.00","547.00","158991512.00","121730882.00","699366.00","--","482750.00","35662705.00","58.00","--","--","--","--","5847459.00","--","13843228.00","407034.00","7068275.00","146883.00","254828.00","544199.00","4946261.00","353666296.00","--","34634969.00","1787483.00","--","215606378.00","19946303.00","18507706.00","512116.00","--","--","--","--","--","1742505.00","11773687.00","145044.00","27459.00","4607705.00","309291355.00","34473840.00","234005.00","5565733.00","-1645187.00","0.00","--","38628391.00","5746550.00","44374941.00","0.00","0.00","0.00","11.21"
"114/11/22","112","2","2890","永豐金","33995589.00","225089275.00","138926263.00","332854445.00","273843137.00","--","69442639.00","115767634.00","445466.00","--","--","1406460553.00","--","1069802.00","--","48422822.00","2384428.00","13127355.00","3722409.00","2401012.00","2056668.00","24265905.00","2694275402.00","81971322.00","--","67499085.00","--","68603141.00","41573029.00","64883666.00","2172566.00","--","2008435601.00","71244936.00","7754164.00","18437.00","3020460.00","85284347.00","3218260.00","1537547.00","14024492.00","2521241053.00","123764399.00","6129361.00","52564532.00","-9423943.00","--","--","173034349.00","0.00","173034349.00","--","0.00","0.00","14.26"
