出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
"114/11/22","112","1","2801","彰銀","43648111.00","215783798.00","66691232.00","213750969.00","446337097.00","--","--","21560229.00","71192.00","--","--","1687401822.00","--","--","2618015.00","21021991.00","1952296.00","13844011.00","1140268.00","2602627.00","2177053.00","2740600711.00","86672973.00","0.00","2754131.00","--","1494400.00","36983119.00","1427142.00","--","2366276384.00","52204748.00","--","--","1016124.00","3017755.00","1796002.00","8787830.00","3353492.00","2565784100.00","105934566.00","--","--","70939547.00","-2057502.00","0.00","174816611.00","--","--","--","174816611.00","--","0.00","0.00","16.50"
"114/11/22","112","1","2812","台中銀","18170691.00","45889764.00","34263985.00","46681620.00","106223462.00","--","10911716.00","15818882.00","--","--","--","508771625.00","172257.00","399327.00","271035.00","16949491.00","801087.00","604289.00","257460.00","699424.00","2446180.00","809332295.00","8353740.00","9634969.00","1120056.00","--","0.00","7953438.00","819994.00","--","683601178.00","16500000.00","--","--","6750297.00","1265282.00","845524.00","109486.00","1054808.00","738008772.00","50154465.00","--","1528256.00","19179909.00","460893.00","0.00","71323523.00","--","--","0.00","71323523.00","0.00","0.00","0.00","14.22"
"114/11/22","112","1","2820","華票","326865.00","0.00","113506398.00","90907897.00","1684320.00","--","2252156.00","1660697.00","241026.00","--","--","--","--","--","88920.00","145943.00","29185.00","--","--","362439.00","574880.00","211780726.00","9500908.00","--","174010.00","--","173900605.00","515996.00","0.00","--","--","--","--","--","2996880.00","1392622.00","29422.00","0.00","202931.00","188713374.00","13429600.00","--","11723.00","11734870.00","-2108841.00","--","--","--","--","--","23067352.00","0.00","0.00","0.00","17.18"
"114/11/22","112","1","2834","臺企銀","33446182.00","130516819.00","58702891.00","180468371.00","252444976.00","--","928606.00","10195743.00","350790.00","--","--","1387582428.00","472.00","--","9676.00","14073323.00","1198588.00","--","818624.00","1685815.00","10621586.00","2083044890.00","179381934.00","1111880.00","9504436.00","--","2442317.00","19277531.00","1476431.00","--","1698724963.00","52250000.00","--","--","3256479.00","2622080.00","1217956.00","879056.00","1604486.00","1973749549.00","80296934.00","--","815900.00","30236743.00","-2054236.00","--","109295341.00","--","--","--","109295341.00","0.00","0.00","0.00","13.61"
"114/11/22","112","1","2836","高雄銀","4416751.00","12393240.00","759598.00","34584369.00","44469241.00","--","3215359.00","1389375.00","--","--","--","175492030.00","--","--","232897.00","3043665.00","319413.00","--","111066.00","163410.00","168973.00","280759387.00","10698496.00","0.00","19308.00","--","9739946.00","3978928.00","244193.00","--","232779397.00","5377000.00","--","--","--","394948.00","319516.00","--","113328.00","263665060.00","12383477.00","--","1447637.00","4230070.00","-966857.00","--","--","--","--","--","17094327.00","--","0.00","0.00","13.80"
"114/11/22","112","1","2838","聯邦銀","8967609.00","32673312.00","56700119.00","61475295.00","82217210.00","--","50907993.00","30882876.00","67051.00","--","--","531908289.00","1923502.00","--","1614827.00","13394788.00","1590358.00","4765530.00","2169145.00","671018.00","11059413.00","892988335.00","7828745.00","981543.00","344357.00","--","64008434.00","6865183.00","883557.00","--","722805211.00","5000000.00","983414.00","375000.00","10467237.00","406958.00","1580522.00","1792581.00","3442571.00","827765313.00","37940460.00","--","8076826.00","16907310.00","402506.00","--","63327102.00","--","--","1895920.00","65223022.00","--","0.00","0.00","16.69"
"114/11/22","112","1","2845","遠東銀","9360815.00","45601602.00","42998676.00","74065562.00","94165970.00","--","1172800.00","18847580.00","--","--","--","462598591.00","1935576.00","--","6430059.00","5117618.00","891121.00","--","1591300.00","147340.00","318406.00","765243016.00","2324176.00","0.00","6390639.00","--","0.00","9594796.00","370164.00","--","631092965.00","20901900.00","--","--","36146098.00","726775.00","895214.00","--","527590.00","708970317.00","40694838.00","--","302926.00","16523597.00","-1248662.00","--","56272699.00","--","--","--","56272699.00","--","0.00","0.00","13.83"
"114/11/22","112","1","2849","安泰銀","2158070.00","13192146.00","12024466.00","40179212.00","39956347.00","--","776539.00","4195503.00","--","--","--","221273899.00","--","--","144117.00","718444.00","941340.00","--","233052.00","900872.00","1446818.00","338140825.00","2005605.00","0.00","696353.00","--","436907.00","2307644.00","155644.00","--","298194910.00","--","--","--","498700.00","326328.00","938441.00","52213.00","133548.00","305746293.00","19576094.00","--","402822.00","13920259.00","-1504643.00","0.00","--","--","--","--","32394532.00","0.00","0.00","0.00","16.55"
"114/11/22","112","1","2897","王道銀行","7270159.00","16677723.00","153758429.00","163862926.00","32025754.00","--","2252156.00","4318904.00","324826.00","--","--","209060594.00","7315670.00","--","1079411.00","2378594.00","401296.00","--","1766077.00","972887.00","1381178.00","604846584.00","26183278.00","--","590935.00","--","187418764.00","4778223.00","187513.00","--","305857598.00","13600000.00","--","--","6645954.00","1942451.00","417018.00","649579.00","516131.00","548787444.00","30330063.00","--","14389.00","11199236.00","-2541254.00","-16837.00","38985597.00","--","--","17073543.00","56059140.00","--","2522000.00","0.00","12.86"
"114/11/22","112","1","5876","上海商銀","55809703.00","349508612.00","6014618.00","394892836.00","249324035.00","--","0.00","18413659.00","3936.00","--","--","1229262554.00","2221196.00","--","9227.00","22015672.00","1906040.00","6819821.00","1929408.00","4025889.00","11217811.00","2353375017.00","45979802.00","0.00","4327950.00","--","660547.00","35371544.00","2220848.00","--","1928824852.00","76331001.00","--","--","8089887.00","2538285.00","1960172.00","10684675.00","3093312.00","2120082875.00","48616031.00","--","27405763.00","105078839.00","-4965421.00","-83144.00","176052068.00","--","--","57240074.00","233292142.00","--","11397439.00","0.00","36.30"
