出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","108","4","2880","華南金","39320763.00","142073952.00","79832198.00","221684061.00","448789348.00","--","799551.00","46116677.00","356269.00","--","--","1670450065.00","4288211.00","164524.00","--","25170232.00","10999439.00","31915460.00","2096128.00","914006.00","3353551.00","3503792.00","2731828227.00","117698753.00","--","3050189.00","--","36570660.00","18530988.00","37298835.00","1252443.00","--","2224016962.00","60291611.00","1458000.00","--","20632462.00","10792205.00","2046274.00","6157412.00","3330776.00","2543127570.00","121727402.00","17758986.00","39734810.00","9477311.00","--","--","188698509.00","2148.00","188700657.00","--","0.00","0.00","15.50"
"114/10/29","108","4","2881","富邦金","332143040.00","304267672.00","1424854553.00","737754252.00","2572982162.00","3230042.00","92966941.00","197141163.00","1043203.00","46090.00","--","1969186848.00","24128438.00","27963037.00","--","448902016.00","248019514.00","57380993.00","6670541.00","32713186.00","22226429.00","44081513.00","8547701633.00","149607062.00","0.00","37368956.00","4213255.00","185481982.00","28910767.00","152961116.00","5019306.00","--","2559036058.00","245932480.00","1931139.00","--","4015493430.00","446270007.00","21606081.00","22237020.00","51946689.00","7928015348.00","115002640.00","137060926.00","310934646.00","44775892.00","--","--","607774104.00","11912181.00","619686285.00","0.00","0.00","0.00","52.85"
"114/10/29","108","4","2882","國泰金","413405471.00","110945093.00","1653983453.00","1182534102.00","3068838014.00","548075.00","43586931.00","185049532.00","4853833.00","--","--","2066761296.00","8458658.00","48145672.00","--","615117482.00","408696108.00","101855371.00","3908913.00","51270972.00","40595612.00","56924753.00","10065479341.00","84108128.00","--","111526387.00","30894.00","50278533.00","54018845.00","66934725.00","3274828.00","--","2303443816.00","118900000.00","2201364.00","--","5713778385.00","676972179.00","12720337.00","55144257.00","30119484.00","9283452162.00","147025102.00","177256976.00","326282407.00","121182880.00","--","--","771747365.00","10279814.00","782027179.00","--","0.00","0.00","52.49"
"114/10/29","108","4","2883","凱基金","101141145.00","28303064.00","492082632.00","539623924.00","1028887835.00","--","46789881.00","104305699.00","759762.00","--","--","376535852.00","533134.00","17403840.00","24970721.00","121067495.00","25341556.00","34904312.00","18548919.00","20441634.00","9888920.00","35757679.00","3027288004.00","24560878.00","--","94068987.00","--","96137331.00","12634684.00","86839670.00","1168811.00","--","395861002.00","42450000.00","20968007.00","--","1742247176.00","149722533.00","5615681.00","12933858.00","45614232.00","2730822850.00","149684080.00","1093745.00","30976678.00","8907903.00","-3137278.00","--","187525128.00","108940026.00","296465154.00","--","2035894.00","378493307.00","12.85"
"114/10/29","108","4","2884","玉山金","43023628.00","85555267.00","519648673.00","215878199.00","12599698.00","--","4971085.00","113150366.00","7200.00","158036.00","--","1444322101.00","--","--","--","8039483.00","1853907.00","33351444.00","3181031.00","6188674.00","1456489.00","4972910.00","2498358191.00","57903786.00","--","59630516.00","--","7228239.00","3681576.00","29184083.00","1899196.00","--","2082984629.00","38070000.00","381356.00","--","656223.00","35167492.00","3177727.00","1306719.00","3905549.00","2325177091.00","116195000.00","24965734.00","31697756.00","199431.00","--","--","173057921.00","123179.00","173181100.00","--","0.00","0.00","14.89"
"114/10/29","108","4","2885","元大金","69259573.00","46034685.00","504031079.00","229489904.00","386452415.00","--","47603371.00","174240497.00","1224071.00","533632.00","--","773480918.00","903608.00","2403248.00","2562586.00","65378346.00","4915972.00","22242669.00","13343880.00","33197460.00","5976615.00","31044577.00","2414319106.00","13107028.00","--","123340228.00","--","198665918.00","38621728.00","161327046.00","6221759.00","--","1095506271.00","68849634.00","60847992.00","--","273860901.00","76069420.00","5527660.00","3883527.00","38283614.00","2164112726.00","116706115.00","37402480.00","69703509.00","8389029.00","0.00","--","232201133.00","18005247.00","250206380.00","0.00","0.00","0.00","19.90"
"114/10/29","108","4","2886","兆豐金","146189216.00","487453457.00","208313130.00","536232599.00","275214156.00","--","3584364.00","99308276.00","483744.00","276900.00","--","1873677834.00","3984617.00","3115829.00","--","7418321.00","1025375.00","22080894.00","1777500.00","610731.00","5801886.00","6998951.00","3683547780.00","420833162.00","21161321.00","22115709.00","--","259192262.00","19963897.00","75207489.00","9149946.00","--","2459457135.00","12000000.00","3464909.00","--","28110114.00","15818346.00","1801315.00","3164054.00","8046873.00","3359486532.00","135998240.00","68194233.00","107511364.00","12357411.00","0.00","--","324061248.00","0.00","324061248.00","0.00","0.00","0.00","23.83"
"114/10/29","108","4","2887","台新新光金","24168532.00","67417279.00","144041593.00","273426137.00","131888616.00","--","11656071.00","156087584.00","348699.00","--","--","1138467117.00","--","41406600.00","--","5545296.00","1001062.00","19051458.00","2761324.00","2462448.00","2695099.00","8516416.00","2030941331.00","53393057.00","1505300.00","27549349.00","--","120144975.00","22856765.00","39382641.00","2473274.00","--","1434084934.00","56800000.00","11194084.00","--","1761125.00","72393063.00","2822108.00","112987.00","5449932.00","1851923594.00","114578121.00","35955405.00","27302739.00","1053117.00","0.00","--","178889382.00","128355.00","179017737.00","0.00","1606000.00","0.00","15.61"
"114/10/29","108","4","2889","國票金","1964922.00","61.00","111163954.00","128604415.00","--","--","1535555.00","22931554.00","0.00","--","--","--","--","1797550.00","--","13194164.00","--","3019229.00","188163.00","215190.00","125307.00","1736732.00","286476796.00","--","19890139.00","1045401.00","--","192391060.00","13224046.00","10575558.00","276706.00","--","--","--","--","--","1666494.00","6116318.00","185710.00","396824.00","879779.00","246648035.00","28480646.00","153610.00","4646201.00","2407655.00","0.00","--","35688112.00","4140649.00","39828761.00","--","0.00","0.00","12.53"
"114/10/29","108","4","2890","永豐金","23445028.00","142538839.00","84705209.00","253793919.00","137940760.00","--","35847574.00","76732563.00","380214.00","--","--","1003150805.00","--","509333.00","--","33982488.00","2494112.00","12805711.00","3295666.00","2186965.00","2126464.00","17185055.00","1833120705.00","53818502.00","--","26220756.00","--","38839697.00","30647742.00","39294734.00","1106404.00","--","1385044985.00","36019751.00","8970410.00","18437.00","3437463.00","50918336.00","2662983.00","1543286.00","6211455.00","1684754941.00","112710541.00","2228771.00","32269699.00","1153375.00","--","--","148362386.00","3378.00","148365764.00","--","0.00","0.00","13.16"
