出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","108","2","1101","台泥","124156318.00","248989967.00","373146285.00","82156400.00","92729760.00","174886160.00","56656192.00","47960476.00","52320440.00","27398558.00","-329251.00","184006415.00","--","--","14253710.00","198260125.00","--","0.00","7570000.00","34.71"
"114/10/29","108","2","1102","亞泥","91145606.00","204594439.00","295740045.00","69288765.00","63804993.00","133093758.00","33614472.00","1444931.00","99511438.00","6244236.00","--","140815077.00","--","--","21831210.00","162646287.00","--","0.00","0.00","41.89"
"114/10/29","108","2","1103","嘉泥","10626796.00","25917707.00","36544503.00","4058567.00","9673451.00","13732018.00","7747805.00","728856.00","9752657.00","4868559.00","-1096783.00","22001094.00","--","--","811391.00","22812485.00","--","0.00","130370320.00","34.14"
"114/10/29","108","2","1104","環泥","4682935.00","18864547.00","23547482.00","4167318.00","1494126.00","5661444.00","6536092.00","41265.00","10355562.00","837444.00","--","17770363.00","--","--","115675.00","17886038.00","--","0.00","0.00","27.19"
"114/10/29","108","2","1108","幸福","5028802.00","2406605.00","7435407.00","1878644.00","1310082.00","3188726.00","4047380.00","8.00","170576.00","28639.00","--","4246603.00","--","--","78.00","4246681.00","--","0.00","0.00","10.49"
"114/10/29","108","2","1109","信大","4806644.00","5625542.00","10432186.00","2268697.00","266661.00","2535358.00","3419579.00","22551.00","3000934.00","-89960.00","--","6353104.00","--","--","1543724.00","7896828.00","--","0.00","0.00","18.58"
"114/10/29","108","2","1110","東泥","1978428.00","7767885.00","9746313.00","619875.00","536107.00","1155982.00","5720008.00","188162.00","2104492.00","542996.00","-12185.00","8543473.00","--","--","46858.00","8590331.00","--","0.00","2112865.00","14.99"
"114/10/29","108","2","1201","味全","7754194.00","12869827.00","20624021.00","11242478.00","2382878.00","13625356.00","5060629.00","31936.00","1996749.00","-98526.00","--","6990788.00","--","--","7877.00","6998665.00","--","0.00","0.00","13.81"
"114/10/29","108","2","1203","味王","4119759.00","5116770.00","9236529.00","1875293.00","1462633.00","3337926.00","2400000.00","112965.00","2114085.00","226773.00","-38464.00","4815359.00","--","--","1083244.00","5898603.00","0.00","0.00","2293865.00","20.26"
"114/10/29","108","2","1210","大成","20953611.00","25416354.00","46369965.00","18914263.00","4077930.00","22992193.00","8273391.00","2948927.00","5017229.00","1391392.00","-219132.00","17411807.00","--","--","5965965.00","23377772.00","--","0.00","43202318.00","23.38"
"114/10/29","108","2","1213","大飲","271772.00","1044019.00","1315791.00","335193.00","397121.00","732314.00","566226.00","21938.00","-4507.00","-180.00","--","583477.00","--","--","--","583477.00","0.00","0.00","0.00","10.30"
"114/10/29","108","2","1215","卜蜂","6236802.00","11083062.00","17319864.00","6383611.00","3464454.00","9848065.00","2679910.00","1652.00","2808168.00","1680479.00","--","7170209.00","--","--","301590.00","7471799.00","0.00","0.00","0.00","26.76"
"114/10/29","108","2","1216","統一","172346306.00","298214899.00","470561205.00","166713011.00","135216232.00","301929243.00","56820154.00","3940879.00","46319342.00","-2464793.00","--","104615582.00","--","--","64016380.00","168631962.00","0.00","0.00","0.00","18.41"
"114/10/29","108","2","1217","愛之味","2348032.00","10562657.00","12910689.00","3189704.00","3382351.00","6572055.00","4945134.00","264892.00","569221.00","-185334.00","--","5593913.00","--","--","744721.00","6338634.00","0.00","0.00","0.00","11.31"
