出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
"115/08/22","114","4","2801","彰銀","38807540.00","211749070.00","124312609.00","319082057.00","542424600.00","--","--","26360804.00","116626.00","--","--","2067768378.00","--","--","371614.00","21962532.00","1941470.00","14014912.00","1013697.00","5204876.00","1880453.00","3377011238.00","333816006.00","--","2015551.00","--","15879836.00","30429530.00","1241065.00","--","2710322674.00","41785176.00","--","--","1363223.00","2481891.00","1815412.00","11113797.00","4420022.00","3156684183.00","117660462.00","--","24.00","86507254.00","16159315.00","0.00","220327055.00","--","--","--","220327055.00","--","0.00","0.00","18.73"
"115/08/22","114","4","2812","台中銀","13152155.00","52557909.00","43179450.00","100481331.00","103297941.00","--","16180210.00","23984481.00","293.00","--","--","633982283.00","192271.00","216993.00","3888.00","21129858.00","916291.00","539881.00","541533.00","806263.00","3349295.00","1014512326.00","14856943.00","11661073.00","2682542.00","--","10168693.00","9500267.00","558964.00","--","842858170.00","15150000.00","--","--","11560692.00","1424683.00","950653.00","109486.00","1280709.00","922762875.00","60216258.00","--","2467906.00","27757471.00","1307816.00","0.00","91749451.00","--","--","0.00","91749451.00","0.00","0.00","0.00","15.24"
"115/08/22","114","4","2820","華票","368638.00","0.00","152103636.00","102976196.00","2691954.00","--","4306136.00","1347172.00","331173.00","--","--","--","--","--","120797.00","155412.00","31066.00","--","--","82112.00","607563.00","265121855.00","29965143.00","--","13360.00","--","204299001.00","664458.00","71901.00","--","--","--","--","--","--","1586500.00","31231.00","48366.00","611447.00","237291407.00","13429600.00","--","16737.00","13106127.00","1277984.00","--","--","--","--","--","27830448.00","--","0.00","0.00","20.72"
"115/08/22","114","4","2834","臺企銀","26812834.00","161818383.00","105911739.00","195081160.00","279234758.00","--","31484029.00","12551346.00","364124.00","--","--","1669667843.00","--","--","5961.00","13735777.00","1060862.00","--","1396730.00","1907393.00","7979846.00","2509012785.00","197280651.00","1551519.00","9877601.00","--","5359765.00","19268837.00","472777.00","--","2064224484.00","53910000.00","--","--","2472641.00","2519764.00","1098882.00","896118.00","3167040.00","2362100079.00","97180618.00","--","816129.00","43543205.00","5372754.00","--","146912706.00","--","--","--","146912706.00","0.00","0.00","0.00","15.12"
"115/08/22","114","4","2836","高雄銀","3302998.00","16806142.00","3744699.00","33587749.00","56553205.00","--","11012458.00","1402313.00","--","--","--","224511443.00","--","--","237540.00","3729259.00","294027.00","--","120617.00","117558.00","416190.00","355836198.00","12906135.00","0.00","6258.00","--","8652119.00","4154525.00","120266.00","--","295897339.00","6327000.00","--","--","--","490137.00","292086.00","32181.00","247184.00","329125230.00","18799170.00","--","1436134.00","5251501.00","1224163.00","--","--","--","--","--","26710968.00","--","0.00","0.00","14.21"
"115/08/22","114","4","2838","聯邦銀","7924638.00","43766714.00","86474283.00","68573864.00","79336561.00","--","48474064.00","50045288.00","8701.00","--","--","634788461.00","419479.00","--","4569855.00","17325151.00","2204829.00","4439815.00","2168532.00","668564.00","6499228.00","1057688027.00","16863758.00","3670418.00","288733.00","--","79992512.00","10865428.00","418548.00","--","828159910.00","6000000.00","803828.00","375000.00","16317054.00","500772.00","2213699.00","2632054.00","1259817.00","970361531.00","45405518.00","--","8236992.00","23233686.00","8403424.00","--","85279620.00","--","--","2046876.00","87326496.00","--","0.00","0.00","18.78"
"115/08/22","114","4","2845","遠東銀","5378820.00","50315876.00","55688152.00","63132388.00","147693446.00","--","2703167.00","19108530.00","--","--","--","506589988.00","2979414.00","--","11222142.00","5220517.00","1435267.00","--","1538210.00","121612.00","583363.00","873710892.00","966213.00","3048949.00","7729839.00","--","1953568.00","6341467.00","236153.00","--","711752762.00","25301720.00","--","--","43973369.00","659372.00","1457282.00","--","441532.00","803862226.00","48652847.00","--","830560.00","19355365.00","1009894.00","--","69848666.00","--","--","--","69848666.00","--","0.00","0.00","14.36"
"115/08/22","114","4","2849","安泰銀","2593317.00","16351774.00","27785961.00","47549146.00","35353935.00","--","840922.00","4112026.00","0.00","--","--","249356879.00","--","--","76114.00","798076.00","855167.00","--","288556.00","659341.00","1626084.00","388247298.00","4626053.00","--","982207.00","--","297285.00","2311040.00","116845.00","--","337794377.00","--","--","--","4720409.00","227658.00","848359.00","67840.00","108760.00","352100833.00","19576094.00","--","406342.00","16230664.00","-66635.00","0.00","--","--","--","--","36146465.00","0.00","0.00","0.00","18.46"
"115/08/22","114","4","2897","王道銀行","6378883.00","27572813.00","177675704.00","166608850.00","29395624.00","--","15258857.00","4053276.00","357959.00","--","--","259183311.00","6352298.00","--","1397050.00","2623501.00","396226.00","--","1704302.00","662306.00","1678137.00","701299097.00","48610170.00","--","678730.00","--","219199111.00","4366854.00","85784.00","--","328825447.00","14660000.00","--","--","15085857.00","2198222.00","414349.00","957101.00","1405636.00","636487261.00","30553579.00","--","574734.00","13464126.00","-159058.00","-221695.00","44211686.00","--","--","20600150.00","64811836.00","--","22939000.00","0.00","14.58"
"115/08/22","114","4","5876","上海商銀","28603224.00","418484106.00","4432307.00","521796038.00","172989283.00","--","32181654.00","23212672.00","1073339.00","0.00","--","1185067076.00","1645086.00","--","5526.00","23683061.00","1483560.00","5322131.00","2084443.00","6245843.00","12335957.00","2440645306.00","34339600.00","--","6132148.00","--","7192305.00","36633175.00","727921.00","--","1982543567.00","65275649.00","--","--","13866786.00","3451936.00","1508848.00","9714811.00","3927586.00","2165314332.00","48616031.00","--","27867109.00","116317989.00","12200638.00","-83144.00","204918623.00","--","--","70412351.00","275330974.00","0.00","11397439.00","0.00","42.25"
