出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"115/03/12","114","4","1101","台泥","178163742.00","410671732.00","588835474.00","85947537.00","210182122.00","296129659.00","77511817.00","--","75293337.00","54358169.00","26382910.00","-1635644.00","231910589.00","--","--","60795226.00","292705815.00","--","0.00","58000000.00","30.14"
"115/03/12","114","4","1103","嘉泥","9277857.00","23339456.00","32617313.00","3586317.00","10307944.00","13894261.00","7902474.00","--","1457692.00","10314342.00","-459911.00","-1079060.00","18135537.00","--","--","587515.00","18723052.00","--","0.00","131491726.00","27.53"
"115/03/12","114","4","1215","卜蜂","9197955.00","22666815.00","31864770.00","9580121.00","9398384.00","18978505.00","2947901.00","--","37072.00","8226078.00","1229692.00","--","12440743.00","--","--","445522.00","12886265.00","0.00","0.00","0.00","42.20"
"115/03/12","114","4","1216","統一","237174040.00","500267230.00","737441270.00","271227631.00","255538488.00","526766119.00","56820154.00","--","2635231.00","79382407.00","-3055582.00","--","135782210.00","--","--","74892941.00","210675151.00","0.00","0.00","0.00","23.90"
"115/03/12","114","4","1219","福壽","4884046.00","4761504.00","9645550.00","3164098.00","1884402.00","5048500.00","3412384.00","--","61767.00","1118787.00","-3002.00","0.00","4589936.00","--","--","7114.00","4597050.00","--","0.00","0.00","13.45"
"115/03/12","114","4","1232","大統益","7157271.00","2819535.00","9976806.00","2657689.00","1196640.00","3854329.00","1599749.00","--","23784.00","4284141.00","-3728.00","--","5903946.00","--","--","218531.00","6122477.00","0.00","0.00","0.00","36.91"
"115/03/12","114","4","1233","天仁","710698.00","1489994.00","2200692.00","591785.00","251414.00","843199.00","905919.00","--","18184.00","499736.00","-67526.00","-1974.00","1354339.00","--","--","3154.00","1357493.00","0.00","0.00","43000.00","14.96"
"115/03/12","114","4","1236","宏亞","753408.00","2781730.00","3535138.00","554864.00","457387.00","1012251.00","866740.00","--","34205.00","1398856.00","223086.00","--","2522887.00","--","--","--","2522887.00","--","0.00","0.00","29.11"
"115/03/12","114","4","1301","台塑","155423904.00","402078104.00","557502008.00","75827629.00","118451950.00","194279579.00","63657408.00","0.00","11869342.00","197026032.00","90669647.00","0.00","363222429.00","0.00","--","0.00","363222429.00","--","0.00","0.00","57.06"
"115/03/12","114","4","1303","南亞","177835621.00","432762844.00","610598465.00","134700304.00","104099196.00","238799500.00","79308216.00","--","27130602.00","230145038.00","19081982.00","--","355665838.00","--","--","16133127.00","371798965.00","0.00","0.00","0.00","44.85"
