出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"115/08/20","114","4","1409","新纖","156997110.00","68601980.00","225599090.00","147572011.00","25155217.00","172727228.00","16184093.00","--","2161867.00","16126241.00","7036235.00","-95527.00","41412909.00","--","11458953.00","52871862.00","--","0.00","13420487.00","25.80"
"115/08/20","114","4","1718","中纖","789172649.00","249115683.00","1038288332.00","912922378.00","33420171.00","946342549.00","16859057.00","--","1748211.00","2732618.00","1817914.00","-1182515.00","21975285.00","--","69970498.00","91945783.00","--","0.00","351674645.00","16.47"
"115/08/20","114","4","2207","和泰車","370773845.00","150251110.00","521024955.00","355893585.00","41375492.00","397269077.00","5571028.00","--","2919185.00","70959055.00","6708911.00","--","86158179.00","--","37597699.00","123755878.00","0.00","0.00","0.00","154.65"
"115/08/20","114","4","2905","三商","173049054.00","1518655979.00","1691705033.00","22138076.00","1620639162.00","1642777238.00","11103717.00","0.00","4165209.00","5601308.00","-4512106.00","-592930.00","15765198.00","0.00","33162597.00","48927795.00","0.00","0.00","57093000.00","14.97"
