出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/11/29","114","2","5864","致和證","6937285.00","1600589.00","8537874.00","1665604.00","33960.00","1699564.00","4544956.00","--","517077.00","1649645.00","126632.00","--","--","--","--","--","6838310.00","--","0.00","0.00","16.25"
"114/11/29","114","2","6015","宏遠證","11936812.00","1560777.00","13497589.00","8027566.00","339242.00","8366808.00","3919057.00","--","388951.00","677160.00","148821.00","-3208.00","5130781.00","--","--","--","5130781.00","--","0.00","324000.00","13.10"
"114/11/29","114","2","6016","康和證","39388185.00","7949595.00","47337780.00","36455555.00","1343286.00","37798841.00","6865955.00","--","175331.00","1641629.00","793192.00","--","9476107.00","--","--","62832.00","9538939.00","0.00","0.00","0.00","15.18"
"114/11/29","114","2","6020","大展證","5721818.00","1393860.00","7115678.00","2432997.00","3929.00","2436926.00","2523532.00","--","461.00","1434926.00","719375.00","--","4678294.00","--","--","458.00","4678752.00","0.00","0.00","0.00","18.54"
"114/11/29","114","2","6021","美好證","24036462.00","3355310.00","27391772.00","17258065.00","2859540.00","20117605.00","3125809.00","--","61051.00","2076287.00","2011020.00","--","7274167.00","--","--","--","7274167.00","0.00","0.00","0.00","23.27"
"114/11/29","114","2","6023","元大期貨","190527771.00","4812682.00","195340453.00","175956637.00","1602283.00","177558920.00","3199763.00","--","5029279.00","7346896.00","2205595.00","--","17781533.00","--","--","--","17781533.00","0.00","0.00","0.00","55.57"
"114/11/29","114","2","6026","福邦證","10888600.00","1332012.00","12220612.00","6903983.00","5596.00","6909579.00","3961619.00","--","153832.00","1155933.00","39649.00","--","5311033.00","--","--","0.00","5311033.00","--","0.00","0.00","13.41"
