出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/11/29","114","3","1409","新纖","151655990.00","67446703.00","219102693.00","141562811.00","26514799.00","168077610.00","16184093.00","--","2163252.00","15521049.00","5910044.00","-29834.00","39748604.00","--","11276479.00","51025083.00","--","0.00","4680487.00","24.63"
"114/11/29","114","3","1718","中纖","770732494.00","247745880.00","1018478374.00","898147720.00","31331492.00","929479212.00","16859057.00","0.00","1712237.00","2897276.00","1793526.00","-1144725.00","22117371.00","0.00","66881791.00","88999162.00","--","0.00","345768645.00","16.50"
"114/11/29","114","3","2207","和泰車","364976476.00","147030325.00","512006801.00","354473587.00","42924512.00","397398099.00","5571028.00","--","2919138.00","65852355.00","4811305.00","--","79153826.00","--","35454876.00","114608702.00","0.00","0.00","0.00","142.08"
"114/11/29","114","3","2905","三商","176386394.00","1451450375.00","1627836769.00","18977781.00","1559783463.00","1578761244.00","11103717.00","0.00","4134793.00","5395212.00","-4240951.00","-592930.00","15799841.00","0.00","33275684.00","49075525.00","0.00","0.00","57093000.00","15.00"
