出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/11/23","114","1","1409","新纖","153421314.00","67095192.00","220516506.00","143375410.00","27893312.00","171268722.00","16184093.00","--","2166817.00","14286582.00","5016770.00","-29834.00","37624428.00","--","11623356.00","49247784.00","--","0.00","4680487.00","23.32"
"114/11/23","114","1","1718","中纖","776847801.00","260069407.00","1036917208.00","922122484.00","29060143.00","951182627.00","16859057.00","--","1712237.00","2626704.00","1332155.00","-1135056.00","21395097.00","--","64339484.00","85734581.00","--","0.00","344225645.00","15.95"
"114/11/23","114","1","2207","和泰車","370006613.00","140558911.00","510565524.00","367435367.00","37740074.00","405175441.00","5571028.00","--","2871305.00","56312804.00","5117205.00","--","69872342.00","--","35517741.00","105390083.00","0.00","0.00","0.00","125.42"
"114/11/23","114","1","2905","三商","132518274.00","1535718866.00","1668237140.00","28091669.00","1594459747.00","1622551416.00","11224957.00","0.00","4414206.00","5038971.00","-5059234.00","-592930.00","15025970.00","0.00","30659754.00","45685724.00","0.00","0.00","57093000.00","14.10"
