出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/11/30","114","2","2880","華南金","33299715.00","231590137.00","164650401.00","385952093.00","844950369.00","--","1749447.00","82928539.00","247665.00","--","--","2348376007.00","6402214.00","265949.00","--","14981441.00","13991223.00","33832080.00","1972857.00","996218.00","3971768.00","16095804.00","4186253927.00","268201306.00","--","30545092.00","--","89561727.00","47619660.00","92963959.00","3254716.00","--","3241464882.00","71390379.00","2604000.00","--","25431166.00","84619075.00","2030372.00","6181558.00","5279473.00","3971147365.00","139169651.00","17766839.00","64769637.00","-6601997.00","--","--","215104130.00","2432.00","215106562.00","--","0.00","0.00","15.61"
"114/11/30","114","2","2881","富邦金","413560838.00","473936284.00","1837810851.00","803234324.00","3568879449.00","10553135.00","99534836.00","382727910.00","2927028.00","3831195.00","--","3147737483.00","44110935.00","59900969.00","--","540247227.00","301353551.00","75898701.00","14382186.00","33250473.00","34321663.00","53939624.00","11902138662.00","160748787.00","71680.00","119470869.00","18045021.00","75154893.00","37483950.00","306290801.00","13529824.00","188385.00","4451526179.00","396909387.00","11673723.00","--","4756980181.00","569310933.00","21812462.00","32421573.00","100195005.00","11071813653.00","156073549.00","155004356.00","634709786.00","-129590495.00","--","--","816197196.00","14127813.00","830325009.00","0.00","0.00","0.00","53.47"
"114/11/30","114","2","2882","國泰金","501950724.00","433311700.00","1982618508.00","1031821302.00","4660939903.00","5771006.00","29252387.00","288755074.00","1822149.00","--","--","3155165814.00","22809468.00","61892919.00","--","758289821.00","492165847.00","109744268.00","5155408.00","32314653.00","112928991.00","100046787.00","13786756729.00","138398975.00","--","135314677.00","1631823.00","31627574.00","90854335.00","245416165.00","37782145.00","--","3947093884.00","255592184.00","65011373.00","--","7069361771.00","806542194.00","19755515.00","64145415.00","96857043.00","13005385073.00","162025102.00","203119191.00","573413956.00","-173660731.00","0.00","0.00","764897518.00","16474138.00","781371656.00","--","0.00","0.00","47.21"
"114/11/30","114","2","2883","凱基金","85178408.00","58250828.00","604440371.00","240395477.00","1603221122.00","253245.00","85135870.00","178793566.00","882151.00","--","--","538272213.00","897571.00","26641580.00","--","182934802.00","56230565.00","30407059.00","12055002.00","16669708.00","12403967.00","92452899.00","3825516404.00","15615366.00","--","84058990.00","683321.00","155532441.00","43409906.00","139986064.00","3349053.00","--","609896202.00","104819692.00","24090282.00","--","2040101079.00","234364807.00","4506843.00","12983642.00","85585241.00","3558982929.00","185573139.00","33747556.00","99349022.00","-52260759.00","--","--","266408958.00","124517.00","266533475.00","833126.00","0.00","0.00","14.49"
"114/11/30","114","2","2884","玉山金","65957647.00","306681504.00","260847064.00","349814440.00","495034840.00","13866.00","25116882.00","148758542.00","565723.00","--","--","2419773112.00","--","--","--","9491737.00","1248866.00","34217533.00","7839834.00","6594629.00","3555661.00","31247455.00","4166759335.00","56531680.00","--","92982985.00","268846.00","34391937.00","17185979.00","71328851.00","4211285.00","--","3459202768.00","49060000.00","308052.00","--","1049877.00","118227235.00","5186482.00","2565416.00","5821404.00","3918322797.00","161740000.00","35432297.00","48671299.00","2421701.00","--","--","248265297.00","171241.00","248436538.00","--","0.00","0.00","15.52"
"114/11/30","114","2","2885","元大金","98107490.00","107827584.00","623642736.00","320686124.00","558598298.00","--","87520513.00","368127136.00","2773281.00","66640.00","--","1341993388.00","1217371.00","2558532.00","6823786.00","159589229.00","15021998.00","29895216.00","10266432.00","30520000.00","6013826.00","104824402.00","3876073982.00","9768091.00","--","226957970.00","--","205464705.00","124641609.00","254103184.00","6252464.00","--","1770578856.00","122685239.00","65414812.00","--","387456903.00","202853821.00","5906605.00","5006376.00","158772658.00","3545863293.00","133311499.00","38337636.00","130688510.00","6074949.00","--","--","308412594.00","21798095.00","330210689.00","0.00","0.00","0.00","23.83"
"114/11/30","114","2","2886","兆豐金","101650103.00","624350477.00","261696223.00","535177416.00","573302666.00","--","1388877.00","105024321.00","3365.00","0.00","--","2280453419.00","15198105.00","5105614.00","--","7838755.00","2117290.00","22623406.00","2043611.00","1321623.00","6461730.00","27110027.00","4572867028.00","595808761.00","2174493.00","26642021.00","--","303799999.00","27172757.00","162671683.00","6379056.00","--","2965322035.00","45200000.00","4986232.00","--","30487711.00","26275086.00","2108008.00","2360543.00","9463108.00","4210851493.00","148333783.00","76835799.00","132656802.00","4189151.00","0.00","0.00","362015535.00","0.00","362015535.00","0.00","0.00","0.00","24.41"
"114/11/30","114","2","2887","台新新光金","25408907.00","109928109.00","205794629.00","178020845.00","771527723.00","--","512067.00","180055215.00","--","--","--","1785697056.00","694673.00","491147.00","--","63456658.00","11006637.00","24898636.00","2376176.00","3660143.00","7684416.00","22975780.00","3394188817.00","27348108.00","--","78869192.00","--","58308674.00","30083543.00","78488180.00","5737324.00","--","2389009663.00","53350000.00","6983235.00","--","273627740.00","152365934.00","2446124.00","1293548.00","23798851.00","3181710116.00","140761443.00","38197778.00","35839565.00","-2256457.00","-89298.00","--","212453031.00","25670.00","212478701.00","--","0.00","1927518.00","15.10"
"114/11/30","114","2","2889","國票金","4319598.00","4.00","179549448.00","141686111.00","699384.00","--","0.00","45005374.00","56873.00","--","--","--","--","5494483.00","--","16149824.00","394789.00","6962688.00","170284.00","264977.00","428439.00","5833293.00","407015569.00","--","18448615.00","3054605.00","--","271062317.00","22293777.00","22373673.00","635580.00","--","--","--","--","--","1774236.00","11334176.00","167701.00","57253.00","5851887.00","357053820.00","36335635.00","403368.00","4008195.00","1954510.00","0.00","--","42701708.00","7260041.00","49961749.00","0.00","0.00","0.00","12.09"
"114/11/30","114","2","2890","永豐金","37431161.00","195560456.00","120499726.00","360879858.00","323292249.00","--","93399270.00","150858895.00","331627.00","--","--","1668684709.00","--","983821.00","--","55569226.00","2137905.00","13614042.00","4467621.00","7876119.00","3667942.00","32717234.00","3071971861.00","92424436.00","0.00","86633302.00","--","69492525.00","32582588.00","87040329.00","3540117.00","--","2297443637.00","62134094.00","11502663.00","18437.00","2751244.00","94484813.00","4038252.00","1739395.00","18243807.00","2864069639.00","131171698.00","6131053.00","75964781.00","-7236383.00","--","--","206031149.00","1871073.00","207902222.00","--","0.00","0.00","16.24"
