出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"115/02/02","114","3","2880","華南金","35963073.00","256122266.00","198125910.00","395322911.00","813007171.00","--","1449002.00","93194683.00","275082.00","--","--","2371983742.00","6423288.00","271924.00","--","16188921.00","14065164.00","33620580.00","2032683.00","958842.00","3745468.00","5676267.00","4248426977.00","241970386.00","--","9265868.00","--","76896316.00","50007184.00","74831491.00","2030539.00","--","3362081185.00","71390970.00","2818000.00","--","25639884.00","86492388.00","2099929.00","6122891.00","8905204.00","4020552235.00","139169651.00","17766839.00","72995584.00","-2059788.00","--","--","227872286.00","2456.00","227874742.00","--","0.00","0.00","16.37"
"115/02/02","114","3","2881","富邦金","405376543.00","471722962.00","1845605308.00","935124221.00","3686940187.00","8764726.00","103767497.00","438020471.00","3082515.00","4108409.00","--","3313839962.00","43400353.00","61714664.00","--","561082317.00","309285280.00","75965819.00","14268359.00","33608251.00","35758829.00","50618557.00","12402055230.00","231023768.00","969461.00","98351969.00","17771124.00","65477624.00","59343136.00","284985681.00","16758712.00","187925.00","4627155025.00","453090681.00","14390732.00","--","4821976522.00","595215243.00","21706734.00","37915523.00","98099173.00","11444419033.00","156073549.00","155002666.00","674760724.00","-42481080.00","--","--","943355859.00","14280338.00","957636197.00","--","0.00","0.00","61.80"
"115/02/02","114","3","2882","國泰金","409810280.00","499072580.00","2145780428.00","1164613302.00","4701320453.00","2795544.00","26555215.00","329403264.00","1835477.00","--","--","3217617187.00","21972042.00","62357643.00","--","816614548.00","496264932.00","109919860.00","4994027.00","31966726.00","98147734.00","101614862.00","14242656104.00","156809440.00","--","135969323.00","524846.00","14001893.00","78690097.00","155537631.00","45639703.00","--","4266274757.00","279696964.00","67479217.00","--","7164534999.00","871415210.00","19743794.00","45276018.00","33166006.00","13334759898.00","162025102.00","203119191.00","605471536.00","-78540366.00","0.00","0.00","892075463.00","15820743.00","907896206.00","--","0.00","0.00","55.06"
"115/02/02","114","3","2883","凱基金","63288142.00","50122907.00","664146493.00","244576770.00","1633612957.00","201104.00","82626417.00","205463840.00","907039.00","--","--","548133692.00","1149983.00","28755186.00","--","200688819.00","55915173.00","30386792.00","12936245.00","16567379.00","10980049.00","109049141.00","3959508128.00","17721999.00","--","82845731.00","833198.00","162485872.00","54637169.00","155872059.00","4658683.00","--","614308478.00","111211373.00","20546739.00","--","2062489868.00","252073986.00","5414664.00","12731656.00","90248930.00","3648080405.00","185569913.00","33753512.00","113001367.00","-21026107.00","--","--","311298685.00","129038.00","311427723.00","184320.00","0.00","0.00","16.78"
"115/02/02","114","3","2884","玉山金","51991026.00","312013556.00","262873489.00","371500191.00","484787477.00","14285.00","27950250.00","177201061.00","542033.00","0.00","--","2522688179.00","--","--","--","10356397.00","1260103.00","34139835.00","8071237.00","7744983.00","3451207.00","24099998.00","4300685307.00","96612319.00","--","77592883.00","1759220.00","23512223.00","31827490.00","64679728.00","2823792.00","--","3562937722.00","40110000.00","313893.00","--","1156419.00","123070746.00","5441107.00","2524580.00","5740011.00","4040102133.00","161740000.00","35432297.00","58364348.00","4659694.00","--","--","260196339.00","386835.00","260583174.00","--","0.00","0.00","16.09"
"115/02/02","114","3","2885","元大金","83420570.00","140850828.00","700918582.00","349738032.00","561468430.00","--","60277774.00","416806115.00","2685897.00","0.00","--","1410665103.00","1366617.00","2491451.00","6288605.00","157892229.00","17805488.00","30017581.00","10084761.00","30490913.00","5824385.00","104097292.00","4093190653.00","9614123.00","--","203020765.00","--","243800537.00","118711137.00","285222139.00","5105969.00","--","1883423158.00","119602590.00","72023964.00","--","393813627.00","191875539.00","6155021.00","4790758.00","204441286.00","3741600613.00","133311499.00","38337636.00","141648927.00","15776028.00","--","--","329074090.00","22515950.00","351590040.00","0.00","0.00","0.00","24.68"
"115/02/02","114","3","2886","兆豐金","121732868.00","684618885.00","261816980.00","567804784.00","613036479.00","--","3784373.00","111328809.00","1276204.00","0.00","--","2363847837.00","15255226.00","5105246.00","--","8382087.00","1687629.00","23018299.00","2008160.00","1471941.00","6388806.00","12828477.00","4805393090.00","632581203.00","2224899.00","27331404.00","--","320106397.00","48875885.00","118291253.00","7078400.00","--","3142439169.00","45200000.00","5541124.00","--","30892548.00","26460990.00","2080619.00","2415319.00","11157934.00","4422677144.00","148333783.00","76835990.00","142960311.00","14585862.00","0.00","0.00","382715946.00","0.00","382715946.00","--","0.00","0.00","25.80"
"115/02/02","114","3","2887","台新新光金","84042770.00","204306734.00","738154499.00","492944723.00","2636710052.00","--","43911971.00","300394430.00","--","5657800.00","--","2901547544.00","2531559.00","3343161.00","--","158503981.00","246651230.00","78642308.00","5808663.00","670060232.00","55350717.00","52123958.00","8680686332.00","46547100.00","--","83925135.00","--","127462306.00","73615587.00","118800474.00","6523000.00","--","3609926017.00","143152917.00","7252503.00","28434114.00","3611638952.00","294699282.00","12805790.00","18771849.00","26748584.00","8210303610.00","262610672.00","136480391.00","48514793.00","22412891.00","-89298.00","--","469929449.00","453273.00","470382722.00","--","0.00","1927518.00","17.90"
"115/02/02","114","3","2889","國票金","4725820.00","2.00","185426524.00","148815253.00","699406.00","--","289133.00","51366607.00","73205.00","--","--","--","--","5535677.00","--","17790620.00","394145.00","6957042.00","151660.00","269009.00","334011.00","7335579.00","430163693.00","--","28918677.00","3848775.00","--","271203210.00","28224604.00","22883635.00","562842.00","--","--","--","--","--","1774911.00","13527263.00","149879.00","56078.00","6865092.00","378014966.00","36335635.00","403368.00","5061009.00","2885968.00","0.00","--","44685980.00","7462747.00","52148727.00","0.00","0.00","0.00","12.30"
"115/02/02","114","3","2890","永豐金","34669377.00","245497575.00","135988307.00","402073811.00","310254143.00","--","83540325.00","161761844.00","386326.00","--","--","1702488303.00","--","1044629.00","--","86960045.00","2107798.00","13708228.00","4417964.00","8236177.00","3497400.00","33169909.00","3229802161.00","82207352.00","--","75451222.00","--","58164932.00","92225189.00","88271892.00","2765748.00","--","2407348145.00","62842156.00","9636820.00","18437.00","2742508.00","106573481.00","4009841.00","1665790.00","17126498.00","3011050011.00","131171698.00","6131053.00","83738486.00","-4261120.00","--","--","216780117.00","1972033.00","218752150.00","--","0.00","0.00","16.53"
