股票代號,股票名稱,收盤價,收盤日,配股方式,近一年股利,近一年股利值利率,115現金股利,114現金股利,113現金股利,112現金股利,111現金股利,110現金股利,109現金股利,108現金股利,107現金股利,115殖利率,114殖利率,113殖利率,112殖利率,111殖利率,110殖利率,109殖利率,108殖利率,107殖利率,115ROE,114ROE,113ROE,112ROE,111ROE,110ROE,109ROE,108ROE,107ROE,115EPS_年度,114EPS_年度,113EPS_年度,112EPS_年度,111EPS_年度,110EPS_年度,109EPS_年度,108EPS_年度,107EPS_年度,近3年平均股息,近5年平均股息,近8年平均股息,近3年平均殖利率,近5年平均殖利率,近8年平均殖利率,近3年平均ROE,近5年平均ROE,近8年平均ROE,近3年平均配息率,近5年平均配息率,近8年平均配息率,114Q4_EPS,114Q3_EPS,114Q2_EPS,114Q1_EPS,113Q4_EPS,113Q3_EPS,113Q2_EPS,113Q1_EPS,114Q4_vs_113Q4_EPS差率,114Q3_vs_113Q3_EPS差率,114Q2_vs_113Q2_EPS差率,114Q1_vs_113Q1_EPS差率,近四季EPS總合,近四季_vs_前年度_EPS差率
6488,環球晶,620.0,2026-04-27,半年配,7.7,1.24,,7.7,11.0,19.0,16.0,16.0,18.0,22.0,25.0,,1.24,1.77,3.06,2.58,2.58,2.9,3.55,4.03,,,12.5,32.74,30.75,26.44,29.37,30.91,35.32,,,21.06,45.41,35.31,27.27,30.11,31.35,31.18,12.57,13.94,16.84,2.02,2.25,2.71,22.62,25.61,28.29,47.04,49.51,58.31,,10.68,6.56,3.05,21.06,20.19,14.04,8.1,,-47.1,-53.28,-62.35,10.68,-49.29
6491,晶碩,283.5,2026-04-24,年配,10.0,3.53,,10.0,11.0,10.0,10.0,8.5,5.0,2.5,1.5,,3.53,3.88,3.53,3.53,3.0,1.76,0.88,0.53,,14.48,17.62,20.38,25.77,24.71,16.54,15.69,31.14,,20.87,23.47,22.83,22.03,17.84,10.22,7.62,9.02,10.33,9.9,7.31,3.65,3.49,2.58,17.49,20.59,20.79,46.2,46.33,41.25,20.87,15.38,10.29,6.27,23.47,18.23,12.62,6.54,-11.08,-15.63,-18.46,-4.13,20.87,-11.08
6492,生華科,50.3,2026-04-27,年配,0.0,0.0,,,,,,,,,,,,,,,,,,,,,-25.06,-20.22,-19.52,-15.33,-22.5,-38.41,-27.06,,,-3.29,-3.32,-3.92,-3.67,-4.49,-5.26,-5.05,,,,,,,-22.64,-20.03,-24.01,,,,,-2.06,-1.32,-0.69,-3.29,-2.4,-1.49,-0.71,,14.17,11.41,2.82,-2.06,37.39
6494,九齊,52.6,2026-04-27,年配,1.0,1.9,,1.0,2.36,1.62,6.5,8.0,3.5,2.0,2.2,,1.9,4.49,3.08,12.36,15.21,6.65,3.8,4.18,,,7.67,4.99,25.31,57.37,17.81,12.71,13.65,,,2.63,1.8,9.54,17.21,3.94,2.65,2.65,1.66,3.9,3.4,3.16,7.41,6.46,6.33,23.84,19.93,89.86,73.59,77.38,,-1.8,-1.93,-0.3,2.63,2.43,2.21,0.63,,-174.07,-187.33,-147.62,-1.8,-168.44
6496,科懋,25.35,2026-04-27,年配,0.0,0.0,,,,,,,1.0,1.0,3.0,,,,,,,3.94,3.94,11.83,,,-9.42,-7.87,-2.77,-1.25,2.78,5.4,16.35,,,-2.14,-1.98,-0.74,-0.34,0.76,1.52,4.75,,,1.67,,,6.57,-8.64,-5.33,0.46,,,86.84,,-3.12,-1.92,-0.89,-2.14,-1.67,-1.19,-0.73,,-86.83,-61.34,-21.92,-3.12,-45.79
6498,久禾光,88.2,2026-04-27,年配,4.5,5.1,,4.5,2.64058707,2.5,2.4816902,0.99068879,1.0,0.15,,,5.1,2.99,2.83,2.81,1.12,1.13,0.17,,,,25.82,34.07,24.33,29.19,30.08,7.42,7.61,,,5.57,6.17,3.64,4.25,3.68,0.75,0.73,3.21,2.62,2.04,3.64,2.97,2.31,29.94,28.35,22.65,43.96,44.86,37.77,,4.61,2.46,1.5,5.57,3.48,1.64,,,32.47,50.0,,4.61,-17.24
6499,益安,82.7,2026-04-27,年配,0.0,0.0,,,,,0.5,1.0,,,,,,,,0.6,1.21,,,,,,-44.56,-42.09,-12.66,59.43,-6.93,-13.97,12.95,,,-8.74,-13.09,-4.95,28.54,-2.91,-3.96,4.94,,0.75,0.75,,0.9,0.9,-43.32,-9.97,-6.83,,-3.3,-3.3,,-5.76,-3.86,-1.93,-8.74,-6.48,-4.48,-2.17,,11.11,13.84,11.06,-5.76,34.1
6504,南六,40.0,2026-04-24,年配,1.0,2.5,,1.0,1.0,1.1,1.0,1.2,12.0,4.5,5.0,,2.5,2.5,2.75,2.5,3.0,30.0,11.25,12.5,,-2.24,2.82,3.42,1.65,3.02,39.43,17.05,19.96,,-1.09,1.39,1.65,0.8,1.62,20.02,7.25,8.16,1.03,1.06,3.35,2.58,2.65,8.38,1.33,1.73,10.64,15.62,49.19,53.65,-1.09,-2.15,-2.64,0.59,1.39,0.26,0.89,0.98,-178.42,-926.92,-396.63,-39.8,-1.09,-178.42
6505,台塑化,51.6,2026-04-24,年配,1.2,2.33,,1.2,0.8,2.0,1.1,3.8,0.59,2.9,4.8,,2.33,1.55,3.88,2.13,7.36,1.14,5.62,9.3,,2.98,1.81,6.64,4.24,14.64,2.28,10.89,17.54,,1.04,0.63,2.3,1.51,5.19,0.78,3.86,6.31,1.33,1.78,2.15,2.59,3.45,4.16,3.81,6.06,7.63,109.77,95.08,87.78,1.04,0.5,-0.4,0.39,0.63,0.49,0.81,0.53,65.08,2.04,-149.38,-26.42,1.04,65.08
6506,雙邦,17.2,2026-04-27,年配,1.0,5.81,,1.0,0.8,0.4,1.2,2.0,0.8,1.1,1.0,,5.81,4.65,2.33,6.98,11.63,4.65,6.4,5.81,,,3.89,-1.47,19.43,6.01,4.62,8.76,8.22,,,0.75,0.01,3.2,0.83,0.71,1.39,1.32,0.73,1.08,1.04,4.26,6.28,6.03,1.21,6.96,7.07,2053.34,1096.28,664.67,,0.72,0.49,0.41,0.75,0.54,0.7,0.4,,33.33,-30.0,2.5,0.72,-4.0
6508,惠光,25.45,2026-04-27,年配,0.5,1.96,,0.5,1.0,1.0,2.7,3.0,1.6,1.8,1.5,,1.96,3.93,3.93,10.61,11.79,6.29,7.07,5.89,,,3.8,3.66,12.58,13.92,8.42,10.4,8.7,,,1.07,1.05,3.66,3.85,2.22,2.67,2.16,0.83,1.64,1.64,3.27,6.44,6.43,3.73,8.49,8.78,94.35,85.1,78.47,,0.27,0.13,0.41,1.07,1.03,0.95,0.5,,-73.79,-86.32,-18.0,0.27,-74.77
6509,聚和,41.35,2026-04-27,年配,1.4,3.39,,1.4,1.3,1.25,1.38,1.25,1.0,0.68,0.6,,3.39,3.14,3.02,3.34,3.02,2.42,1.64,1.45,,,11.16,11.79,17.88,14.24,10.09,7.81,6.27,,,2.71,2.48,3.46,2.48,1.63,1.21,0.96,1.32,1.32,1.11,3.18,3.18,2.68,11.48,13.77,11.32,49.18,47.16,52.67,,2.35,1.42,0.81,2.71,2.48,1.88,0.83,,-5.24,-24.47,-2.41,2.35,-13.28
6510,精測,3570.0,2026-04-27,年配,15.3,0.43,,15.3,7.8,0.5,11.75,13.6,12.0,10.0,10.0,,0.43,0.22,0.01,0.33,0.38,0.34,0.28,0.28,,,6.2,0.03,9.76,12.22,13.84,9.93,12.02,,,15.55,0.99,23.5,27.2,28.48,19.07,21.84,7.87,9.79,10.12,0.22,0.27,0.28,3.12,7.05,9.14,50.33,50.17,48.72,,21.73,13.32,6.75,15.55,5.72,2.47,0.43,,279.9,439.27,1469.77,21.73,39.74
6512,啟發電,19.15,2026-04-27,年配,0.0,0.0,,,,,0.11276216,,,,0.47204324,,,,,0.59,,,,2.46,,,-6.21,-6.05,5.53,-9.09,-4.15,-1.39,2.81,,,-0.95,-0.98,0.9,-1.51,-0.73,-0.26,0.52,,0.11,0.29,,0.59,1.52,-6.13,-3.96,-2.65,,12.53,51.66,,-0.33,-0.38,-0.04,-0.95,-0.44,-0.23,-0.12,,25.0,-65.22,66.67,-0.33,65.26
6515,穎崴,10060.0,2026-04-24,年配,50.0,0.5,,50.0,25.0,11.0,22.0,11.0,13.0,12.0,5.0,,0.5,0.25,0.11,0.22,0.11,0.13,0.12,0.05,,27.92,26.27,12.92,33.21,20.7,31.81,43.47,24.64,,46.93,34.31,13.52,32.22,14.46,17.42,19.0,8.61,28.67,23.8,18.62,0.29,0.24,0.19,22.37,24.2,27.62,86.92,81.02,75.12,46.93,33.4,22.97,17.21,34.31,24.08,12.33,5.81,36.78,38.7,86.29,196.21,46.93,36.78
6516,勤崴國際,61.2,2026-04-27,年配,2.34,3.82,,2.34,2.19,0.96,1.24,0.88,0.13,0.07,0.12,,3.82,3.58,1.57,2.03,1.44,0.21,0.11,0.2,,,7.76,5.93,7.8,4.72,0.56,0.39,10.14,,,1.47,1.2,1.71,1.09,0.14,0.08,1.46,1.83,1.52,0.99,2.99,2.49,1.62,6.84,6.55,5.33,114.49,95.56,81.54,,0.89,0.67,0.36,1.47,1.06,0.72,0.33,,-16.04,-6.94,9.09,0.89,-39.46
6517,保勝光學,57.1,2026-04-27,年配,1.5,2.63,,1.5,1.5,1.5,1.2,0.5,,,,,2.63,2.63,2.63,2.1,0.88,,,,,,17.74,21.33,25.88,21.89,16.02,3.09,16.41,,,3.67,3.88,3.8,2.18,1.3,0.22,1.09,1.5,1.24,1.24,2.63,2.17,2.17,19.53,21.71,17.48,39.76,33.51,33.51,,0.65,0.22,0.8,3.67,2.66,1.97,1.25,,-75.56,-88.83,-36.0,0.65,-82.29
6523,達爾膚,99.9,2026-04-27,季配,10.0,10.01,,10.0,11.0,10.0,8.0,15.219999999999999,4.0,3.86,,,10.01,11.01,10.01,8.01,15.24,4.0,3.86,,,,32.52,28.28,22.19,16.77,34.06,10.67,1.39,,,10.57,9.43,7.55,6.58,14.68,4.26,0.55,10.33,10.84,8.87,10.34,10.86,8.88,30.4,24.94,20.84,105.06,136.84,110.87,,5.84,3.37,3.44,10.57,7.45,5.3,3.6,,-21.61,-36.42,-4.44,5.84,-44.75
6525,捷敏-KY,92.8,2026-04-24,年配,5.0,5.39,,5.0,4.2,3.5,5.5,5.5,4.5,3.5,4.0,,5.39,4.53,3.77,5.93,5.93,4.85,3.77,4.31,,16.46,15.31,13.32,21.96,21.51,18.35,18.7,23.7,,5.88,5.15,4.39,7.21,6.65,5.31,5.15,6.6,4.23,4.74,4.46,4.56,5.11,4.81,15.03,17.71,18.66,82.1,81.06,77.33,5.88,4.38,2.53,1.42,5.15,3.61,2.47,1.21,14.17,21.33,2.43,17.36,5.88,14.17
6526,達發,601.0,2026-04-24,年配,13.5,2.25,,13.5,12.5,5.0,60.0,,,,,,2.25,2.08,0.83,9.98,,,,,,13.25,13.96,7.72,44.43,60.65,51.58,,,,17.32,16.1,6.47,19.9,15.79,13.56,,,10.33,22.75,22.75,1.72,3.78,3.78,11.64,28.0,31.93,77.62,133.59,133.59,17.32,14.0,9.0,4.36,16.1,12.34,7.25,2.46,7.58,13.45,24.14,77.24,17.32,7.58
6527,明達醫,68.2,2026-04-27,年配,2.9,4.25,,2.9,2.25,2.07,2.4,1.94,1.4,2.55,1.7,,4.25,3.3,3.04,3.52,2.84,2.05,3.74,2.49,,,14.16,12.67,15.39,11.08,8.23,15.66,15.83,,,5.02,4.13,4.82,3.24,2.34,4.26,3.28,2.41,2.31,2.15,3.53,3.39,3.15,13.42,13.32,13.29,47.47,51.15,53.73,,4.31,2.94,1.46,5.02,3.84,2.52,1.24,,12.24,16.67,17.74,4.31,-14.14
6530,創威,103.0,2026-04-27,年配,2.0,1.94,,2.0,1.55,1.2,1.5,1.1,1.0,0.674,0.622,,1.94,1.5,1.17,1.46,1.07,0.97,0.65,0.6,,,11.91,9.14,11.75,8.2,5.73,5.51,5.29,,,1.64,1.25,1.59,1.09,0.76,0.75,0.69,1.58,1.47,1.21,1.54,1.43,1.17,10.52,10.25,8.22,95.26,96.44,99.62,,1.4,0.82,0.46,1.64,1.16,0.74,0.33,,20.69,10.81,39.39,1.4,-14.63
6531,愛普*,788.0,2026-04-24,年配,7.0,0.89,,7.0,7.0,7.0,7.0,6.0,5.0,1.0,0.5,,0.89,0.89,0.89,0.89,0.76,0.63,0.13,0.06,,10.22,13.59,12.98,24.66,51.29,31.18,-16.46,4.41,,7.74,9.73,8.93,12.09,13.67,11.0,-5.33,1.55,7.0,6.8,5.06,0.89,0.86,0.64,12.26,22.55,16.48,80.26,68.51,50.19,7.74,3.03,-1.32,2.04,9.73,6.63,4.56,2.27,-20.45,-54.3,-128.95,-10.13,7.74,-20.45
6532,瑞耘,99.5,2026-04-27,年配,3.0,3.02,,3.0,2.6,2.4,2.75,1.8,2.0,1.8,2.3,,3.02,2.61,2.41,2.76,1.81,2.01,1.81,2.31,,,14.24,13.56,20.39,11.67,15.21,15.01,21.38,,,4.03,3.59,5.0,2.63,3.06,2.63,3.46,2.67,2.51,2.33,2.68,2.52,2.34,13.9,14.96,15.92,65.68,63.7,65.01,,2.25,1.28,1.29,4.03,2.71,1.67,0.86,,-16.97,-23.35,50.0,2.25,-44.17
6533,晶心科,247.0,2026-04-24,年配,0.0,0.0,,,,,1.5,2.84887117,0.741546,0.340122,0.69708658,,,,,0.61,1.15,0.3,0.14,0.28,,-8.9,0.04,-2.08,7.29,5.42,2.97,1.36,3.55,,-8.2,0.04,-2.01,7.03,3.59,0.82,0.38,0.97,,2.17,1.23,,0.88,0.5,-3.65,0.35,1.21,,50.35,70.5,-8.2,-7.68,-7.85,-2.26,0.04,-2.58,-2.54,-1.0,-20600.0,-197.67,-209.06,-126.0,-8.2,-20600.0
6534,正瀚-創,96.7,2026-04-24,半年配,4.8,4.96,,4.8,4.1,4.09,3.88,1.5,0.5,1.1,1.0,,4.96,4.24,4.23,4.01,1.55,0.52,1.14,1.03,,17.39,18.41,20.11,24.43,18.2,6.77,13.46,24.86,,4.51,4.63,4.76,4.79,3.45,1.19,2.37,4.77,4.33,3.67,2.62,4.48,3.8,2.71,18.64,19.71,17.95,93.63,81.08,64.35,4.51,4.09,4.25,3.89,4.63,4.45,5.34,4.08,-2.59,-8.09,-20.41,-4.66,4.51,-2.59
6535,順藥,126.0,2026-04-27,年配,0.0,0.0,,,,,,,,,,,,,,,,,,,,,-26.03,-16.16,-26.63,5.18,-24.54,-20.78,-5.13,,,-2.6,-1.47,-3.05,0.64,-2.67,-2.05,-0.51,,,,,,,-21.1,-15.91,-16.3,,,,,-1.71,-1.52,-0.63,-2.6,-1.7,-0.3,-0.71,,-0.59,-406.67,11.27,-1.71,34.23
6538,倉和,69.9,2026-04-27,年配,1.5,2.15,,1.5,7.0,7.0,3.3,2.5,7.0,2.5,1.0,,2.15,10.01,10.01,4.72,3.58,10.01,3.58,1.43,,,17.04,18.3,9.98,8.91,26.81,21.79,0.17,,,9.23,9.11,4.57,4.13,11.52,9.39,0.07,5.17,4.26,3.98,7.39,6.09,5.69,17.67,13.56,14.71,76.34,71.35,257.34,,1.47,1.45,1.03,9.23,8.12,6.66,2.95,,-81.9,-78.23,-65.08,1.47,-84.07
6541,泰福-KY,40.1,2026-04-24,年配,0.0,0.0,,,,,,,,,,,,,,,,,,,,-45.55,-161.17,-193.18,-78.41,-56.99,-74.47,-62.77,-47.56,,-6.13,-8.9,-16.58,-4.65,-4.74,-7.84,-9.26,-8.32,,,,,,,-133.3,-107.06,-90.01,,,,-6.13,-4.53,-3.5,-2.09,-8.9,-7.25,-5.37,-3.12,31.12,37.52,34.82,33.01,-6.13,31.12
6542,隆中,49.3,2026-04-27,年配,0.02,0.04,,0.02,1.83,1.0,,,,,0.8548,,0.04,3.71,2.03,,,,,1.73,,,9.64,12.71,15.51,-24.56,9.11,-2.11,14.21,,,2.03,2.43,2.35,-3.89,1.2,-2.55,3.49,0.95,0.95,0.93,1.93,1.93,1.88,11.18,3.32,4.93,65.65,65.65,51.93,,-0.46,-0.14,0.03,2.03,2.28,1.82,0.93,,-120.18,-107.69,-96.77,-0.46,-122.66
6546,正基,63.3,2026-04-27,年配,2.5,3.95,,2.5,3.5,3.5,6.5,6.0,4.0,1.5,,,3.95,5.53,5.53,10.27,9.48,6.32,2.37,,,,11.86,13.68,28.43,31.02,24.66,8.4,0.68,,,3.59,4.19,7.77,6.78,4.76,1.31,0.09,3.17,4.4,3.93,5.0,6.95,6.21,12.77,21.25,16.96,90.51,88.29,91.95,,1.72,0.71,0.97,3.59,2.55,1.89,0.98,,-32.55,-62.43,-1.02,1.72,-52.09
6547,高端疫苗,48.5,2026-04-27,年配,0.0,0.0,,,,,,,,,,,,,,,,,,,,,-2.09,-26.14,-30.39,36.08,-29.91,-41.47,-30.41,,,-0.24,-3.53,-4.56,6.65,-3.61,-3.97,-3.17,,,,,,,-14.12,-5.64,-17.76,,,,,-0.44,-0.37,-0.06,-0.24,-0.18,-0.18,-0.22,,-144.44,-105.56,72.73,-0.44,-83.33
6548,長科*,52.3,2026-04-27,季配,1.35,2.58,,1.35,1.72,1.6099999999999999,1.51,2.40233541,1.32,1.24,17.0,,2.58,3.29,3.08,2.89,4.59,2.52,2.37,32.5,,,17.54,15.58,30.62,25.13,15.19,12.19,16.54,,,2.02,1.67,3.01,4.81,2.19,1.72,23.6,1.56,1.72,3.52,2.98,3.29,6.73,16.56,22.22,18.97,90.78,70.42,69.44,,1.12,0.56,0.45,2.02,1.46,1.01,0.47,,-23.29,-44.55,-4.26,1.12,-44.55
6550,北極星藥業-KY,17.45,2026-04-24,年配,0.0,0.0,,,,,,,,,,,,,,,,,,,,-65.39,-35.42,-19.53,-14.48,-14.67,-20.34,-39.05,-125.22,,-5.1,-3.35,-2.12,-1.57,-1.09,-1.01,-2.46,-3.81,,,,,,,-40.11,-29.9,-41.76,,,,-5.1,-2.91,-2.02,-0.86,-3.35,-2.23,-1.26,-0.53,-52.24,-30.49,-60.32,-62.26,-5.1,-52.24
6552,易華電,30.35,2026-04-24,年配,0.0,0.0,,,0.2,0.3,0.45,2.0,1.5,2.0,2.0,,,0.66,0.99,1.48,6.59,4.94,6.59,6.59,,-54.26,0.51,0.3,2.8,12.8,6.56,25.32,12.22,,-14.35,0.16,0.09,0.88,3.91,1.57,5.24,2.2,0.25,0.74,1.21,0.82,2.43,3.98,-17.82,-7.57,0.78,229.16,140.16,112.18,-14.35,-3.5,-2.16,-0.69,0.16,0.36,1.07,0.27,-9068.75,-1072.22,-301.87,-355.56,-14.35,-9068.75
6556,勝品,69.8,2026-04-27,年配,3.5,5.01,,3.5,4.2,3.0,5.0,3.2,2.0,1.8,1.2,,5.01,6.02,4.3,7.16,4.58,2.87,2.58,1.72,,,17.87,13.64,23.56,11.87,5.94,6.51,3.45,,,8.85,6.17,9.91,4.46,2.23,2.55,1.4,3.57,3.78,2.99,5.11,5.41,4.28,15.76,16.74,11.83,48.04,54.57,66.32,,4.92,3.08,1.99,8.85,7.58,6.1,3.01,,-35.09,-49.51,-33.89,4.92,-44.41
6558,興能高,29.75,2026-04-24,年配,0.0,0.0,,,0.3,,,,0.3,1.0,1.20431584,,,1.01,,,,1.01,3.36,4.05,,-6.61,0.64,-2.99,-3.94,0.22,4.47,11.86,14.07,,-1.02,0.1,-0.48,-0.65,0.04,0.72,1.88,2.17,0.3,0.3,0.7,1.01,1.01,2.36,-2.99,-2.54,2.22,300.0,300.0,112.59,-1.02,-0.45,-0.56,-0.07,0.1,0.07,0.06,0.02,-1120.0,-742.86,-1033.33,-450.0,-1.02,-1120.0
6560,欣普羅,37.8,2026-04-27,年配,0.0,0.0,,,,,1.0,5.0,3.0,1.6,3.0,,,,,2.65,13.23,7.94,4.23,7.94,,,-1.49,-4.16,6.29,39.89,29.89,8.9,19.63,,,-0.26,-0.76,1.29,9.43,6.22,1.71,3.55,,3.0,2.72,,7.94,7.2,-2.82,10.13,14.14,,65.27,71.37,,-0.88,-1.23,0.2,-0.26,-0.62,-0.34,0.09,,-41.94,-261.76,122.22,-0.88,-238.46
6561,是方,355.5,2026-04-27,半年配,14.2,3.99,,14.2,12.5,10.6,9.0,9.3,8.8,7.0,6.5,,3.99,3.52,2.98,2.53,2.62,2.48,1.97,1.83,,,28.65,26.55,26.08,22.58,20.84,19.1,24.09,,,13.82,11.84,11.85,9.75,8.67,7.83,7.41,12.43,11.12,9.74,3.5,3.13,2.74,27.6,25.96,23.98,89.99,87.83,89.99,,11.71,8.24,3.57,13.82,9.73,6.41,3.11,,20.35,28.55,14.79,11.71,-15.27
6568,宏觀,249.5,2026-04-27,年配,2.0,0.8,,2.0,2.0,1.8,4.0,5.0,5.0,5.0,5.0,,0.8,0.8,0.72,1.6,2.0,2.0,2.0,2.0,,,8.16,2.89,8.16,11.39,12.84,16.3,17.73,,,3.85,1.38,4.05,5.65,7.43,8.85,8.85,1.93,2.96,3.72,0.77,1.18,1.49,5.52,7.65,11.07,91.19,92.41,78.56,,2.37,1.43,1.28,3.85,3.12,2.07,0.9,,-24.04,-30.92,42.22,2.37,-38.44
6569,醫揚,97.0,2026-04-27,年配,3.0,3.09,,3.0,3.96063027,5.0,5.0,4.0,5.5,6.0,6.5,,3.09,4.08,5.15,5.15,4.12,5.67,6.19,6.7,,,11.72,17.47,16.68,12.12,15.91,24.23,21.33,,,4.69,7.65,6.24,4.22,6.07,10.88,9.74,3.99,4.19,4.87,4.11,4.32,5.02,14.6,14.5,17.07,74.9,81.18,76.75,,1.69,0.81,0.19,4.69,3.01,2.66,1.52,,-43.85,-69.55,-87.5,1.69,-63.97
6570,維田,39.0,2026-04-27,年配,1.1,2.82,,1.1,1.5,2.6,4.0,3.0,1.0,1.4,1.8,,2.82,3.85,6.67,10.26,7.69,2.56,3.59,4.62,,,7.01,12.49,24.04,20.67,7.07,17.31,12.14,,,1.59,2.92,5.35,3.58,1.14,3.01,1.99,1.73,2.44,2.05,4.45,6.26,5.26,9.75,16.05,14.39,91.69,85.49,80.95,,0.74,0.49,0.22,1.59,1.22,0.8,0.53,,-39.34,-38.75,-58.49,0.74,-53.46
6573,虹揚-KY,12.85,2026-04-24,年配,0.0,0.0,,,,,,,,,0.25,,,,,,,,,1.95,,14.89,-12.61,-28.96,-22.25,-14.34,-17.34,-8.92,1.57,,1.23,-1.94,-2.91,-2.59,-1.93,-2.54,-1.57,0.55,,,0.25,,,1.95,-8.89,-12.65,-11.0,,,45.45,1.23,1.61,-0.98,-0.48,-1.94,-1.25,-1.33,-0.6,163.4,228.8,26.32,20.0,1.23,163.4
6574,霈方,103.0,2026-04-27,季配,3.0,2.91,,3.0,2.2,3.5,3.5,1.14,1.38,1.23,4.0,,2.91,2.14,3.4,3.4,1.11,1.34,1.19,3.88,,,13.77,7.3,10.65,2.12,6.64,14.2,17.0,,,4.1,2.12,3.09,0.63,1.91,4.04,4.95,2.9,2.67,2.49,2.82,2.59,2.42,10.54,8.46,10.24,109.38,128.24,99.5,,4.08,2.65,1.33,4.1,2.65,1.17,0.17,,53.96,126.5,682.35,4.08,-0.49
6576,逸達,81.5,2026-04-27,年配,0.0,0.0,,,,,,,,,,,,,,,,,,,,,-76.04,-96.17,-42.37,-36.15,-37.48,-69.88,-100.07,,,-7.87,-8.14,-4.0,-4.85,-5.04,-5.08,-6.55,,,,,,,-86.1,-62.68,-65.45,,,,,-4.78,-4.04,-1.9,-7.87,-4.35,-2.09,-0.88,,-9.89,-93.3,-115.91,-4.78,39.26
6577,勁豐,79.0,2026-04-27,年配,5.0,6.33,,5.0,6.0,1.0,4.45,3.85,5.0,4.75,4.39,,6.33,7.59,1.27,5.63,4.87,6.33,6.01,5.56,,,28.99,23.68,17.9,14.99,18.75,19.65,18.28,,,6.63,7.11,5.08,4.24,5.31,5.4,4.87,4.0,4.06,4.3,5.06,5.14,5.45,26.34,21.39,20.32,52.28,70.74,79.32,,3.59,1.92,1.42,6.63,5.01,3.25,2.18,,-28.34,-40.92,-34.86,3.59,-45.85
6578,達邦蛋白,15.95,2026-04-27,年配,0.0,0.0,,,0.4,0.55,1.0,,0.2,0.5,0.8,,,2.51,3.45,6.27,,1.25,3.13,5.02,,,1.14,-6.77,-6.37,-9.08,1.03,3.01,3.77,,,0.17,-1.07,-1.15,-1.92,0.24,0.72,0.94,0.48,0.65,0.58,2.98,4.08,3.6,-2.82,-5.27,-1.9,91.94,32.31,55.8,,-0.35,-0.18,0.03,0.17,0.16,0.19,0.11,,-318.75,-194.74,-72.73,-0.35,-305.88
6579,研揚,117.0,2026-04-24,年配,3.75,3.21,,3.75,5.15,6.5,5.0,3.1,3.0,3.2,4.1,,3.21,4.4,5.56,4.27,2.65,2.56,2.74,3.5,,6.78,9.41,10.87,13.27,6.13,5.56,8.01,12.75,,5.62,7.72,8.42,10.03,4.22,3.58,5.17,6.86,5.13,4.7,4.22,4.39,4.02,3.61,9.02,9.29,9.1,70.21,66.79,67.43,5.62,3.44,1.9,2.07,7.72,5.37,5.58,3.61,-27.2,-35.94,-65.95,-42.66,5.62,-27.2
6581,鋼聯,108.5,2026-04-24,年配,5.3,4.88,,5.3,6.0,4.3,6.5,4.0,3.0,2.6,4.98,,4.88,5.53,3.96,5.99,3.69,2.76,2.4,4.59,,15.34,19.38,11.95,24.24,15.38,11.65,11.34,26.68,,6.17,7.47,4.54,8.84,5.08,3.66,3.58,7.11,5.2,5.22,4.58,4.79,4.81,4.22,15.56,17.26,16.99,86.98,82.64,79.73,6.17,4.45,3.17,1.28,7.47,5.13,3.72,1.17,-17.4,-13.26,-14.78,9.4,6.17,-17.4
6582,申豐,31.25,2026-04-24,年配,0.0,0.0,,,1.0,,1.5,15.0,10.0,4.5,3.6,,,3.2,,4.8,48.0,32.0,14.4,11.52,,-0.69,1.75,-1.83,2.63,56.96,42.34,15.37,13.33,,-0.41,0.99,-1.02,1.65,32.74,16.85,5.01,4.08,1.0,5.83,5.93,3.2,18.67,18.99,-0.26,11.76,16.23,101.01,79.25,79.19,-0.41,-0.19,-0.8,-0.15,0.99,1.08,0.14,-0.23,-141.41,-117.59,-671.43,34.78,-0.41,-141.41
6584,南俊國際,690.0,2026-04-27,年配,2.5,0.36,,2.5,1.5,1.0,1.2,1.0,,0.6,0.6,,0.36,0.22,0.14,0.17,0.14,,0.09,0.09,,,9.25,0.48,9.07,6.99,-1.04,3.44,3.63,,,2.94,0.13,2.26,1.67,-0.24,0.8,0.84,1.67,1.44,1.2,0.24,0.21,0.17,4.86,6.45,4.55,410.12,233.31,179.94,,3.11,1.12,1.0,2.94,2.15,1.49,0.72,,44.65,-24.83,38.89,3.11,5.78
6585,鼎基,86.0,2026-04-24,年配,4.5,5.23,,4.5,7.92426074,3.9049343,3.0,3.0000239,1.5,0.5,1.0,,5.23,9.21,4.54,3.49,3.49,1.74,0.58,1.16,,10.31,20.39,13.39,9.88,12.04,2.78,1.84,3.46,,5.64,10.44,6.01,4.0,4.55,1.02,0.69,1.32,5.44,4.47,3.17,6.33,5.19,3.68,14.7,13.2,9.26,73.55,72.32,82.11,5.64,3.81,2.69,2.61,10.44,8.19,5.92,2.72,-45.98,-53.48,-54.56,-4.04,5.64,-45.98
6588,東典光電,121.5,2026-04-27,年配,0.0,0.0,,,,,,0.75,1.5,1.5,1.0,,,,,,0.62,1.23,1.23,0.82,,,-18.79,-11.04,-2.2,1.55,8.25,11.41,7.61,,,-5.36,-3.07,-0.66,0.48,2.23,2.41,1.61,,0.75,1.19,,0.62,0.98,-14.92,-7.62,-0.46,,156.25,86.96,,-2.13,-1.68,-0.7,-5.36,-2.63,-1.88,-0.96,,19.01,10.64,27.08,-2.13,60.26
