出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","107","4","5864","致和證","3237348.00","1416600.00","4653948.00","1021393.00","57068.00","1078461.00","2240475.00","119608.00","1226746.00","-11342.00","--","--","--","--","--","3575487.00","0.00","0.00","0.00","15.96"
"114/10/29","107","4","6015","宏遠證","10760056.00","815894.00","11575950.00","7716792.00","8288.00","7725080.00","3625008.00","266816.00","-72432.00","45876.00","-14398.00","3850870.00","--","--","--","3850870.00","0.00","0.00","2308000.00","10.69"
"114/10/29","107","4","6016","康和證","17313061.00","3366455.00","20679516.00","13207710.00","390144.00","13597854.00","6260803.00","259269.00","556882.00","143478.00","-184101.00","7036331.00","--","--","45331.00","7081662.00","0.00","0.00","26612000.00","11.74"
"114/10/29","107","4","6020","大展證","3972530.00","758696.00","4731226.00","872218.00","8962.00","881180.00","2523532.00","461.00","1205333.00","120242.00","--","3849568.00","--","--","478.00","3850046.00","0.00","0.00","0.00","15.25"
"114/10/29","107","4","6021","美好證","6148140.00","803642.00","6951782.00","1941893.00","52340.00","1994233.00","3067559.00","12157.00","1831545.00","46288.00","--","4957549.00","--","--","--","4957549.00","0.00","0.00","0.00","16.16"
"114/10/29","107","4","6023","元大期貨","70417004.00","2874850.00","73291854.00","64988102.00","83202.00","65071304.00","2322763.00","940976.00","3776318.00","1180493.00","--","8220550.00","--","--","--","8220550.00","0.00","0.00","0.00","35.39"
"114/10/29","107","4","6026","福邦證","4257742.00","569517.00","4827259.00","1539209.00","64.00","1539273.00","2427447.00","24314.00","443177.00","433.00","--","2895371.00","--","--","392615.00","3287986.00","--","315500.00","0.00","11.92"
