出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","107","3","5864","致和證","3633325.00","1446268.00","5079593.00","1398415.00","55500.00","1453915.00","2240475.00","119608.00","1248862.00","16733.00","--","--","--","--","--","3625678.00","0.00","0.00","0.00","16.18"
"114/10/29","107","3","6015","宏遠證","10962046.00","817120.00","11779166.00","7705315.00","10747.00","7716062.00","3682328.00","245066.00","93643.00","42067.00","0.00","4063104.00","--","--","--","4063104.00","0.00","0.00","0.00","11.03"
"114/10/29","107","3","6016","康和證","22074084.00","3400743.00","25474827.00","17649060.00","400391.00","18049451.00","6460803.00","209155.00","684176.00","151751.00","-123862.00","7382023.00","--","--","43353.00","7425376.00","0.00","0.00","18668000.00","11.77"
"114/10/29","107","3","6020","大展證","4032407.00","774544.00","4806951.00","904799.00","7569.00","912368.00","2523532.00","461.00","1234711.00","135396.00","--","3894100.00","--","--","483.00","3894583.00","0.00","0.00","0.00","15.43"
"114/10/29","107","3","6021","美好證","8090839.00","793305.00","8884144.00","3858832.00","52642.00","3911474.00","3067559.00","12157.00","1846190.00","46764.00","--","4972670.00","--","--","--","4972670.00","0.00","0.00","0.00","16.21"
"114/10/29","107","3","6023","元大期貨","63777039.00","2783397.00","66560436.00","58598257.00","68603.00","58666860.00","2322763.00","940976.00","3528820.00","1101017.00","--","7893576.00","--","--","--","7893576.00","0.00","0.00","0.00","33.98"
"114/10/29","107","3","6026","福邦證","4146170.00","653254.00","4799424.00","1422898.00","35.00","1422933.00","2420909.00","25873.00","516738.00","-113.00","0.00","2963407.00","0.00","--","413084.00","3376491.00","0.00","909000.00","0.00","12.21"
