出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","107","1","1409","新纖","90588226.00","56247145.00","146835371.00","102170933.00","8381123.00","110552056.00","16184093.00","1575732.00","7693820.00","2683500.00","-29834.00","28107311.00","--","8176004.00","36283315.00","--","0.00","4680487.00","17.42"
"114/10/29","107","1","1718","中纖","538607121.00","154180649.00","692787770.00","610969254.00","26569911.00","637539165.00","14294934.00","1677818.00","7227158.00","-186322.00","-1227909.00","21785679.00","--","33462926.00","55248605.00","--","0.00","291816145.00","19.15"
"114/10/29","107","1","2207","和泰車","148401874.00","64019346.00","212421220.00","119050100.00","35256860.00","154306960.00","5461792.00","263060.00","42968847.00","797612.00","--","49491311.00","--","8622949.00","58114260.00","0.00","0.00","0.00","90.61"
"114/10/29","107","1","2905","三商","131859035.00","968506730.00","1100365765.00","16053708.00","1047002609.00","1063056317.00","7654587.00","1012858.00","7526356.00","-351367.00","-532672.00","15309762.00","0.00","21999686.00","37309448.00","0.00","0.00","44215000.00","21.23"
