出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","107","3","1213","大飲","473936.00","983983.00","1457919.00","338948.00","424374.00","763322.00","566226.00","21938.00","106514.00","-81.00","--","694597.00","--","--","--","694597.00","0.00","0.00","0.00","12.27"
"114/10/29","107","3","1215","卜蜂","5667103.00","9712384.00","15379487.00","6415150.00","1996261.00","8411411.00","2679910.00","1663.00","2658545.00","1313666.00","--","6653784.00","--","--","314292.00","6968076.00","0.00","0.00","0.00","24.83"
"114/10/29","107","3","1216","統一","165863124.00","233517473.00","399380597.00","154604704.00","79123184.00","233727888.00","56820154.00","3930238.00","47027185.00","-4246632.00","--","103530945.00","--","--","62121764.00","165652709.00","0.00","0.00","0.00","18.22"
"114/10/29","107","3","1217","愛之味","2571940.00","10510505.00","13082445.00","3639309.00","3141291.00","6780600.00","4945134.00","258702.00","577751.00","-209950.00","0.00","5571637.00","--","--","730208.00","6301845.00","0.00","0.00","0.00","11.27"
"114/10/29","107","3","1218","泰山","4393948.00","5222039.00","9615987.00","2851273.00","369485.00","3220758.00","4999990.00","950883.00","769016.00","-125927.00","-203876.00","6390086.00","--","--","5143.00","6395229.00","0.00","0.00","13680042.00","13.14"
"114/10/29","107","3","1219","福壽","4059072.00","4509117.00","8568189.00","2556972.00","2257774.00","4814746.00","3220139.00","32946.00","521777.00","-4019.00","--","3770843.00","--","--","-17400.00","3753443.00","0.00","0.00","0.00","11.71"
"114/10/29","107","3","1220","台榮","1926551.00","1105688.00","3032239.00","425098.00","210292.00","635390.00","1770779.00","1413.00","449416.00","0.00","0.00","2221608.00","--","--","175241.00","2396849.00","--","0.00","0.00","12.55"
"114/10/29","107","3","1225","福懋油","4054202.00","2522716.00","6576918.00","2108583.00","967983.00","3076566.00","2187030.00","121015.00","844104.00","-73294.00","--","3078855.00","--","--","421497.00","3500352.00","--","0.00","0.00","14.08"
"114/10/29","107","3","1227","佳格","15404853.00","6999438.00","22404291.00","6619383.00","543391.00","7162774.00","9150897.00","93045.00","6147065.00","-352026.00","-21182.00","15017799.00","--","--","223718.00","15241517.00","0.00","0.00","6669471.00","16.53"
"114/10/29","107","3","1229","聯華","2634230.00","27867559.00","30501789.00","4227837.00","1170341.00","5398178.00","10521332.00","734570.00","10345593.00","3433976.00","-2393.00","25033078.00","--","--","70533.00","25103611.00","--","0.00","116000.00","23.80"
"114/10/29","107","3","1231","聯華食","3899334.00","3266188.00","7165522.00","2623153.00","1273662.00","3896815.00","1662813.00","72657.00","1504224.00","11650.00","--","3251344.00","--","--","17363.00","3268707.00","--","0.00","0.00","19.55"
"114/10/29","107","3","1232","大統益","4612842.00","668268.00","5281110.00","1557245.00","71530.00","1628775.00","1599749.00","23784.00","1978976.00","-7000.00","--","3595509.00","--","--","56826.00","3652335.00","0.00","0.00","0.00","22.48"
"114/10/29","107","3","1233","天仁","770788.00","1326417.00","2097205.00","428385.00","116048.00","544433.00","905919.00","45204.00","498048.00","102397.00","-2754.00","1548814.00","--","--","3958.00","1552772.00","--","0.00","60000.00","17.11"
"114/10/29","107","3","1234","黑松","8120874.00","15472512.00","23593386.00","3699890.00","2358562.00","6058452.00","4018711.00","184583.00","13399774.00","-68134.00","0.00","17534934.00","--","--","0.00","17534934.00","--","0.00","0.00","43.63"
"114/10/29","107","3","1235","興泰","5277408.00","1829709.00","7107117.00","1556835.00","54723.00","1611558.00","879603.00","41515.00","648499.00","3935895.00","-9953.00","5495559.00","--","--","0.00","5495559.00","--","0.00","1978138.00","93.65"
"114/10/29","107","3","1236","宏亞","583902.00","2076441.00","2660343.00","376042.00","486963.00","863005.00","1083425.00","33759.00","399120.00","281034.00","0.00","1797338.00","--","--","0.00","1797338.00","0.00","0.00","0.00","16.59"
"114/10/29","107","3","1256","鮮活果汁-KY","1459723.00","1191641.00","2651364.00","793800.00","150032.00","943832.00","307656.00","425602.00","1023324.00","-82581.00","--","1674001.00","--","--","33531.00","1707532.00","--","0.00","0.00","54.41"
"114/10/29","107","3","1301","台塑","198068391.00","319361084.00","517429475.00","82327143.00","67245742.00","149572885.00","63657408.00","11725316.00","196384701.00","96089165.00","--","367856590.00","--","--","--","367856590.00","0.00","0.00","0.00","57.79"
"114/10/29","107","3","1303","南亞","232335142.00","355464304.00","587799446.00","94665915.00","101181159.00","195847074.00","79308216.00","26737596.00","217844697.00","56945992.00","--","380836501.00","--","--","11115871.00","391952372.00","0.00","0.00","0.00","48.02"
"114/10/29","107","3","1304","台聚","35094126.00","33587384.00","68681510.00","14724120.00","17308576.00","32032696.00","11887635.00","258605.00","6907149.00","-123463.00","-475606.00","18454320.00","--","--","18194494.00","36648814.00","--","0.00","116465574.00","17.21"
"114/10/29","107","3","1305","華夏","6459308.00","6662723.00","13122031.00","2099448.00","2311154.00","4410602.00","5067596.00","8234.00","3143307.00","48743.00","--","8267880.00","--","--","443549.00","8711429.00","0.00","0.00","0.00","16.32"
"114/10/29","107","3","1307","三芳","7716522.00","6776799.00","14493321.00","3798530.00","2605908.00","6404438.00","3978181.00","140028.00","4040649.00","-69975.00","--","8088883.00","--","--","--","8088883.00","--","0.00","0.00","20.33"
"114/10/29","107","3","1308","亞聚","3635349.00","11272937.00","14908286.00","1854725.00","3191086.00","5045811.00","5543827.00","20150.00","4079192.00","219306.00","0.00","9862475.00","0.00","--","--","9862475.00","0.00","0.00","0.00","17.79"
"114/10/29","107","3","1309","台達化","6386681.00","3365643.00","9752324.00","4131523.00","1429403.00","5560926.00","3276518.00","765.00","898494.00","15621.00","--","4191398.00","--","--","--","4191398.00","0.00","0.00","0.00","12.79"
"114/10/29","107","3","1310","台苯","4571326.00","6529261.00","11100587.00","2723405.00","585329.00","3308734.00","5278698.00","67069.00","2520688.00","-332652.00","--","7533803.00","--","--","258050.00","7791853.00","--","0.00","0.00","14.27"
"114/10/29","107","3","1312","國喬","10539386.00","19679719.00","30219105.00","3018894.00","1370221.00","4389115.00","9266203.00","180533.00","12371094.00","1073133.00","-55577.00","22835386.00","--","--","2994604.00","25829990.00","--","0.00","2023473.00","24.70"
"114/10/29","107","3","1313","聯成","22642264.00","25535627.00","48177891.00","16840464.00","10519633.00","27360097.00","12939216.00","1263279.00","5055118.00","1751482.00","-191301.00","20817794.00","--","--","--","20817794.00","0.00","0.00","20000000.00","16.34"
"114/10/29","107","3","1314","中石化","22032767.00","65916455.00","87949222.00","5375724.00","15137173.00","20512897.00","26998573.00","1260386.00","40053208.00","-1160491.00","--","67151676.00","--","--","284649.00","67436325.00","--","0.00","0.00","24.87"
"114/10/29","107","3","1315","達新","4724686.00","5568835.00","10293521.00","1265921.00","902160.00","2168081.00","1980000.00","96163.00","3814073.00","2342804.00","-118879.00","8114161.00","0.00","--","11279.00","8125440.00","0.00","0.00","7137000.00","42.51"
"114/10/29","107","3","1316","上曜","4094228.00","807969.00","4902197.00","1994715.00","312458.00","2307173.00","1290725.00","94232.00","280115.00","82499.00","-150527.00","1597044.00","--","--","997980.00","2595024.00","0.00","0.00","16118800.00","14.14"
"114/10/29","107","3","1319","東陽","9240012.00","27823264.00","37063276.00","7644563.00","8102392.00","15746955.00","5914771.00","4149368.00","10610884.00","-280744.00","--","20394279.00","--","--","922042.00","21316321.00","--","0.00","0.00","34.48"
"114/10/29","107","3","1321","大洋","1770022.00","9824218.00","11594240.00","1067043.00","5093334.00","6160377.00","2272283.00","7792.00","2793305.00","396672.00","-36189.00","5433863.00","--","--","--","5433863.00","0.00","0.00","6542716.00","24.62"
"114/10/29","107","3","1323","永裕","2337078.00","1788464.00","4125542.00","581258.00","1365774.00","1947032.00","912745.00","57636.00","1010812.00","-99674.00","-2813.00","1878706.00","--","--","299804.00","2178510.00","0.00","0.00","1200017.00","20.86"
"114/10/29","107","3","1324","地球","835345.00","471541.00","1306886.00","269544.00","39193.00","308737.00","751219.00","0.00","264960.00","-18030.00","0.00","998149.00","--","--","0.00","998149.00","0.00","0.00","0.00","13.29"
"114/10/29","107","3","1325","恆大","1036730.00","865968.00","1902698.00","62935.00","64844.00","127779.00","852812.00","3264.00","870928.00","-23053.00","--","1703951.00","--","--","70968.00","1774919.00","0.00","0.00","0.00","19.98"
"114/10/29","107","3","1326","台化","277849233.00","352289896.00","630139129.00","111765446.00","57219629.00","168985075.00","58611863.00","9110824.00","192260074.00","129518099.00","-539014.00","388961846.00","--","--","72192208.00","461154054.00","0.00","0.00","27418610.00","66.67"
"114/10/29","107","3","1337","再生-KY","3600007.00","6084493.00","9684500.00","404951.00","63171.00","468122.00","2689547.00","2974514.00","4071523.00","-519206.00","--","9216378.00","--","--","--","9216378.00","--","0.00","0.00","34.27"
"114/10/29","107","3","1338","廣華-KY","5939181.00","3822331.00","9761512.00","2604903.00","486258.00","3091161.00","838400.00","2787090.00","3291909.00","-531464.00","--","6385935.00","--","--","284416.00","6670351.00","0.00","0.00","0.00","76.17"
"114/10/29","107","3","1339","昭輝","2336086.00","4122075.00","6458161.00","1973377.00","1040566.00","3013943.00","741389.00","1188790.00","1433511.00","-78847.00","--","3284843.00","--","--","159375.00","3444218.00","--","0.00","0.00","44.31"
"114/10/29","107","3","1340","勝悅-KY","5377731.00","1495926.00","6873657.00","299001.00","11720.00","310721.00","1390208.00","2540814.00","3141390.00","-509476.00","--","6562936.00","--","--","--","6562936.00","--","0.00","0.00","47.21"
"114/10/29","107","3","1341","富林-KY","1180445.00","794638.00","1975083.00","948698.00","169274.00","1117972.00","439000.00","389552.00","259381.00","-230822.00","--","857111.00","0.00","--","--","857111.00","--","0.00","0.00","19.52"
"114/10/29","107","3","1402","遠東新","124369095.00","421848176.00","546217271.00","119897686.00","161022053.00","280919739.00","53528751.00","2908409.00","149185608.00","-3416363.00","-25063.00","202181342.00","--","--","63116190.00","265297532.00","0.00","0.00","779000.00","37.78"
"114/10/29","107","3","1410","南染","730339.00","775125.00","1505464.00","97624.00","176865.00","274489.00","720000.00","21784.00","454166.00","-14968.00","--","1180982.00","--","--","49993.00","1230975.00","0.00","0.00","0.00","16.40"
"114/10/29","107","3","1413","宏洲","746242.00","1442945.00","2189187.00","695498.00","424155.00","1119653.00","1321124.00","0.00","-248232.00","-3358.00","--","--","--","--","--","1069534.00","--","0.00","0.00","8.10"
"114/10/29","107","3","1414","東和","884878.00","3565818.00","4450696.00","654741.00","698247.00","1352988.00","2200000.00","0.00","994506.00","-96798.00","0.00","--","--","--","--","3097708.00","--","0.00","0.00","14.08"
"114/10/29","107","3","1416","廣豐","1918028.00","6464904.00","8382932.00","1314949.00","2975983.00","4290932.00","1853422.00","119515.00","1984275.00","134788.00","--","4092000.00","--","--","0.00","4092000.00","--","0.00","0.00","22.08"
"114/10/29","107","3","1417","嘉裕","2055454.00","2176344.00","4231798.00","693462.00","122965.00","816427.00","3798837.00","--","-878891.00","495425.00","--","3415371.00","--","--","--","3415371.00","--","0.00","0.00","8.99"
"114/10/29","107","3","1418","東華","454885.00","1407627.00","1862512.00","90088.00","1676080.00","1766168.00","568343.00","8005.00","-333214.00","-65868.00","-80969.00","96297.00","--","--","47.00","96344.00","0.00","0.00","2543000.00","1.77"
"114/10/29","107","3","1419","新紡","2471567.00","10689692.00","13161259.00","3246834.00","871199.00","4118033.00","3000413.00","5641.00","2178419.00","3830271.00","-13174.00","9001570.00","--","--","41656.00","9043226.00","--","0.00","803829.00","30.08"
"114/10/29","107","3","1423","利華","1592983.00","1366473.00","2959456.00","371135.00","199333.00","570468.00","1384000.00","122705.00","531924.00","350359.00","--","--","--","--","--","2388988.00","--","0.00","0.00","17.26"
"114/10/29","107","3","1432","大魯閣","1045838.00","1669209.00","2715047.00","690981.00","74109.00","765090.00","1679376.00","679352.00","-534504.00","-25602.00","0.00","1798622.00","--","--","151335.00","1949957.00","0.00","0.00","0.00","10.71"
"114/10/29","107","3","1434","福懋","25277857.00","83004122.00","108281979.00","8959150.00","10014914.00","18974064.00","16846646.00","1261773.00","19209462.00","45841685.00","-19500.00","83140066.00","--","--","6167849.00","89307915.00","0.00","0.00","2243228.00","49.42"
"114/10/29","107","3","1435","中福","378853.00","697801.00","1076654.00","15148.00","165983.00","181131.00","1397801.00","1302.00","-137252.00","-207037.00","-159275.00","895539.00","--","--","-16.00","895523.00","--","0.00","14424000.00","7.14"
"114/10/29","107","3","1436","華友聯","5416992.00","2712296.00","8129288.00","3119394.00","2513867.00","5633261.00","796950.00","245201.00","1446849.00","7027.00","--","2496027.00","--","--","--","2496027.00","0.00","0.00","0.00","31.32"
"114/10/29","107","3","1437","勤益控","1526783.00","8577341.00","10104124.00","191641.00","4396102.00","4587743.00","2033713.00","291244.00","2887414.00","278377.00","0.00","5490748.00","--","--","25633.00","5516381.00","0.00","0.00","0.00","27.00"
"114/10/29","107","3","1438","三地開發","570753.00","32451.00","603204.00","1712.00","68800.00","70512.00","1024115.00","81330.00","-550753.00","-22000.00","--","--","--","--","--","532692.00","--","0.00","0.00","5.20"
"114/10/29","107","3","1439","雋揚","1348149.00","685764.00","2033913.00","16451.00","149974.00","166425.00","920000.00","8686.00","939050.00","-248.00","0.00","1867488.00","--","--","--","1867488.00","--","0.00","0.00","20.30"
"114/10/29","107","3","1440","南紡","12146793.00","32065467.00","44212260.00","10908339.00","7815837.00","18724176.00","16568159.00","64650.00","8892697.00","-184371.00","--","25341135.00","--","--","146949.00","25488084.00","0.00","0.00","0.00","15.30"
"114/10/29","107","3","1441","大東","840101.00","1785360.00","2625461.00","909365.00","129924.00","1039289.00","781124.00","0.00","668310.00","136738.00","--","1586172.00","--","--","--","1586172.00","0.00","0.00","0.00","20.31"
"114/10/29","107","3","1442","名軒","9518921.00","727916.00","10246837.00","3021606.00","1966658.00","4988264.00","3009712.00","930009.00","1316176.00","2676.00","--","5258573.00","--","--","--","5258573.00","--","0.00","0.00","17.47"
"114/10/29","107","3","1443","立益物流","849755.00","4222856.00","5072611.00","3676009.00","606647.00","4282656.00","1353430.00","701.00","-767436.00","558620.00","-9056.00","1136259.00","--","--","-346304.00","789955.00","0.00","0.00","460610.00","8.42"
"114/10/29","107","3","1444","力麗","7149837.00","13397884.00","20547721.00","5970588.00","2569591.00","8540179.00","9573029.00","76211.00","1042474.00","185544.00","-28470.00","10848788.00","--","--","1158754.00","12007542.00","--","0.00","10774028.00","11.46"
"114/10/29","107","3","1445","大宇","1027457.00","1118377.00","2145834.00","174035.00","162849.00","336884.00","1386670.00","158669.00","243068.00","20543.00","0.00","1808950.00","--","--","0.00","1808950.00","0.00","0.00","0.00","13.05"
"114/10/29","107","3","1446","宏和","3213745.00","549713.00","3763458.00","528884.00","1619956.00","2148840.00","1377095.00","199279.00","86660.00","-48416.00","0.00","1614618.00","--","--","0.00","1614618.00","0.00","0.00","0.00","11.72"
"114/10/29","107","3","1447","力鵬","10408970.00","10556945.00","20965915.00","7182900.00","2646628.00","9829528.00","9144872.00","116588.00","1652661.00","-148510.00","-432448.00","10333163.00","--","--","803224.00","11136387.00","--","0.00","90948106.00","12.55"
"114/10/29","107","3","1449","佳和","2120574.00","3726942.00","5847516.00","2591308.00","2321448.00","4912756.00","1200000.00","35165.00","-951646.00","461606.00","-14290.00","730835.00","--","--","203925.00","934760.00","--","0.00","317686.00","6.11"
"114/10/29","107","3","1451","年興","6515804.00","3973908.00","10489712.00","2319916.00","663685.00","2983601.00","1980000.00","419715.00","5472078.00","-365754.00","--","7506039.00","--","--","72.00","7506111.00","--","0.00","0.00","37.91"
"114/10/29","107","3","1452","宏益","1725457.00","930567.00","2656024.00","155408.00","55092.00","210500.00","1326414.00","151962.00","957104.00","10044.00","--","2445524.00","--","--","--","2445524.00","0.00","0.00","0.00","18.44"
"114/10/29","107","3","1453","大將","1151804.00","208461.00","1360265.00","15589.00","60.00","15649.00","896747.00","2762.00","432006.00","0.00","--","1331515.00","--","--","13101.00","1344616.00","--","0.00","0.00","14.85"
"114/10/29","107","3","1454","台富","1126019.00","920180.00","2046199.00","372635.00","80945.00","453580.00","1403098.00","74808.00","111396.00","80335.00","-77032.00","1592605.00","--","--","14.00","1592619.00","--","0.00","7714103.00","12.01"
"114/10/29","107","3","1455","集盛","6477047.00","5970693.00","12447740.00","4304597.00","286433.00","4591030.00","6117634.00","360363.00","1388909.00","-10196.00","--","7856710.00","--","--","--","7856710.00","--","0.00","0.00","12.84"
"114/10/29","107","3","1456","怡華","2766517.00","1953367.00","4719884.00","1869598.00","1718415.00","3588013.00","937200.00","18377.00","1150432.00","-974138.00","--","--","--","--","--","1131871.00","0.00","0.00","0.00","12.08"
"114/10/29","107","3","1457","宜進","2141933.00","14116245.00","16258178.00","2549771.00","6579655.00","9129426.00","3016476.00","367743.00","1137933.00","9917.00","-296338.00","4235731.00","--","--","2893021.00","7128752.00","0.00","0.00","73616880.00","18.58"
"114/10/29","107","3","1459","聯發","4378363.00","3874728.00","8253091.00","3348237.00","1263741.00","4611978.00","3586289.00","219285.00","468077.00","-264792.00","-513573.00","3495286.00","--","--","145827.00","3641113.00","0.00","0.00","41144531.00","11.01"
"114/10/29","107","3","1460","宏遠","5791741.00","6355062.00","12146803.00","5515048.00","1472641.00","6987689.00","4998374.00","99644.00","454548.00","-60626.00","-332836.00","5159104.00","--","--","10.00","5159114.00","--","0.00","25555944.00","10.88"
"114/10/29","107","3","1463","強盛新","1547325.00","1143736.00","2691061.00","199154.00","97266.00","296420.00","1732684.00","248563.00","438715.00","-42462.00","-108791.00","2268709.00","--","--","125932.00","2394641.00","0.00","0.00","8874795.00","13.80"
"114/10/29","107","3","1464","得力","8543213.00","7560997.00","16104210.00","7639213.00","3388341.00","11027554.00","3345657.00","653961.00","663396.00","-310266.00","-12681.00","4340067.00","--","--","736589.00","5076656.00","--","0.00","1137197.00","13.02"
"114/10/29","107","3","1465","偉全","1704048.00","646119.00","2350167.00","335980.00","22639.00","358619.00","1036073.00","333802.00","283097.00","-43658.00","--","1609314.00","--","--","382234.00","1991548.00","--","0.00","0.00","15.53"
"114/10/29","107","3","1466","聚隆","1753989.00","2070027.00","3824016.00","1245355.00","904522.00","2149877.00","1111573.00","452298.00","113857.00","-3589.00","0.00","1674139.00","0.00","--","0.00","1674139.00","0.00","0.00","0.00","15.06"
"114/10/29","107","3","1467","南緯","4136590.00","3148730.00","7285320.00","3349431.00","1679760.00","5029191.00","2102622.00","231746.00","165593.00","-364083.00","--","2135878.00","--","--","120251.00","2256129.00","0.00","0.00","0.00","10.16"
"114/10/29","107","3","1468","昶和","1443630.00","1068758.00","2512388.00","928119.00","517537.00","1445656.00","1604053.00","26753.00","-661089.00","66409.00","--","1036126.00","--","--","30606.00","1066732.00","0.00","0.00","0.00","6.46"
"114/10/29","107","3","1470","大統新創","650877.00","460832.00","1111709.00","180093.00","5723.00","185816.00","857670.00","6918.00","92814.00","-31509.00","--","925893.00","--","--","--","925893.00","--","0.00","0.00","10.80"
"114/10/29","107","3","1471","首利","858240.00","1021843.00","1880083.00","715287.00","6656.00","721943.00","1504145.00","3763.00","-423092.00","70121.00","--","1154937.00","--","--","3203.00","1158140.00","0.00","0.00","0.00","7.68"
"114/10/29","107","3","1472","三洋實業","321816.00","550325.00","872141.00","521329.00","34267.00","555596.00","426727.00","0.00","-92230.00","-17861.00","-91.00","316545.00","--","--","--","316545.00","--","0.00","1787.00","7.42"
"114/10/29","107","3","1473","台南","3774137.00","2584075.00","6358212.00","2302789.00","213589.00","2516378.00","1471535.00","880358.00","1454842.00","-24797.00","-31471.00","3750467.00","--","--","91367.00","3841834.00","0.00","0.00","1344000.00","25.72"
"114/10/29","107","3","1474","弘裕","2572482.00","1496861.00","4069343.00","2026797.00","147276.00","2174073.00","1298970.00","5887.00","591695.00","-38346.00","--","1858206.00","--","--","37064.00","1895270.00","0.00","0.00","0.00","14.31"
"114/10/29","107","3","1475","業旺","76484.00","25995.00","102479.00","73544.00","2615.00","76159.00","160168.00","188125.00","-296622.00","3524.00","--","55195.00","--","--","-28875.00","26320.00","0.00","0.00","0.00","3.45"
"114/10/29","107","3","1476","儒鴻","10340903.00","10751580.00","21092483.00","5379930.00","13623.00","5393553.00","2743671.00","3769437.00","9193835.00","-8013.00","--","15698930.00","--","--","0.00","15698930.00","0.00","0.00","0.00","57.22"
"114/10/29","107","3","1477","聚陽","7386004.00","5297197.00","12683201.00","3981524.00","265755.00","4247279.00","2093872.00","3356329.00","2927952.00","-50922.00","--","8327231.00","--","--","108691.00","8435922.00","0.00","0.00","0.00","39.77"
"114/10/29","107","3","1503","士電","16912305.00","23536158.00","40448463.00","13384149.00","3596613.00","16980762.00","5209722.00","2617392.00","14946583.00","252506.00","--","23026203.00","--","--","441498.00","23467701.00","--","0.00","0.00","44.20"
"114/10/29","107","3","1504","東元","45353418.00","47501070.00","92854488.00","18519205.00","16613200.00","35132405.00","20026929.00","7645304.00","25249336.00","323912.00","-321563.00","52923918.00","--","--","4798165.00","57722083.00","0.00","0.00","22443022.00","26.73"
"114/10/29","107","3","1506","正道","1387159.00","1490133.00","2877292.00","919543.00","644203.00","1563746.00","1225043.00","129444.00","-26469.00","-102140.00","--","1225878.00","--","--","87668.00","1313546.00","--","0.00","0.00","10.01"
"114/10/29","107","3","1512","瑞利","1714904.00","1787294.00","3502198.00","1592135.00","1058161.00","2650296.00","2200025.00","716.00","-1214200.00","-134639.00","--","851902.00","--","--","0.00","851902.00","--","0.00","0.00","3.87"
"114/10/29","107","3","1513","中興電","11150616.00","6809466.00","17960082.00","8654492.00","1801295.00","10455787.00","4200000.00","418796.00","2729771.00","8143.00","-116880.00","7239830.00","--","--","264465.00","7504295.00","0.00","0.00","9038676.00","17.62"
"114/10/29","107","3","1514","亞力","3549136.00","1834117.00","5383253.00","2248735.00","297499.00","2546234.00","2010670.00","63765.00","708500.00","32390.00","-41616.00","2773709.00","--","--","63310.00","2837019.00","--","0.00","2362712.00","13.96"
"114/10/29","107","3","1515","力山","3224177.00","2607095.00","5831272.00","3099425.00","300943.00","3400368.00","1814735.00","433.00","581819.00","12349.00","--","2409336.00","--","--","21568.00","2430904.00","0.00","0.00","0.00","13.28"
"114/10/29","107","3","1516","川飛","390896.00","71860.00","462756.00","93202.00","23.00","93225.00","318937.00","20185.00","36431.00","-6022.00","0.00","--","--","--","--","369531.00","0.00","0.00","0.00","11.59"
"114/10/29","107","3","1517","利奇","2972781.00","1760984.00","4733765.00","835865.00","523499.00","1359364.00","2278250.00","60505.00","1033634.00","-94330.00","--","3278059.00","--","--","96342.00","3374401.00","--","0.00","0.00","14.39"
"114/10/29","107","3","1519","華城","5316334.00","1769149.00","7085483.00","3165199.00","1035994.00","4201193.00","2610585.00","1179.00","313271.00","-40145.00","--","2884890.00","--","--","-600.00","2884290.00","--","0.00","0.00","11.05"
"114/10/29","107","3","1521","大億","2056892.00","1459537.00","3516429.00","1489720.00","250457.00","1740177.00","762300.00","60605.00","985157.00","-31810.00","--","1776252.00","--","--","--","1776252.00","--","0.00","0.00","23.30"
"114/10/29","107","3","1522","堤維西","8909209.00","12460457.00","21369666.00","7503325.00","7344891.00","14848216.00","3128979.00","1378734.00","1963898.00","-143912.00","-5996.00","6321703.00","--","--","199747.00","6521450.00","0.00","0.00","939707.00","20.26"
"114/10/29","107","3","1524","耿鼎","1417390.00","3455503.00","4872893.00","1445548.00","1201960.00","2647508.00","1796852.00","0.00","420857.00","7676.00","0.00","2225385.00","0.00","--","0.00","2225385.00","0.00","0.00","0.00","12.38"
"114/10/29","107","3","1525","江申","700740.00","4124222.00","4824962.00","700801.00","181494.00","882295.00","734001.00","1251.00","3478715.00","-271300.00","--","3942667.00","--","--","--","3942667.00","--","0.00","0.00","53.71"
"114/10/29","107","3","1526","日馳","1362944.00","567454.00","1930398.00","845692.00","282432.00","1128124.00","500000.00","--","315700.00","-13426.00","--","802274.00","0.00","--","0.00","802274.00","--","0.00","0.00","16.05"
"114/10/29","107","3","1527","鑽全","12694455.00","1854601.00","14549056.00","10377374.00","626536.00","11003910.00","1379606.00","305.00","2203795.00","-38560.00","0.00","--","--","--","--","3545146.00","--","0.00","0.00","25.70"
"114/10/29","107","3","1528","恩德","4392177.00","1483952.00","5876129.00","2784645.00","463887.00","3248532.00","2000000.00","358782.00","307178.00","-80241.00","-6022.00","2579697.00","--","--","47900.00","2627597.00","--","0.00","669000.00","12.94"
"114/10/29","107","3","1529","樂事綠能","328963.00","429092.00","758055.00","73011.00","2817.00","75828.00","5997089.00","0.00","-5314862.00","0.00","0.00","682227.00","0.00","--","0.00","682227.00","--","0.00","0.00","1.14"
"114/10/29","107","3","1530","亞崴","5148467.00","2651167.00","7799634.00","4379727.00","389347.00","4769074.00","965942.00","250067.00","1698969.00","-56013.00","--","2858965.00","--","--","171595.00","3030560.00","0.00","0.00","0.00","29.60"
