出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產合計,流動負債,非流動負債,負債合計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益合計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","107","2","5864","致和證","4222216.00","1435333.00","5657549.00","2010408.00","54981.00","2065389.00","2240475.00","119608.00","1227593.00","4484.00","--","--","--","--","--","3592160.00","0.00","0.00","0.00","16.03"
"114/10/29","107","2","6015","宏遠證","10951490.00","808374.00","11759864.00","7392495.00","11640.00","7404135.00","3682328.00","245066.00","383388.00","44947.00","0.00","4355729.00","--","--","--","4355729.00","--","0.00","0.00","11.83"
"114/10/29","107","2","6016","康和證","27552413.00","3386365.00","30938778.00","23117634.00","304190.00","23421824.00","6460803.00","209155.00","779924.00","144261.00","-118906.00","7475237.00","--","--","41717.00","7516954.00","0.00","0.00","18000000.00","12.56"
"114/10/29","107","2","6020","大展證","4220774.00","776865.00","4997639.00","1104110.00","7714.00","1111824.00","2523532.00","461.00","1279480.00","81864.00","--","3885337.00","--","--","478.00","3885815.00","0.00","0.00","0.00","15.40"
"114/10/29","107","2","6021","美好證","7968419.00","1438597.00","9407016.00","4469385.00","52583.00","4521968.00","3067559.00","12157.00","1561564.00","243768.00","--","4885048.00","--","--","--","4885048.00","0.00","0.00","0.00","15.92"
"114/10/29","107","2","6023","元大期貨","57486691.00","2664980.00","60151671.00","52508514.00","70498.00","52579012.00","2322763.00","940976.00","3287567.00","1021353.00","--","7572659.00","--","--","--","7572659.00","--","0.00","0.00","32.60"
"114/10/29","107","2","6026","福邦證","6444951.00","703087.00","7148038.00","3790028.00","0.00","3790028.00","2417000.00","23657.00","516425.00","601.00","0.00","2957683.00","--","--","400327.00","3358010.00","0.00","0.00","0.00","12.24"
