出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","107","4","1409","新纖","87456519.00","56407807.00","143864326.00","97191482.00","9707662.00","106899144.00","16184093.00","1575677.00","9070265.00","1950952.00","-29834.00","28751153.00","--","8214029.00","36965182.00","--","0.00","4680487.00","17.82"
"114/10/29","107","4","1718","中纖","561120444.00","159786498.00","720906942.00","635141266.00","27484888.00","662626154.00","15224105.00","1694875.00","6906131.00","-183694.00","-1227909.00","22413508.00","--","35867280.00","58280788.00","--","0.00","310784583.00","18.50"
"114/10/29","107","4","2207","和泰車","156256037.00","73129668.00","229385705.00","150489728.00","20660019.00","171149747.00","5461792.00","292159.00","43713877.00","-132102.00","--","49335726.00","--","8900232.00","58235958.00","0.00","0.00","0.00","90.33"
"114/10/29","107","4","2905","三商","160854167.00","1002337468.00","1163191635.00","12999499.00","1121371279.00","1134370778.00","8266827.00","2233713.00","6599377.00","-5703642.00","-532672.00","10863603.00","0.00","17957254.00","28820857.00","0.00","0.00","47752000.00","13.95"
