出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/28","112","4","5864","致和證","5960848.00","1667097.00","7627945.00","1933895.00","35253.00","1969148.00","3084811.00","--","192145.00","2126895.00","254946.00","--","--","--","--","--","5658797.00","0.00","0.00","0.00","18.34"
"114/10/28","112","4","6015","宏遠證","13814040.00","1652817.00","15466857.00","10515583.00","214471.00","10730054.00","3512516.00","--","355468.00","733063.00","135756.00","--","4736803.00","--","--","--","4736803.00","--","0.00","0.00","13.49"
"114/10/28","112","4","6016","康和證","33955233.00","6359780.00","40315013.00","30099486.00","1287332.00","31386818.00","5944550.00","--","175331.00","2306912.00","441856.00","--","8868649.00","--","--","59546.00","8928195.00","0.00","0.00","0.00","14.92"
"114/10/28","112","4","6020","大展證","6563875.00","1146392.00","7710267.00","3099126.00","2319.00","3101445.00","2523532.00","--","461.00","1623637.00","460734.00","--","4608364.00","--","--","458.00","4608822.00","0.00","0.00","0.00","18.26"
"114/10/28","112","4","6021","美好證","13760217.00","1374285.00","15134502.00","7793832.00","1584828.00","9378660.00","3118159.00","--","46759.00","1795777.00","795147.00","--","5755842.00","--","--","--","5755842.00","0.00","0.00","0.00","18.46"
"114/10/28","112","4","6023","元大期貨","108720210.00","3917236.00","112637446.00","96494441.00","1630296.00","98124737.00","2899763.00","--","3070484.00","6605703.00","1936759.00","--","14512709.00","--","--","--","14512709.00","0.00","0.00","0.00","50.05"
"114/10/28","112","4","6026","福邦證","11620328.00","1302613.00","12922941.00","7189260.00","35965.00","7225225.00","3961619.00","--","153832.00","1450626.00","131639.00","--","5697716.00","--","--","0.00","5697716.00","--","0.00","0.00","14.38"
