出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/28","112","1","1101","台泥","164832022.00","296816346.00","461648368.00","74340055.00","147227279.00","221567334.00","73561817.00","--","66000181.00","67934698.00","13484421.00","-904059.00","220077058.00","--","--","20003976.00","240081034.00","--","0.00","24000000.00","30.02"
"114/10/28","112","1","1102","亞泥","120394175.00","213448743.00","333842918.00","84154018.00","69631015.00","153785033.00","35459276.00","--","6002935.00","109707175.00","5289278.00","--","156458664.00","--","--","23599221.00","180057885.00","--","0.00","0.00","44.12"
"114/10/28","112","1","1103","嘉泥","10596359.00","26752953.00","37349312.00","3489134.00","10854020.00","14343154.00","7747805.00","--","1239960.00","10586457.00","3754508.00","-1077950.00","22250780.00","--","--","755378.00","23006158.00","--","0.00","128805320.00","34.45"
"114/10/28","112","1","1104","環泥","5755087.00","22379771.00","28134858.00","4538157.00","1521161.00","6059318.00","6536092.00","--","123499.00","13546646.00","1253311.00","--","21459548.00","--","--","615992.00","22075540.00","--","0.00","0.00","32.83"
"114/10/28","112","1","1108","幸福","5945569.00","3751738.00","9697307.00","3558934.00","1428162.00","4987096.00","4047380.00","--","18.00","752800.00","-90057.00","--","4710141.00","--","--","70.00","4710211.00","--","0.00","0.00","11.64"
"114/10/28","112","1","1109","信大","6628734.00","4952151.00","11580885.00","1538591.00","185257.00","1723848.00","3411589.00","--","15697.00","4616861.00","-118580.00","--","7925567.00","--","--","1931470.00","9857037.00","0.00","0.00","0.00","23.23"
"114/10/28","112","1","1110","東泥","2519909.00","9646232.00","12166141.00","2403214.00","973992.00","3377206.00","5720008.00","--","188583.00","2245438.00","566910.00","-12185.00","8708754.00","--","--","80181.00","8788935.00","--","0.00","2112865.00","15.28"
"114/10/28","112","1","1201","味全","7198372.00","11554773.00","18753145.00","7243184.00","4254279.00","11497463.00","5060629.00","--","36115.00","2339938.00","-189490.00","--","7247192.00","--","--","8490.00","7255682.00","0.00","0.00","0.00","14.32"
"114/10/28","112","1","1203","味王","4792900.00","5325835.00","10118735.00","1944894.00","1451492.00","3396386.00","2400000.00","--","43493.00","3114993.00","111401.00","-38464.00","5631423.00","--","--","1090926.00","6722349.00","0.00","0.00","2293865.00","23.69"
"114/10/28","112","1","1210","大成","27520847.00","33206962.00","60727809.00","27566725.00","3150826.00","30717551.00","8947673.00","--","3385503.00","8213768.00","1471489.00","-219132.00","21799301.00","--","--","8210957.00","30010258.00","--","0.00","49059472.00","25.78"
"114/10/28","112","1","1213","大飲","115284.00","917123.00","1032407.00","222261.00","463486.00","685747.00","566226.00","--","21938.00","-241335.00","-169.00","--","346660.00","--","--","--","346660.00","0.00","0.00","0.00","6.12"
"114/10/28","112","1","1215","卜蜂","7781563.00","17556650.00","25338213.00","7818835.00","7958733.00","15777568.00","2947901.00","--","6640.00","5315540.00","809204.00","--","9079285.00","--","--","481360.00","9560645.00","0.00","0.00","0.00","30.80"
"114/10/28","112","1","1216","統一","202714615.00","344828745.00","547543360.00","181296695.00","167295403.00","348592098.00","56820154.00","--","2874966.00","75361785.00","-4755766.00","--","130301139.00","--","--","68650123.00","198951262.00","0.00","0.00","0.00","22.93"
"114/10/28","112","1","1217","愛之味","2606232.00","11445989.00","14052221.00","3214631.00","3260651.00","6475282.00","4945134.00","--","269175.00","1038301.00","554321.00","--","6806931.00","--","--","770008.00","7576939.00","0.00","0.00","0.00","13.76"
"114/10/28","112","1","1218","泰山","10212227.00","4800936.00","15013163.00","2179990.00","230227.00","2410217.00","4999990.00","--","1006742.00","6661662.00","133185.00","-203876.00","12597703.00","--","--","5243.00","12602946.00","0.00","0.00","13680042.00","25.90"
"114/10/28","112","1","1219","福壽","5115895.00","4370485.00","9486380.00","3202689.00","1785618.00","4988307.00","3220139.00","--","15030.00","1223336.00","-4296.00","-6735.00","4447474.00","--","--","50599.00","4498073.00","--","0.00","364000.00","13.83"
"114/10/28","112","1","1220","台榮","1636513.00","1352595.00","2989108.00","356742.00","198813.00","555555.00","1770779.00","--","22836.00","429866.00","0.00","-10879.00","2212602.00","--","--","220951.00","2433553.00","--","0.00","679000.00","12.54"
"114/10/28","112","1","1225","福懋油","4574336.00","3939624.00","8513960.00","2895812.00","1701789.00","4597601.00","2187030.00","--","123145.00","1329385.00","-100151.00","--","3539409.00","--","--","376950.00","3916359.00","--","0.00","0.00","16.18"
"114/10/28","112","1","1227","佳格","17081983.00","8572344.00","25654327.00","7021722.00","430924.00","7452646.00","9150897.00","--","156981.00","8738117.00","-150842.00","-21182.00","17873971.00","--","--","327710.00","18201681.00","0.00","0.00","6669471.00","19.68"
"114/10/28","112","1","1229","聯華","13488180.00","58442076.00","71930256.00","14501644.00","3612904.00","18114548.00","14801305.00","--","1102630.00","13259358.00","8135821.00","-136868.00","37162246.00","--","--","16653462.00","53815708.00","0.00","0.00","5966000.00","25.21"
