出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/28","112","3","2880","華南金","39642395.00","239830446.00","133396419.00","378435011.00","692470021.00","--","2449154.00","62724085.00","312303.00","--","--","2159752429.00","7868797.00","353802.00","--","18453752.00","14431595.00","31790619.00","2185907.00","939575.00","3860658.00","6290760.00","3795187728.00","185791317.00","--","5098289.00","--","112051981.00","35622195.00","49218114.00","3004968.00","--","2997347970.00","79586346.00","2350206.00","--","25776650.00","77046230.00","2244676.00","6168207.00","18198609.00","3599505758.00","136427459.00","17758986.00","59086761.00","-17593443.00","--","--","195679763.00","2207.00","195681970.00","--","0.00","0.00","14.34"
"114/10/28","112","3","2881","富邦金","291155379.00","394697006.00","1498955737.00","662945550.00","3852305863.00","23035130.00","145178206.00","292002798.00","3259864.00","0.00","--","2736696256.00","39689962.00","58948577.00","--","524857155.00","312634937.00","66075205.00","8752046.00","33621753.00","61851100.00","75639763.00","11082302287.00","164181426.00","2310484.00","120141601.00","13548912.00","115413752.00","67995137.00","169523453.00","3651903.00","--","3805374515.00","306401315.00","18396478.00","--","4759869364.00","625427149.00","20351091.00","50671302.00","88672141.00","10331930023.00","146149632.00","165051911.00","527779585.00","-101546379.00","--","--","737434749.00","12937515.00","750372264.00","0.00","0.00","0.00","50.46"
"114/10/28","112","3","2882","國泰金","309038429.00","429038758.00","1907776389.00","909146207.00","4803998449.00","1750.00","36799852.00","237017722.00","5285015.00","--","--","2653305958.00","16367985.00","34512366.00","--","726362169.00","453345231.00","109414585.00","5563649.00","50994886.00","109164037.00","100693125.00","12897826562.00","142938408.00","--","265212124.00","5675255.00","40816187.00","77867315.00","101266006.00","838599.00","--","3468942419.00","169846284.00","12649530.00","--","7008140409.00","796096952.00","20054417.00","78178856.00","23851917.00","12212374678.00","162025102.00","202839654.00","509024258.00","-202099251.00","0.00","0.00","671789763.00","13662121.00","685451884.00","--","0.00","0.00","41.46"
"114/10/28","112","3","2883","凱基金","65654409.00","37891645.00","557825480.00","252903153.00","1704659083.00","2356619.00","66791169.00","141309673.00","137575.00","--","--","430997759.00","1167552.00","21577622.00","--","172714153.00","59112149.00","32030274.00","12134751.00","17888303.00","25333111.00","108338055.00","3710822535.00","7770686.00","--","106763190.00","838437.00","147012927.00","35699235.00","98274863.00","225789.00","--","520001310.00","101281435.00","27684109.00","--","2119496501.00","214997143.00","4267276.00","22628706.00","68515616.00","3475457223.00","184167230.00","33506036.00","83004041.00","-65435269.00","0.00","--","235242038.00","123274.00","235365312.00","4708000.00","0.00","0.00","12.77"
"114/10/28","112","3","2884","玉山金","55196811.00","175383873.00","321221235.00","358002255.00","442706623.00","44316.00","4547401.00","144754579.00","15676.00","--","--","2006332479.00","--","--","--","7438331.00","1791864.00","34796576.00","6980412.00","6327267.00","3619361.00","21603170.00","3590762229.00","41016586.00","--","106786090.00","--","23396386.00","8051629.00","45194633.00","1971267.00","--","2967067682.00","44250000.00","650021.00","--","1047332.00","111857075.00","4199715.00","2438604.00","4140173.00","3362067193.00","156640000.00","34800497.00","40897541.00","-3807311.00","--","--","228530727.00","164309.00","228695036.00","--","0.00","0.00","14.59"
"114/10/28","112","3","2885","元大金","76414702.00","75583339.00","514605127.00","325664281.00","532691730.00","--","81131279.00","258746988.00","2624070.00","80998.00","--","1049855988.00","1215470.00","3346992.00","3239418.00","108200863.00","10689960.00","26396596.00","11429298.00","30823679.00","6641175.00","69320461.00","3188702414.00","14402244.00","--","146639977.00","--","215213013.00","87444402.00","169075296.00","4339970.00","--","1504819310.00","98328614.00","51022688.00","--","379569361.00","129867651.00","4678984.00","6951848.00","77063460.00","2889416818.00","126890824.00","38173889.00","114634062.00","-1392730.00","--","--","278306045.00","20979551.00","299285596.00","0.00","0.00","0.00","21.93"
"114/10/28","112","3","2886","兆豐金","72566790.00","434847329.00","231594363.00","562101980.00","643696014.00","--","500000.00","107240916.00","341897.00","0.00","--","2121879428.00","14946282.00","4985996.00","--","6404738.00","1981469.00","21572230.00","1941480.00","1245524.00","7413111.00","8730957.00","4243990504.00","504353012.00","3143497.00","25098070.00","--","281982039.00","39686566.00","95340707.00","10919651.00","--","2844393892.00","30500000.00","10940276.00","--","29171861.00","24477585.00","2007482.00","2467652.00","21137221.00","3925619511.00","140513382.00","68194233.00","117024154.00","-7360776.00","0.00","0.00","318370993.00","0.00","318370993.00","--","0.00","0.00","22.66"
"114/10/28","112","3","2887","台新新光金","37234576.00","97191256.00","211875561.00","133270249.00","730800581.00","--","16306160.00","172154031.00","0.00","--","--","1486436069.00","557784.00","494023.00","--","35961458.00","3867626.00","25689222.00","2366706.00","3586004.00","6704760.00","24766958.00","2989263024.00","16768302.00","--","69805976.00","--","85223603.00","28612616.00","45896502.00","2425046.00","--","2053251743.00","68113250.00","10782084.00","--","240898394.00","145286824.00","2478590.00","1797088.00","8285528.00","2779625546.00","135770618.00","38197778.00","40894227.00","-5253037.00","--","--","209609586.00","27892.00","209637478.00","--","0.00","0.00","15.44"
"114/10/28","112","3","2889","國票金","3523308.00","484.00","153567520.00","128267525.00","699366.00","--","271881.00","37542313.00","1069.00","--","--","--","--","5813223.00","--","11739408.00","406379.00","7048319.00","129578.00","255428.00","746434.00","4643643.00","354655878.00","--","36475248.00","1901609.00","--","218218078.00","20506236.00","16140012.00","433845.00","--","--","--","--","--","1727727.00","9030751.00","128126.00","32028.00","4585579.00","309179239.00","34473840.00","234217.00","6100197.00","-1492332.00","0.00","--","39315922.00","6160717.00","45476639.00","0.00","0.00","0.00","11.40"
"114/10/28","112","3","2890","永豐金","31804498.00","174154417.00","154122048.00","345622025.00","302058548.00","--","68655912.00","124550173.00","581456.00","--","--","1436103087.00","--","1130676.00","--","46182444.00","2271836.00","13179873.00","3838766.00","2390818.00","2049981.00","26995339.00","2735691897.00","88617358.00","--","80082439.00","--","81349564.00","47760111.00","65060888.00","1825462.00","--","2004085525.00","73246278.00","6728474.00","18437.00","2955411.00","84289803.00","3358274.00","1750130.00","16340401.00","2557468555.00","123764399.00","6129361.00","59492107.00","-11162525.00","--","--","178223342.00","--","178223342.00","--","0.00","0.00","14.40"
"114/10/28","112","3","2891","中信金","89408319.00","495949397.00","774971789.00","489797613.00","2110662667.00","86119.00","8627658.00","259996517.00","2036279.00","--","--","3477799708.00","4614658.00","17944791.00","--","156630292.00","106586542.00","48493111.00","17913564.00","39092464.00","22644950.00","64929573.00","8188186011.00","88102087.00","33142547.00","112623266.00","257311.00","234100344.00","35606804.00","114111581.00","3268621.00","--","4824169901.00","145378470.00","--","--","1875380652.00","216327966.00","17563932.00","17032653.00","34781230.00","7751847365.00","200832871.00","59397478.00","211095532.00","-57770136.00","--","--","413555745.00","22782901.00","436338646.00","0.00","0.00","0.00","20.59"
"114/10/28","112","3","2892","第一金","58843247.00","302796124.00","191292981.00","362299015.00","916176501.00","--","1000000.00","62511941.00","1657921.00","--","--","2395313167.00","57403.00","3230796.00","--","17940141.00","12244390.00","27406977.00","2505086.00","946547.00","4005889.00","5342051.00","4365570177.00","273418101.00","1742740.00","16361075.00","--","30067840.00","30893234.00","67192819.00","5100639.00","--","3441148197.00","62350000.00","3650000.00","--","72552074.00","92746109.00","2372189.00","8255863.00","15710206.00","4123561086.00","136201455.00","26107218.00","65695444.00","14004974.00","--","--","242009091.00","0.00","242009091.00","0.00","0.00","0.00","17.77"
