出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/28","112","3","1101","台泥","163318027.00","309599435.00","472917462.00","94338554.00","133852417.00","228190971.00","73561817.00","--","65939406.00","68806743.00","14822862.00","-732459.00","222398369.00","--","--","22328122.00","244726491.00","--","0.00","20000000.00","30.32"
"114/10/28","112","3","1102","亞泥","121392947.00","214564807.00","335957754.00","84451777.00","59799527.00","144251304.00","35465629.00","--","6818504.00","116564985.00","9294095.00","--","168143213.00","--","--","23563237.00","191706450.00","--","0.00","0.00","47.41"
"114/10/28","112","3","1103","嘉泥","10641592.00","25438470.00","36080062.00","3638594.00","10448346.00","14086940.00","7902474.00","--","1273309.00","10315233.00","2859400.00","-1077950.00","21272466.00","--","--","720656.00","21993122.00","--","0.00","131352726.00","32.29"
"114/10/28","112","3","1104","環泥","6529436.00","21798756.00","28328192.00","3891311.00","1658900.00","5550211.00","6732175.00","--","123499.00","13746034.00","1384300.00","--","21986008.00","--","--","791973.00","22777981.00","--","0.00","0.00","32.66"
"114/10/28","112","3","1108","幸福","6005588.00","3798958.00","9804546.00","3119415.00","1680821.00","4800236.00","4047380.00","--","18.00","1061365.00","-104523.00","--","5004240.00","--","--","70.00","5004310.00","--","0.00","0.00","12.36"
"114/10/28","112","3","1109","信大","6398519.00","4881130.00","11279649.00","1247205.00","185350.00","1432555.00","3411589.00","--","15697.00","4665202.00","-128791.00","0.00","7963697.00","--","--","1883397.00","9847094.00","0.00","0.00","0.00","23.34"
"114/10/28","112","3","1110","東泥","2300255.00","9162401.00","11462656.00","1446110.00","1032355.00","2478465.00","5720008.00","--","188688.00","2312462.00","696469.00","-12185.00","8905442.00","--","--","78749.00","8984191.00","--","0.00","2112865.00","15.63"
"114/10/28","112","3","1201","味全","7445031.00","11488872.00","18933903.00","7739745.00","3793488.00","11533233.00","5060629.00","--","36115.00","2438124.00","-142083.00","--","7392785.00","--","--","7885.00","7400670.00","0.00","0.00","0.00","14.61"
"114/10/28","112","3","1203","味王","4612695.00","5521031.00","10133726.00","2129822.00","1475808.00","3605630.00","2400000.00","--","46016.00","3094973.00","119011.00","-38464.00","5621536.00","--","--","906560.00","6528096.00","0.00","0.00","2293865.00","23.65"
"114/10/28","112","3","1210","大成","30066408.00","34670988.00","64737396.00","29763954.00","3526412.00","33290366.00","8947673.00","--","3484292.00","9225370.00","1451570.00","-219132.00","22889773.00","--","--","8557257.00","31447030.00","--","0.00","49059471.00","27.07"
