出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/10/28","113","4","1240","茂生農經","169842.00","-6092.00","-168009.00","--","-4259.00","75193.00","70934.00"
"114/10/28","113","4","1259","安心","776512.00","-751663.00","-39339.00","-70.00","-14560.00","764974.00","750414.00"
"114/10/28","113","4","1264","德麥","797652.00","-376457.00","-301672.00","20616.00","140139.00","654482.00","794621.00"
"114/10/28","113","4","1268","漢來美食","1033219.00","-504752.00","-316781.00","--","211686.00","806573.00","1018259.00"
"114/10/28","113","4","1294","漢田生技","150754.00","-25383.00","89753.00","209.00","215333.00","167090.00","382423.00"
"114/10/28","113","4","1295","生合","261536.00","-313212.00","166033.00","8292.00","122649.00","346738.00","469387.00"
"114/10/28","113","4","1336","台翰","227288.00","-692670.00","165398.00","25640.00","-274344.00","594077.00","319733.00"
"114/10/28","113","4","1565","精華","955482.00","-140749.00","-502268.00","64.00","312529.00","2063672.00","2376201.00"
"114/10/28","113","4","1569","濱川","141975.00","-462542.00","-43985.00","106005.00","-258547.00","1125885.00","867338.00"
"114/10/28","113","4","1570","力肯","112099.00","-29653.00","-55453.00","244.00","27237.00","107173.00","134410.00"
"114/10/28","113","4","1580","新麥","712514.00","-12193.00","-498176.00","31614.00","233759.00","989384.00","1223143.00"
"114/10/28","113","4","1584","精剛","-349806.00","-1971094.00","2267983.00","--","-52917.00","460997.00","408080.00"
"114/10/28","113","4","1586","和勤","298114.00","-58927.00","-221210.00","16840.00","34817.00","414492.00","449309.00"
"114/10/28","113","4","1591","駿吉-KY","2029.00","13338.00","46221.00","15391.00","76979.00","75866.00","152845.00"
"114/10/28","113","4","1593","祺驊","127006.00","-71574.00","-99230.00","6359.00","-37439.00","350563.00","313124.00"
"114/10/28","113","4","1595","川寶","26358.00","-215243.00","317979.00","4625.00","133719.00","988138.00","1121857.00"
"114/10/28","113","4","1599","宏佳騰","-74742.00","-117573.00","55814.00","-319.00","-136820.00","738146.00","601326.00"
"114/10/28","113","4","1742","台蠟","369009.00","1631087.00","-2020599.00","15490.00","-5013.00","111785.00","106772.00"
"114/10/28","113","4","1777","生泰","622608.00","-210454.00","-422279.00","--","-10125.00","666922.00","656797.00"
"114/10/28","113","4","1781","合世","33353.00","-89808.00","128683.00","4075.00","76303.00","150719.00","227022.00"
"114/10/28","113","4","1784","訊聯","176493.00","-778147.00","605463.00","491.00","4300.00","238492.00","242792.00"
"114/10/28","113","4","1785","光洋科","435195.00","-1870921.00","706171.00","98855.00","-630700.00","2362456.00","1731756.00"
"114/10/28","113","4","1788","杏昌","510119.00","-377190.00","-122325.00","3124.00","13728.00","401137.00","414865.00"
"114/10/28","113","4","1796","金穎生技","8090.00","-22828.00","16382.00","653.00","2297.00","120153.00","122450.00"
"114/10/28","113","4","1799","易威","-159042.00","-47662.00","263058.00","6405.00","62759.00","262906.00","325665.00"
"114/10/28","113","4","1813","寶利徠","35201.00","-67628.00","13484.00","-14413.00","-33356.00","118838.00","85482.00"
"114/10/28","113","4","1815","富喬","269091.00","-1386830.00","1028484.00","63208.00","-26047.00","1344357.00","1318310.00"
"114/10/28","113","4","2035","唐榮公司","-1698581.00","-261905.00","1785982.00","--","-174504.00","288673.00","114169.00"
"114/10/28","113","4","2061","風青","-205661.00","20502.00","177160.00","10327.00","2328.00","88826.00","91154.00"
"114/10/28","113","4","2063","世鎧","134164.00","-149096.00","20834.00","1912.00","7814.00","595195.00","603009.00"
"114/10/28","113","4","2064","晉椿","61030.00","117352.00","-78482.00","-124.00","99776.00","269005.00","368781.00"
"114/10/28","113","4","2065","世豐","327680.00","-101239.00","-252312.00","2215.00","-23656.00","410955.00","387299.00"
"114/10/28","113","4","2066","世德","249511.00","-344925.00","159118.00","-11651.00","52053.00","845193.00","897246.00"
"114/10/28","113","4","2067","嘉鋼","-34039.00","-75883.00","103360.00","10970.00","4408.00","84821.00","89229.00"
"114/10/28","113","4","2070","精湛","128936.00","-121790.00","-444140.00","1275.00","-435719.00","621825.00","186106.00"
"114/10/28","113","4","2073","雄順","81851.00","-32850.00","-98030.00","--","-49029.00","98716.00","49687.00"
"114/10/28","113","4","2221","大甲","215786.00","-19423.00","-107238.00","289.00","89414.00","193915.00","283329.00"
"114/10/28","113","4","2230","泰茂","229612.00","-112401.00","-16656.00","32776.00","133331.00","390638.00","523969.00"
"114/10/28","113","4","2235","謚源","86215.00","-85923.00","-231673.00","--","-231381.00","338188.00","106807.00"
"114/10/28","113","4","2596","綠意","-1099465.00","127400.00","1059860.00","--","87795.00","254951.00","342746.00"
"114/10/28","113","4","2640","大車隊","820166.00","-437227.00","-263390.00","--","119549.00","763697.00","883246.00"
"114/10/28","113","4","2641","正德","971290.00","-3189317.00","2210249.00","34584.00","26806.00","448715.00","475521.00"
"114/10/28","113","4","2643","捷迅","-13061.00","-371925.00","-202630.00","31576.00","-556040.00","998001.00","441961.00"
"114/10/28","113","4","2718","全心投控","3532916.00","-155137.00","-1274854.00","--","2102925.00","1540417.00","3643342.00"
"114/10/28","113","4","2719","燦星旅","-46291.00","-182483.00","-16570.00","--","-245344.00","406853.00","161509.00"
