出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","108","3","1409","新纖","97031849.00","57636791.00","154668640.00","105629867.00","11366841.00","116996708.00","16184093.00","1567402.00","9274562.00","2380344.00","-29834.00","29376567.00","--","8295365.00","37671932.00","--","0.00","4680487.00","18.20"
"114/10/29","108","3","1718","中纖","543140187.00","169625626.00","712765813.00","632896652.00","19910971.00","652807623.00","16213672.00","1710808.00","5196035.00","222522.00","-1227909.00","22115128.00","--","37843062.00","59958190.00","--","0.00","330985968.00","17.14"
"114/10/29","108","3","2207","和泰車","166637096.00","80407444.00","247044540.00","165494464.00","19406650.00","184901114.00","5461792.00","292143.00","46010493.00","1069173.00","--","52833601.00","--","9309825.00","62143426.00","0.00","0.00","0.00","96.73"
"114/10/29","108","3","2905","三商","166127455.00","1099931081.00","1266058536.00","18790838.00","1207570162.00","1226361000.00","8266827.00","1910584.00","9151901.00","-2687831.00","-532672.00","16108809.00","0.00","23588727.00","39697536.00","0.00","0.00","47752000.00","20.68"
