出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","108","1","2855","統一證","84179112.00","5796393.00","89975505.00","63299327.00","185811.00","63485138.00","13904281.00","142702.00","11903306.00","702144.00","-231822.00","26420611.00","--","--","69756.00","26490367.00","0.00","0.00","18038000.00","19.25"
"114/10/29","108","1","6005","群益證","111936317.00","16838662.00","128774979.00","89998075.00","2404318.00","92402393.00","23209081.00","2852299.00","6796796.00","1209485.00","0.00","34067661.00","--","--","2304925.00","36372586.00","0.00","0.00","0.00","14.68"
"114/10/29","108","1","6024","群益期","40868130.00","549043.00","41417173.00","36164833.00","26239.00","36191072.00","1764376.00","1047338.00","2409921.00","-24720.00","--","5196915.00","--","--","29186.00","5226101.00","0.00","0.00","0.00","29.45"
