出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","108","3","5864","致和證","3433346.00","1395256.00","4828602.00","1183740.00","78257.00","1261997.00","2374904.00","119608.00","1121592.00","-49499.00","--","--","--","--","--","3566605.00","0.00","0.00","0.00","15.02"
"114/10/29","108","3","6015","宏遠證","9692116.00","1027145.00","10719261.00","6726831.00","108758.00","6835589.00","3550008.00","221217.00","98363.00","45791.00","-31707.00","3883672.00","--","--","--","3883672.00","0.00","0.00","5036000.00","11.10"
"114/10/29","108","3","6016","康和證","20712068.00","4117543.00","24829611.00","17212263.00","354544.00","17566807.00","6237227.00","134800.00","706712.00","224132.00","-88500.00","7214371.00","--","--","48433.00","7262804.00","0.00","0.00","13400000.00","11.82"
"114/10/29","108","3","6020","大展證","4905368.00","857572.00","5762940.00","1795534.00","12872.00","1808406.00","2523532.00","461.00","1245483.00","184578.00","--","3954054.00","--","--","480.00","3954534.00","0.00","0.00","0.00","15.67"
"114/10/29","108","3","6021","美好證","6313758.00","812763.00","7126521.00","2415132.00","73658.00","2488790.00","3067559.00","12157.00","1519810.00","38205.00","--","4637731.00","--","--","--","4637731.00","0.00","0.00","0.00","15.12"
"114/10/29","108","3","6023","元大期貨","72531242.00","3016050.00","75547292.00","66844454.00","88431.00","66932885.00","2322763.00","940976.00","4045168.00","1305500.00","--","8614407.00","--","--","--","8614407.00","0.00","0.00","0.00","37.09"
"114/10/29","108","3","6026","福邦證","4792361.00","692470.00","5484831.00","2040378.00","11531.00","2051909.00","2440478.00","24410.00","572454.00","2846.00","--","3040188.00","--","--","392734.00","3432922.00","--","931000.00","0.00","12.43"
