出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","108","1","2880","華南金","47022770.00","177883844.00","82623001.00","181180376.00","450458225.00","--","1219041.00","42198672.00","295614.00","--","--","1592409948.00","4351018.00","157192.00","--","29124165.00","11043378.00","32218146.00","2206815.00","776953.00","3449675.00","2802319.00","2661421152.00","139613277.00","--","4856779.00","0.00","37588563.00","18639413.00","39991761.00","2085276.00","--","2130900056.00","58589660.00","1671000.00","--","20362072.00","9585119.00","2109332.00","6109325.00","7420929.00","2479522562.00","115436133.00","17758986.00","41382509.00","7318833.00","--","--","181896461.00","2129.00","181898590.00","--","0.00","0.00","15.76"
"114/10/29","108","1","2881","富邦金","259184153.00","213304369.00","1080181806.00","756970284.00","2587038819.00","2657540.00","77451952.00","184390966.00","4180644.00","46806.00","--","1840951778.00","21076355.00","29097330.00","--","397717163.00","228627086.00","58342417.00","7286094.00","34036255.00","15747941.00","41722943.00","7840012701.00","162231942.00","684676.00","35169336.00","3323730.00","152748566.00","10296487.00","132019182.00","8140568.00","--","2279294468.00","223590926.00","2139235.00","--","3801933406.00","398203537.00","22616263.00","14440388.00","44904912.00","7291737622.00","115002640.00","137018762.00","293072407.00","-7286817.00","--","--","537806992.00","10468087.00","548275079.00","0.00","0.00","0.00","46.76"
"114/10/29","108","1","2882","國泰金","267533304.00","110544087.00","1508436383.00","1143413717.00","2764741406.00","392653.00","78865989.00","171867307.00","6436322.00","--","--","2184434714.00","7791058.00","47881790.00","--","595120793.00","395721612.00","101550653.00","4096206.00","53305301.00","30530279.00","70174244.00","9542837818.00","98066524.00","--","127863540.00","--","47327250.00","65542808.00","64177006.00","2937249.00","--","2218277207.00","90600000.00","717575.00","--","5436825258.00","665614036.00","12872225.00","34141540.00","16757438.00","8881719656.00","140965102.00","165440915.00","298046874.00","46739453.00","--","--","651192344.00","9925818.00","661118162.00","--","0.00","0.00","46.20"
"114/10/29","108","1","2883","凱基金","62890782.00","29742696.00","434322499.00","498860769.00","997330569.00","--","54581522.00","116833688.00","1215175.00","--","--","375190810.00","548576.00","17747427.00","38827541.00","102441873.00","25381770.00","32156576.00","19001883.00","20906308.00","8914653.00","30304206.00","2867199323.00","21518501.00","--","85973482.00","--","128961131.00","16689202.00","102424654.00","1201508.00","--","417018749.00","30150000.00","21271965.00","--","1614789847.00","125501331.00","5858399.00","8054471.00","30324941.00","2609738181.00","149656721.00","1676843.00","25829838.00","1258116.00","-3494328.00","--","174927190.00","82533952.00","257461142.00","--","2291173.00","428038700.00","12.03"
"114/10/29","108","1","2884","玉山金","48509549.00","86956379.00","522482612.00","192055261.00","10654753.00","--","--","92943947.00","16087.00","--","--","1352561440.00","--","--","--","14986083.00","1976234.00","32750028.00","2842920.00","6026528.00","1113436.00","4885208.00","2370760465.00","79498396.00","--","51071420.00","--","11469150.00","3250105.00","33377308.00","2432574.00","--","1931204569.00","46650000.00","370153.00","--","861442.00","36743733.00","2838308.00","1297627.00","2828820.00","2203893605.00","108495500.00","24965734.00","31859399.00","1427324.00","--","--","166747957.00","118903.00","166866860.00","--","0.00","0.00","15.40"
"114/10/29","108","1","2885","元大金","67002148.00","46774088.00","473954162.00","213788625.00","354172063.00","--","31693623.00","187126164.00","1468726.00","864320.00","--","753874829.00","685440.00","1985128.00","2548879.00","68503947.00","4962892.00","21908845.00","13935130.00","33425639.00","5630662.00","47794637.00","2332099947.00","21241330.00","--","112621270.00","--","199208092.00","56525585.00","168393048.00","6132209.00","--","1021910853.00","66673090.00","65958993.00","--","240397102.00","80704420.00","6044431.00","3409447.00","37869229.00","2087089099.00","116862325.00","37200474.00","65433806.00","7723310.00","-197606.00","--","227022309.00","17988539.00","245010848.00","0.00","0.00","15621000.00","19.45"
"114/10/29","108","1","2886","兆豐金","106816242.00","508582853.00","199785160.00","442671175.00","300354518.00","--","8280039.00","88482168.00","276161.00","328350.00","--","1830638221.00","3924722.00","3147159.00","--","4628104.00","1387308.00","22065486.00","1807833.00","519585.00","7500474.00","4844282.00","3536039840.00","351211395.00","16729308.00","27686450.00","--","263667683.00","22289925.00","67706322.00","9695305.00","--","2382867695.00","13300000.00","977515.00","--","27309511.00","16100278.00","1809326.00","2882781.00","6970076.00","3211203570.00","135998240.00","68194233.00","110152514.00","10478154.00","0.00","--","324823141.00","13129.00","324836270.00","0.00","0.00","0.00","23.88"
"114/10/29","108","1","2887","台新新光金","20693000.00","78434802.00","125219099.00","374844476.00","7900346.00","--","9014768.00","143850022.00","354086.00","--","--","1033856636.00","--","41063306.00","--","9303800.00","639821.00","19149825.00","2591735.00","2369661.00","3299204.00","10421829.00","1883006416.00","52513183.00","0.00","29462790.00","--","84928727.00","13151259.00","35013221.00","2751708.00","--","1335787683.00","66700000.00","11076883.00","--","1741644.00","67420871.00","2627282.00","72563.00","4092063.00","1707339877.00","112377348.00","35960370.00","26330603.00","864873.00","--","--","175533194.00","133345.00","175666539.00","--","1351000.00","0.00","15.62"
"114/10/29","108","1","2889","國票金","3361654.00","7170.00","114362533.00","120687888.00","--","--","978887.00","21905905.00","329.00","--","--","--","--","1810373.00","--","7122746.00","--","1811697.00","197575.00","218371.00","75501.00","1042183.00","273582812.00","--","24785193.00","952010.00","--","182787509.00","13193881.00","9137098.00","337270.00","--","--","--","--","--","1449069.00","2256257.00","196377.00","150639.00","573545.00","235818848.00","28198659.00","153610.00","4257061.00","1340296.00","0.00","--","33949626.00","3814338.00","37763964.00","0.00","0.00","0.00","12.04"
"114/10/29","108","1","2890","永豐金","24574857.00","112193180.00","87154872.00","225934727.00","101406162.00","--","16972131.00","73126892.00","292017.00","--","--","984867539.00","--","512662.00","--","39876185.00","2583914.00","12552835.00","3384729.00","2248670.00","2193889.00","18508207.00","1708383468.00","39887941.00","--","20325639.00","--","49610376.00","29978225.00","39661982.00","1343701.00","--","1277862428.00","39220536.00","9745869.00","18437.00","3260615.00","38573161.00","2697374.00","1637155.00","7825502.00","1561648941.00","112710541.00","2228771.00","30896008.00","895717.00","--","--","146731037.00","3490.00","146734527.00","--","0.00","0.00","13.02"
