出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","108","2","1409","新纖","89804382.00","58366859.00","148171241.00","100086208.00","11111137.00","111197345.00","16184093.00","1573970.00","8539174.00","2571499.00","-29834.00","28838902.00","--","8134994.00","36973896.00","--","0.00","4680487.00","17.87"
"114/10/29","108","2","1718","中纖","546404162.00","163919101.00","710323263.00","631152495.00","19930549.00","651083044.00","16213672.00","1694875.00","5359103.00","148004.00","-1227909.00","22187745.00","--","37052474.00","59240219.00","--","0.00","310784583.00","18.31"
"114/10/29","108","2","2207","和泰車","166389845.00","78580801.00","244970646.00","167876645.00","18907454.00","186784099.00","5461792.00","292159.00","42709483.00","848185.00","--","49311619.00","--","8874928.00","58186547.00","0.00","0.00","0.00","90.28"
"114/10/29","108","2","2905","三商","191149328.00","1047520238.00","1238669566.00","15448061.00","1186491005.00","1201939066.00","8266827.00","1885037.00","8108579.00","-2913705.00","-532672.00","14814066.00","0.00","21916434.00","36730500.00","0.00","0.00","47752000.00","19.02"
