出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","108","4","1101","台泥","118145990.00","249336395.00","367482385.00","66532743.00","92487775.00","159020518.00","56656192.00","48015947.00","65626033.00","23734855.00","-348959.00","193684068.00","--","--","14777799.00","208461867.00","--","0.00","8000000.00","34.23"
"114/10/29","108","4","1102","亞泥","89242066.00","208036446.00","297278512.00","74335619.00","53493855.00","127829474.00","33614472.00","1456054.00","108564355.00","2432477.00","--","146067358.00","--","--","23381680.00","169449038.00","--","0.00","0.00","43.45"
"114/10/29","108","4","1103","嘉泥","10657604.00","28063030.00","38720634.00","3700460.00","11343949.00","15044409.00","7747805.00","847377.00","10660775.00","4654268.00","-1096783.00","22813442.00","--","--","862783.00","23676225.00","--","0.00","130370320.00","35.40"
"114/10/29","108","4","1104","環泥","4267262.00","19134671.00","23401933.00","3831854.00","1467033.00","5298887.00","6536092.00","41430.00","11013644.00","392291.00","--","17983457.00","--","--","119589.00","18103046.00","--","0.00","0.00","27.51"
"114/10/29","108","4","1108","幸福","5087148.00","2241729.00","7328877.00","1617131.00","1390809.00","3007940.00","4047380.00","8.00","269466.00","4006.00","0.00","4320860.00","0.00","--","77.00","4320937.00","--","0.00","0.00","10.68"
"114/10/29","108","4","1109","信大","5683105.00","5508189.00","11191294.00","2256725.00","304447.00","2561172.00","3419579.00","22551.00","3608235.00","-231848.00","--","6818517.00","--","--","1811605.00","8630122.00","0.00","0.00","0.00","19.94"
"114/10/29","108","4","1110","東泥","2026192.00","7714156.00","9740348.00","661655.00","507709.00","1169364.00","5720008.00","188162.00","2114087.00","514103.00","-12185.00","8524175.00","--","--","46809.00","8570984.00","--","0.00","2112865.00","14.96"
"114/10/29","108","4","1201","味全","6536514.00","12560429.00","19096943.00","7290451.00","4862697.00","12153148.00","5060629.00","36103.00","2141842.00","-302706.00","--","6935868.00","--","--","7927.00","6943795.00","0.00","0.00","0.00","13.71"
"114/10/29","108","4","1203","味王","4334741.00","5090285.00","9425026.00","1735178.00","1474274.00","3209452.00","2400000.00","112965.00","2317751.00","205275.00","-38464.00","4997527.00","--","--","1218047.00","6215574.00","0.00","0.00","2293865.00","21.02"
"114/10/29","108","4","1210","大成","21286860.00","26013877.00","47300737.00","20172456.00","2803762.00","22976218.00","8273391.00","3011373.00","6259370.00","902128.00","-219132.00","18227130.00","--","--","6097389.00","24324519.00","--","0.00","45362433.00","23.31"
"114/10/29","108","4","1213","大飲","237470.00","1028532.00","1266002.00","125943.00","576652.00","702595.00","566226.00","21938.00","-24610.00","-147.00","--","563407.00","--","--","--","563407.00","0.00","0.00","0.00","9.95"
"114/10/29","108","4","1215","卜蜂","6846284.00","11804077.00","18650361.00","6450161.00","3573206.00","10023367.00","2679910.00","2137.00","3641000.00","1599285.00","--","7922332.00","--","--","704662.00","8626994.00","0.00","0.00","0.00","29.56"
"114/10/29","108","4","1216","統一","162827597.00","314627676.00","477455273.00","152367805.00","151082163.00","303449968.00","56820154.00","3897742.00","54692940.00","-6994492.00","--","108416344.00","--","--","65588961.00","174005305.00","0.00","0.00","0.00","19.08"
"114/10/29","108","4","1217","愛之味","2176972.00","10719014.00","12895986.00","3346048.00","3110672.00","6456720.00","4945134.00","266323.00","606288.00","-136823.00","--","5680922.00","--","--","758344.00","6439266.00","--","0.00","0.00","11.49"
"114/10/29","108","4","1218","泰山","3561612.00","5667735.00","9229347.00","1698218.00","925956.00","2624174.00","4999990.00","961786.00","949056.00","-107068.00","-203876.00","6599888.00","--","--","5285.00","6605173.00","0.00","0.00","13680042.00","13.57"
"114/10/29","108","4","1219","福壽","4439679.00","4497892.00","8937571.00","2697616.00","2280664.00","4978280.00","3220139.00","14358.00","704042.00","-7318.00","--","3931221.00","--","--","28070.00","3959291.00","--","0.00","0.00","12.21"
"114/10/29","108","4","1220","台榮","1937804.00","1212018.00","3149822.00","472838.00","198495.00","671333.00","1770779.00","22810.00","505648.00","0.00","0.00","2299237.00","--","--","179252.00","2478489.00","--","0.00","0.00","12.98"
"114/10/29","108","4","1225","福懋油","4542984.00","3198033.00","7741017.00","2522456.00","1570132.00","4092588.00","2187030.00","121015.00","994144.00","-95204.00","--","3206985.00","--","--","441444.00","3648429.00","--","0.00","0.00","14.66"
"114/10/29","108","4","1227","佳格","18513185.00","6975080.00","25488265.00","7682083.00","855491.00","8537574.00","9150897.00","109718.00","8016188.00","-577494.00","-21182.00","16678127.00","--","--","272564.00","16950691.00","0.00","0.00","6669471.00","18.36"
"114/10/29","108","4","1229","聯華","7229352.00","39315591.00","46544943.00","7632332.00","1282420.00","8914752.00","11047399.00","765121.00","12875954.00","2494677.00","-184763.00","26998388.00","--","--","10631803.00","37630191.00","--","0.00","5947000.00","24.57"
"114/10/29","108","4","1231","聯華食","4014463.00","3451580.00","7466043.00","2750390.00","1061564.00","3811954.00","1745954.00","72657.00","1812996.00","4388.00","--","3635995.00","--","--","18094.00","3654089.00","--","0.00","0.00","20.83"
"114/10/29","108","4","1232","大統益","4880827.00","926658.00","5807485.00","1446576.00","229424.00","1676000.00","1599749.00","23784.00","2443831.00","-7000.00","--","4060364.00","--","--","71121.00","4131485.00","0.00","0.00","0.00","25.38"
"114/10/29","108","4","1233","天仁","788324.00","1701781.00","2490105.00","534898.00","338410.00","873308.00","905919.00","46130.00","530080.00","133208.00","-2524.00","1612813.00","--","--","3984.00","1616797.00","0.00","0.00","55000.00","17.81"
"114/10/29","108","4","1234","黑松","7467559.00","15175409.00","22642968.00","2359833.00","2400869.00","4760702.00","4018711.00","185118.00","13621339.00","57098.00","0.00","17882266.00","--","--","0.00","17882266.00","--","0.00","0.00","44.50"
"114/10/29","108","4","1235","興泰","3200913.00","1005114.00","4206027.00","1568320.00","54404.00","1622724.00","989553.00","41515.00","600536.00","961652.00","-9953.00","2583303.00","--","--","--","2583303.00","--","0.00","3226837.00","26.99"
"114/10/29","108","4","1236","宏亞","814914.00","1921221.00","2736135.00","562141.00","489482.00","1051623.00","1083425.00","33780.00","423131.00","144176.00","0.00","1684512.00","--","--","0.00","1684512.00","0.00","0.00","0.00","15.55"
"114/10/29","108","4","1256","鮮活果汁-KY","1402918.00","1743737.00","3146655.00","914344.00","173942.00","1088286.00","338422.00","425602.00","1407965.00","-145105.00","--","2026884.00","--","--","31485.00","2058369.00","--","0.00","0.00","59.89"
"114/10/29","108","4","1301","台塑","175616860.00","321471099.00","497087959.00","89283378.00","58651261.00","147934639.00","63657408.00","11724498.00","198347860.00","75423554.00","0.00","349153320.00","0.00","--","0.00","349153320.00","0.00","0.00","0.00","54.85"
"114/10/29","108","4","1303","南亞","187476346.00","367202333.00","554678679.00","83516150.00","115591829.00","199107979.00","79308216.00","26617834.00","204105146.00","34540688.00","--","344571884.00","--","--","10998816.00","355570700.00","0.00","0.00","0.00","43.45"
"114/10/29","108","4","1304","台聚","28020172.00","43405614.00","71425786.00","12634382.00","19614457.00","32248839.00","11887635.00","271613.00","7756919.00","-781058.00","-475606.00","18659503.00","--","--","20517444.00","39176947.00","--","0.00","116465574.00","17.40"
"114/10/29","108","4","1305","華夏","4876866.00","7454367.00","12331233.00","1695099.00","1923568.00","3618667.00","5270299.00","10060.00","2937187.00","33266.00","--","8250812.00","--","--","461754.00","8712566.00","0.00","0.00","0.00","15.66"
"114/10/29","108","4","1307","三芳","8337017.00","6799054.00","15136071.00","3846140.00","3025846.00","6871986.00","3978181.00","141101.00","4356483.00","-211680.00","--","8264085.00","--","--","--","8264085.00","--","0.00","0.00","20.77"
"114/10/29","108","4","1308","亞聚","4940438.00","11982653.00","16923091.00","2469828.00","4223443.00","6693271.00","5543827.00","24400.00","4785613.00","-124020.00","--","10229820.00","--","--","--","10229820.00","0.00","0.00","0.00","18.45"
"114/10/29","108","4","1309","台達化","4801480.00","3203261.00","8004741.00","2278694.00","1426284.00","3704978.00","3342048.00","810.00","997971.00","-41066.00","--","4299763.00","--","--","--","4299763.00","0.00","0.00","0.00","12.87"
"114/10/29","108","4","1310","台苯","3220542.00","6083800.00","9304342.00","1809054.00","266028.00","2075082.00","5278698.00","42418.00","2282185.00","-581249.00","--","7022052.00","--","--","207208.00","7229260.00","--","0.00","0.00","13.30"
"114/10/29","108","4","1312","國喬","11627999.00","19858408.00","31486407.00","2519453.00","1734877.00","4254330.00","9266203.00","181698.00","14695878.00","280466.00","-55577.00","24368668.00","--","--","2863409.00","27232077.00","--","0.00","2023473.00","26.36"
"114/10/29","108","4","1313","聯成","18684583.00","26472414.00","45156997.00","10641914.00","13943367.00","24585281.00","13323476.00","1327147.00","4401136.00","1519957.00","0.00","20571716.00","--","--","--","20571716.00","--","0.00","0.00","15.44"
"114/10/29","108","4","1314","中石化","23986973.00","72481517.00","96468490.00","8741513.00","20533113.00","29274626.00","28348502.00","1286700.00","39406739.00","-1925172.00","--","67116769.00","--","--","77095.00","67193864.00","0.00","0.00","0.00","23.68"
"114/10/29","108","4","1315","達新","6762847.00","3162466.00","9925313.00","1272212.00","259874.00","1532086.00","1980000.00","105429.00","4196822.00","2207928.00","-118879.00","8371300.00","0.00","--","21927.00","8393227.00","0.00","0.00","7137000.00","43.86"
"114/10/29","108","4","1316","上曜","6426681.00","631133.00","7057814.00","4524909.00","31727.00","4556636.00","1846776.00","103330.00","-114515.00","-6675.00","-164499.00","1664417.00","--","--","836761.00","2501178.00","0.00","0.00","20777800.00","10.16"
"114/10/29","108","4","1319","東陽","8834332.00","28271018.00","37105350.00","7617634.00","6748879.00","14366513.00","5914771.00","4149463.00","12048352.00","-141576.00","--","21971010.00","--","--","767827.00","22738837.00","--","0.00","0.00","37.15"
"114/10/29","108","4","1321","大洋","1857147.00","9718359.00","11575506.00","1068829.00","5179211.00","6248040.00","2272283.00","7792.00","2805902.00","277678.00","-36189.00","5327466.00","--","--","--","5327466.00","--","0.00","6542716.00","24.14"
"114/10/29","108","4","1323","永裕","2812275.00","2314298.00","5126573.00","689506.00","2067962.00","2757468.00","912745.00","58340.00","1214318.00","-160543.00","-2813.00","2022047.00","--","--","347058.00","2369105.00","0.00","0.00","1200017.00","22.45"
"114/10/29","108","4","1324","地球","779706.00","443750.00","1223456.00","220253.00","29735.00","249988.00","751219.00","867.00","248291.00","-26909.00","0.00","973468.00","--","--","0.00","973468.00","0.00","0.00","0.00","12.96"
"114/10/29","108","4","1325","恆大","887376.00","987075.00","1874451.00","47176.00","63558.00","110734.00","852812.00","3101.00","879191.00","-31693.00","--","1703411.00","--","--","60306.00","1763717.00","0.00","0.00","0.00","19.97"
"114/10/29","108","4","1326","台化","226182634.00","324366383.00","550549017.00","87132669.00","54125385.00","141258054.00","58611863.00","9138869.00","186526961.00","102560930.00","-323952.00","356514671.00","--","--","52776292.00","409290963.00","0.00","0.00","12169610.00","60.95"
"114/10/29","108","4","1337","再生-KY","3212035.00","4374633.00","7586668.00","529092.00","61321.00","590413.00","2689547.00","3014618.00","2009075.00","-716985.00","--","6996255.00","--","--","--","6996255.00","--","0.00","0.00","26.01"
"114/10/29","108","4","1338","廣華-KY","5974387.00","4117130.00","10091517.00","3054627.00","378645.00","3433272.00","838400.00","2787090.00","3484612.00","-728338.00","--","6381764.00","--","--","276481.00","6658245.00","0.00","0.00","0.00","76.12"
"114/10/29","108","4","1339","昭輝","1930263.00","3418286.00","5348549.00","1105758.00","644902.00","1750660.00","741389.00","1193024.00","1671560.00","-119481.00","-526.00","3485966.00","--","--","111923.00","3597889.00","--","0.00","15000.00","47.03"
"114/10/29","108","4","1340","勝悅-KY","4237691.00","1884812.00","6122503.00","229474.00","36135.00","265609.00","1529229.00","2540814.00","2467160.00","-680309.00","--","5856894.00","--","--","--","5856894.00","--","0.00","0.00","38.30"
"114/10/29","108","4","1341","富林-KY","1199589.00","945047.00","2144636.00","675765.00","245359.00","921124.00","494000.00","424397.00","553548.00","-248433.00","--","1223512.00","--","--","--","1223512.00","--","0.00","0.00","24.77"
"114/10/29","108","4","1342","八貫","849447.00","668726.00","1518173.00","447104.00","134709.00","581813.00","594653.00","19904.00","321803.00","--","--","--","--","--","--","936360.00","--","0.00","0.00","15.75"
"114/10/29","108","4","1402","遠東新","119040383.00","457039316.00","576079699.00","114920194.00","189838322.00","304758516.00","53528751.00","3270355.00","150837528.00","-3089283.00","-25063.00","204522288.00","--","--","66798895.00","271321183.00","--","0.00","779000.00","38.21"
"114/10/29","108","4","1410","南染","652690.00","717702.00","1370392.00","59581.00","171982.00","231563.00","630000.00","22361.00","454835.00","-14959.00","--","1092237.00","--","--","46592.00","1138829.00","0.00","0.00","0.00","17.34"
"114/10/29","108","4","1413","宏洲","792781.00","1958771.00","2751552.00","849240.00","702522.00","1551762.00","1321124.00","0.00","-117119.00","-4215.00","--","--","--","--","--","1199790.00","--","0.00","0.00","9.08"
"114/10/29","108","4","1414","東和","1169691.00","3404887.00","4574578.00","775011.00","701719.00","1476730.00","2200000.00","0.00","979154.00","-81306.00","--","--","--","--","--","3097848.00","0.00","0.00","0.00","14.08"
"114/10/29","108","4","1416","廣豐","1059893.00","6083932.00","7143825.00","918413.00","2317407.00","3235820.00","1853422.00","120962.00","1779765.00","153856.00","--","3908005.00","--","--","--","3908005.00","--","0.00","0.00","21.09"
"114/10/29","108","4","1417","嘉裕","2876407.00","1507610.00","4384017.00","1130097.00","118684.00","1248781.00","1899419.00","0.00","642377.00","593440.00","--","3135236.00","--","--","--","3135236.00","--","0.00","0.00","16.51"
"114/10/29","108","4","1418","東華","416111.00","2039912.00","2456023.00","291753.00","1529002.00","1820755.00","568343.00","8005.00","-448864.00","588733.00","-80969.00","635248.00","--","--","20.00","635268.00","0.00","0.00","2543000.00","11.70"
