出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","108","3","1240","茂生農經","855233.00","682420.00","1537653.00","490914.00","29199.00","520113.00","339900.00","134278.00","365732.00","164130.00","--","1004040.00","--","--","13500.00","1017540.00","--","0.00","0.00","29.54"
"114/10/29","108","3","1259","安心","2530912.00","2276333.00","4807245.00","1676817.00","1277637.00","2954454.00","323895.00","809816.00","695632.00","-7163.00","-10123.00","1812057.00","--","--","40734.00","1852791.00","0.00","0.00","117000.00","56.15"
"114/10/29","108","3","1264","德麥","2313208.00","978126.00","3291334.00","454132.00","70005.00","524137.00","336960.00","706936.00","1245761.00","-43278.00","--","2246379.00","--","--","520818.00","2767197.00","0.00","0.00","0.00","66.67"
"114/10/29","108","3","1268","漢來美食","1733880.00","2163418.00","3897298.00","1250125.00","1209605.00","2459730.00","376117.00","796575.00","290174.00","40512.00","-65810.00","1437568.00","--","--","--","1437568.00","--","0.00","500000.00","38.74"
"114/10/29","108","3","1336","台翰","962929.00","1433706.00","2396635.00","674761.00","54013.00","728774.00","851484.00","747738.00","127832.00","-59193.00","0.00","1667861.00","--","--","--","1667861.00","--","0.00","0.00","19.59"
"114/10/29","108","3","1565","精華","4039613.00","4439226.00","8478839.00","2058741.00","973267.00","3032008.00","504165.00","526000.00","4414558.00","2108.00","--","5446831.00","--","--","--","5446831.00","0.00","0.00","0.00","108.04"
"114/10/29","108","3","1569","濱川","3403114.00","3166348.00","6569462.00","2956068.00","893159.00","3849227.00","1127133.00","1053283.00","588642.00","-151854.00","--","2617204.00","--","--","103031.00","2720235.00","--","0.00","0.00","23.22"
"114/10/29","108","3","1570","力肯","689682.00","236683.00","926365.00","170668.00","10014.00","180682.00","515008.00","0.00","233487.00","-2812.00","0.00","745683.00","--","--","0.00","745683.00","0.00","0.00","0.00","14.48"
"114/10/29","108","3","1580","新麥","1914041.00","1150906.00","3064947.00","780884.00","171787.00","952671.00","502302.00","75738.00","1613647.00","-137074.00","--","2054613.00","--","--","57663.00","2112276.00","0.00","0.00","0.00","40.90"
"114/10/29","108","3","1584","精剛","618821.00","1382608.00","2001429.00","763095.00","372517.00","1135612.00","824705.00","286822.00","-150566.00","-96171.00","--","864790.00","--","--","1027.00","865817.00","--","0.00","0.00","10.49"
"114/10/29","108","3","1586","和勤","1716700.00","1432614.00","3149314.00","1499439.00","283063.00","1782502.00","801512.00","512998.00","290738.00","-117894.00","-120542.00","1366812.00","--","--","--","1366812.00","--","0.00","3242000.00","17.77"
"114/10/29","108","3","1591","駿吉-KY","298736.00","372624.00","671360.00","227203.00","32694.00","259897.00","331648.00","22159.00","180365.00","-122709.00","--","411463.00","--","--","--","411463.00","0.00","0.00","0.00","12.41"
"114/10/29","108","3","1593","祺驊","670490.00","358109.00","1028599.00","165377.00","7154.00","172531.00","319484.00","285787.00","264604.00","-20811.00","0.00","849064.00","--","--","7004.00","856068.00","0.00","0.00","0.00","26.58"
"114/10/29","108","3","1595","川寶","2640307.00","1131497.00","3771804.00","1067471.00","341628.00","1409099.00","471481.00","545756.00","1363411.00","-7463.00","-10480.00","2362705.00","--","--","--","2362705.00","--","0.00","222000.00","50.35"
