出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","108","2","1240","茂生農經","923667.00","653167.00","1576834.00","371126.00","31150.00","402276.00","339900.00","134278.00","333117.00","367263.00","--","--","--","--","--","1174558.00","--","0.00","0.00","35.59"
"114/10/29","108","2","1259","安心","2496033.00","2309504.00","4805537.00","1690879.00","1321006.00","3011885.00","323895.00","809816.00","645758.00","-21138.00","-10123.00","1748208.00","--","--","45444.00","1793652.00","0.00","0.00","117000.00","54.17"
"114/10/29","108","2","1264","德麥","2604680.00","932419.00","3537099.00","804207.00","71854.00","876061.00","336960.00","706936.00","1129190.00","-26714.00","--","2146372.00","--","--","514666.00","2661038.00","0.00","0.00","0.00","63.70"
"114/10/29","108","2","1268","漢來美食","1715799.00","2373688.00","4089487.00","1522440.00","1220908.00","2743348.00","375777.00","795453.00","233137.00","7582.00","-65810.00","1346139.00","--","--","--","1346139.00","--","0.00","500000.00","36.31"
"114/10/29","108","2","1336","台翰","1034808.00","1423248.00","2458056.00","791227.00","16170.00","807397.00","851484.00","747738.00","104547.00","-53110.00","0.00","1650659.00","--","--","--","1650659.00","--","0.00","0.00","19.39"
"114/10/29","108","2","1565","精華","4783913.00","4494424.00","9278337.00","3084738.00","1023541.00","4108279.00","504165.00","526000.00","4137147.00","2746.00","--","5170058.00","--","--","--","5170058.00","0.00","0.00","0.00","102.55"
"114/10/29","108","2","1569","濱川","3021660.00","3167721.00","6189381.00","2568707.00","859932.00","3428639.00","1127133.00","1053283.00","569483.00","-90601.00","--","2659298.00","--","--","101444.00","2760742.00","--","0.00","0.00","23.59"
"114/10/29","108","2","1570","力肯","709132.00","239045.00","948177.00","213706.00","9185.00","222891.00","515008.00","0.00","212549.00","-2271.00","--","725286.00","--","--","0.00","725286.00","0.00","0.00","0.00","14.08"
"114/10/29","108","2","1580","新麥","2205657.00","1128472.00","3334129.00","1177432.00","152792.00","1330224.00","502302.00","75738.00","1454984.00","-82705.00","--","1950319.00","--","--","53586.00","2003905.00","--","0.00","0.00","38.83"
"114/10/29","108","2","1584","精剛","636290.00","1430095.00","2066385.00","734170.00","422177.00","1156347.00","824705.00","286822.00","-137881.00","-108939.00","--","864707.00","--","--","45331.00","910038.00","--","0.00","0.00","10.49"
"114/10/29","108","2","1586","和勤","1800545.00","1279954.00","3080499.00","1541734.00","126553.00","1668287.00","801512.00","512998.00","289294.00","-71050.00","-120542.00","1412212.00","--","--","--","1412212.00","--","0.00","3242000.00","19.28"
"114/10/29","108","2","1591","駿吉-KY","347026.00","360799.00","707825.00","259795.00","34394.00","294189.00","331648.00","22159.00","176713.00","-116884.00","--","413636.00","--","--","0.00","413636.00","0.00","0.00","0.00","12.47"
"114/10/29","108","2","1593","祺驊","753646.00","353765.00","1107411.00","277338.00","8306.00","285644.00","319484.00","285787.00","228378.00","-18675.00","0.00","814974.00","--","--","6793.00","821767.00","0.00","0.00","0.00","25.51"
"114/10/29","108","2","1595","川寶","2586874.00","1147367.00","3734241.00","997526.00","376227.00","1373753.00","471481.00","545756.00","1359408.00","-5677.00","-10480.00","2360488.00","--","--","--","2360488.00","--","0.00","222000.00","50.30"
"114/10/29","108","2","1599","宏佳騰","1462153.00","877525.00","2339678.00","738466.00","32421.00","770887.00","738118.00","487161.00","473649.00","-8887.00","-121250.00","1568791.00","--","--","--","1568791.00","0.00","0.00","2956000.00","26.57"
"114/10/29","108","2","1742","台蠟","750593.00","472136.00","1222729.00","499875.00","97867.00","597742.00","550500.00","23086.00","45303.00","6098.00","0.00","624987.00","--","--","--","624987.00","0.00","0.00","0.00","11.35"
"114/10/29","108","2","1777","生泰","1132030.00","757807.00","1889837.00","728560.00","89671.00","818231.00","300595.00","314322.00","458894.00","-2205.00","--","--","--","--","--","1071606.00","0.00","0.00","0.00","35.65"
"114/10/29","108","2","1781","合世","239476.00","255414.00","494890.00","171166.00","15476.00","186642.00","474076.00","--","-151921.00","-13907.00","--","308248.00","--","--","--","308248.00","0.00","0.00","0.00","6.50"
