出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","108","1","1409","新纖","91491496.00","57799505.00","149291001.00","100507399.00","11046120.00","111553519.00","16184093.00","1574677.00","9390169.00","2292827.00","-29834.00","29411932.00","--","8325550.00","37737482.00","--","0.00","4680487.00","18.23"
"114/10/29","108","1","1718","中纖","556891376.00","163903342.00","720794718.00","633364898.00","27940568.00","661305466.00","15224105.00","1694875.00","6816094.00","63118.00","-1227909.00","22570283.00","--","36918969.00","59489252.00","--","0.00","310784583.00","18.63"
"114/10/29","108","1","2207","和泰車","158094329.00","76553991.00","234648320.00","154012718.00","18886227.00","172898945.00","5461792.00","292159.00","46217441.00","409791.00","--","52381183.00","--","9368192.00","61749375.00","0.00","0.00","0.00","95.90"
"114/10/29","108","1","2905","三商","161602317.00","1051408424.00","1213010741.00","16561425.00","1160236658.00","1176798083.00","8266827.00","2235961.00","6739352.00","-2452380.00","-532672.00","14257088.00","0.00","21955570.00","36212658.00","0.00","0.00","47752000.00","18.30"
