出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","108","3","1101","台泥","113084223.00","245338024.00","358422247.00","69707934.00","90314401.00","160022335.00","56656192.00","48305425.00","58857987.00","20220735.00","-348959.00","183691380.00","--","--","14708532.00","198399912.00","--","0.00","8000000.00","32.47"
"114/10/29","108","3","1102","亞泥","86685200.00","203707469.00","290392669.00","64962584.00","59751391.00","124713975.00","33614472.00","1445214.00","103897262.00","4243580.00","--","143200528.00","--","--","22478166.00","165678694.00","--","0.00","0.00","42.60"
"114/10/29","108","3","1103","嘉泥","10609246.00","25389351.00","35998597.00","2942882.00","10356227.00","13299109.00","7747805.00","846032.00","10847305.00","3535723.00","-1096783.00","21880082.00","--","--","819406.00","22699488.00","--","0.00","130370320.00","33.95"
"114/10/29","108","3","1104","環泥","4044272.00","18937417.00","22981689.00","3647506.00","1483232.00","5130738.00","6536092.00","41265.00","10597933.00","558306.00","--","17733596.00","--","--","117355.00","17850951.00","--","0.00","0.00","27.13"
"114/10/29","108","3","1108","幸福","5050732.00","2346751.00","7397483.00","1932652.00","1198031.00","3130683.00","4047380.00","8.00","214678.00","4656.00","--","4266722.00","--","--","78.00","4266800.00","--","0.00","0.00","10.54"
"114/10/29","108","3","1109","信大","4879636.00","5518493.00","10398129.00","1963205.00","280695.00","2243900.00","3419579.00","22551.00","3285705.00","-199912.00","--","6527923.00","--","--","1626306.00","8154229.00","--","0.00","0.00","19.09"
"114/10/29","108","3","1110","東泥","1904508.00","7735919.00","9640427.00","561589.00","521357.00","1082946.00","5720008.00","188162.00","2118616.00","496052.00","-12185.00","8510653.00","--","--","46828.00","8557481.00","--","0.00","2112865.00","14.93"
"114/10/29","108","3","1201","味全","7193872.00","12672786.00","19866658.00","10541608.00","2305897.00","12847505.00","5060629.00","31936.00","2121090.00","-202262.00","--","7011393.00","--","--","7760.00","7019153.00","--","0.00","0.00","13.85"
"114/10/29","108","3","1203","味王","4303114.00","5087119.00","9390233.00","1866590.00","1453439.00","3320029.00","2400000.00","112965.00","2217277.00","225986.00","-38464.00","4917764.00","--","--","1152440.00","6070204.00","0.00","0.00","2293865.00","20.69"
"114/10/29","108","3","1210","大成","22157370.00","25447562.00","47604932.00","20393670.00","3404048.00","23797718.00","8273391.00","3013661.00","5773597.00","1018894.00","-219132.00","17860411.00","--","--","5946803.00","23807214.00","--","0.00","45362433.00","22.84"
"114/10/29","108","3","1213","大飲","269476.00","1034277.00","1303753.00","336056.00","396875.00","732931.00","566226.00","21938.00","-17211.00","-131.00","--","570822.00","--","--","--","570822.00","0.00","0.00","0.00","10.08"
