出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,資本公積,保留盈餘（或累積虧損）,其他權益,庫藏股票,歸屬於母公司業主權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總計,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/10/29","108","3","2855","統一證","87004386.00","5915054.00","92919440.00","66291351.00","200815.00","66492166.00","13723900.00","91261.00","11698952.00","842755.00","0.00","26356868.00","--","--","70406.00","26427274.00","0.00","0.00","0.00","19.21"
"114/10/29","108","3","6005","群益證","114531392.00","17030930.00","131562322.00","92431896.00","2207369.00","94639265.00","23209081.00","2852299.00","7044386.00","1644474.00","0.00","34750240.00","--","--","2172817.00","36923057.00","0.00","0.00","0.00","14.97"
"114/10/29","108","3","6024","群益期","42250278.00","560064.00","42810342.00","37856713.00","29733.00","37886446.00","1764376.00","1047338.00","2100001.00","-17408.00","--","4894307.00","--","--","29589.00","4923896.00","0.00","0.00","0.00","27.74"
