出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借銀行同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產淨額,附賣回票券及債券投資淨額,應收款項－淨額,當期所得稅資產,待出售資產－淨額,待分配予業主之資產－淨額,貼現及放款－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,不動產及設備－淨額,使用權資產－淨額,投資性不動產投資－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及銀行同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債－淨額,附買回票券及債券負債,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付金融債券,應付公司債,特別股負債,其他金融負債,負債準備,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,權益─具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,合併前非屬共同控制股權,非控制權益,權益總額,待註銷股本股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,每股參考淨值
"114/11/13","113","4","2801","彰銀","41389706.00","187983867.00","82798865.00","310155769.00","512721202.00","--","--","24807709.00","282646.00","--","--","1967920024.00","--","--","324530.00","21413108.00","1966622.00","13932767.00","985194.00","4510535.00","1528587.00","3172721131.00","234310750.00","--","2881955.00","--","11403907.00","28023911.00","1841194.00","--","2630356510.00","40805410.00","--","--","1290231.00","2616244.00","1837221.00","11089598.00","4866812.00","2971323743.00","112057583.00","--","24.00","79363693.00","9976088.00","0.00","201397388.00","--","--","--","201397388.00","--","0.00","0.00","17.97"
"114/11/13","113","4","2812","台中銀","16133833.00","49941583.00","36861393.00","99646519.00","107749552.00","--","8241776.00","24363126.00","0.00","--","--","603477297.00","192853.00","106011.00","3517.00","19411366.00","1108080.00","544436.00","308591.00","917916.00","3071253.00","972079102.00","19651215.00","13369774.00","2821648.00","--","12844223.00","7899390.00","823140.00","--","806665136.00","13500000.00","--","--","8555462.00","1297832.00","1137781.00","109486.00","1312631.00","889987718.00","55187566.00","--","1528256.00","24836981.00","538581.00","0.00","82091384.00","--","--","0.00","82091384.00","0.00","0.00","0.00","14.87"
"114/11/13","113","4","2820","華票","547603.00","330000.00","150478933.00","94715735.00","2190041.00","--","1955700.00","988667.00","436938.00","--","--","--","--","--","79745.00","155425.00","2840.00","--","--","246561.00","598721.00","252726909.00","21105772.00","--","23796.00","--","204003192.00","617981.00","--","--","--","--","--","--","--","1401077.00","2886.00","49002.00","301039.00","227504745.00","13429600.00","--","15222.00","12464477.00","-687135.00","--","--","--","--","--","25222164.00","--","0.00","0.00","18.78"
"114/11/13","113","4","2834","臺企銀","35663893.00","167755748.00","82805785.00","185020961.00","230242408.00","--","10252365.00","13180282.00","356852.00","--","--","1619036334.00","--","--","6837.00","13883808.00","1267030.00","--","1203010.00","1900656.00","12180081.00","2374756050.00","240697672.00","1443506.00","10213236.00","--","2011108.00","20092502.00","865240.00","--","1903841852.00","53460000.00","--","--","2528132.00","2384421.00","1307295.00","933342.00","3543962.00","2243322268.00","91679828.00","--","816129.00","38600383.00","337442.00","--","131433782.00","--","--","--","131433782.00","0.00","0.00","0.00","14.34"
"114/11/13","113","4","2836","高雄銀","4837717.00","17004114.00","3434712.00","34944963.00","58571833.00","--","8645942.00","1735972.00","--","--","--","217145089.00","--","--","234759.00","3296175.00","339192.00","--","109407.00","110946.00","239617.00","350650438.00","14202790.00","--","5334.00","--","12562802.00","3867930.00","122090.00","--","288418948.00","5377000.00","--","--","--","369930.00","340434.00","49369.00","307593.00","325624220.00","18263271.00","--","1436134.00","5160305.00","166508.00","--","--","--","--","--","25026218.00","--","0.00","0.00","13.70"
"114/11/13","113","4","2838","聯邦銀","10828862.00","41848692.00","56021935.00","62897886.00","81725126.00","--","59118321.00","40464033.00","8019.00","--","--","606021210.00","360711.00","--","1562805.00","16106731.00","1745478.00","4563187.00","2200029.00","759038.00","9225403.00","995457466.00","15232374.00","1405281.00","468953.00","--","58563701.00","8504262.00","209587.00","--","803449537.00","5000000.00","885881.00","375000.00","13244765.00","510926.00","1747230.00","2749178.00","3658193.00","916004868.00","42500729.00","--","8168291.00","20708534.00","5857262.00","--","77234816.00","--","--","2217782.00","79452598.00","--","0.00","0.00","18.17"
"114/11/13","113","4","2845","遠東銀","20587193.00","43705701.00","53134114.00","59536214.00","146215199.00","--","3434968.00","18553830.00","--","--","--","488805319.00","2783101.00","--","8636128.00","5195387.00","903588.00","--","1546704.00","71137.00","354467.00","853463050.00","2851990.00","1163333.00","8729116.00","--","2643625.00","15328617.00","138082.00","--","698869200.00","16901900.00","--","--","43576818.00","629812.00","924169.00","--","456599.00","792213261.00","42753997.00","--","302926.00","18271198.00","-78332.00","--","61249789.00","--","--","--","61249789.00","--","0.00","0.00","14.33"
"114/11/13","113","4","2849","安泰銀","3340404.00","15696811.00","21662432.00","42448442.00","41232726.00","--","1207189.00","4385449.00","264913.00","--","--","229539917.00","--","--","0.00","745889.00","772568.00","0.00","288002.00","600675.00","1730812.00","363916229.00","2041889.00","--","514577.00","--","839838.00","2637179.00","11178.00","--","319597158.00","--","--","--","2860881.00","233363.00","762088.00","71215.00","88507.00","329657873.00","19576094.00","--","402822.00","15405447.00","-1126007.00","0.00","--","--","--","--","34258356.00","0.00","0.00","0.00","17.50"
"114/11/13","113","4","2897","王道銀行","9401107.00","19486537.00","184911881.00","167848261.00","25955538.00","--","7932028.00","4088068.00","710461.00","--","--","247488056.00","6975022.00","--","1098205.00","2379140.00","409387.00","--","1743557.00","848532.00","1809374.00","683085154.00","38651705.00","--","1364632.00","--","215304631.00","5996974.00","157788.00","--","331170002.00","13450000.00","--","--","11393737.00","2006251.00","428616.00","968320.00","672105.00","621564761.00","30553579.00","--","568184.00","13220088.00","-1450123.00","-87267.00","42804461.00","--","--","18715932.00","61520393.00","--","9357000.00","0.00","14.05"
"114/11/13","113","4","5876","上海商銀","38522816.00","432246360.00","5569510.00","475245104.00","235146758.00","--","8408560.00","24748669.00","185113.00","1039030.00","--","1221016517.00","1559287.00","--","1872.00","24190840.00","1854237.00","7978542.00","2194494.00","4936259.00","11218943.00","2496062911.00","44597026.00","--","5825908.00","--","4783153.00","36432169.00","956186.00","--","2046220040.00","59591987.00","--","--","9981110.00","3242924.00","1878459.00","9973427.00","5695512.00","2229177901.00","48616031.00","--","27705927.00","111979268.00","9710581.00","-83144.00","197928663.00","--","--","68956347.00","266885010.00","0.00","11397439.00","0.00","40.81"
