出表日期,年度,季別,公司代號,公司名稱,流動資產,非流動資產,資產總計,流動負債,非流動負債,負債總計,股本,權益－具證券性質之虛擬通貨,資本公積,保留盈餘,其他權益,庫藏股票,歸屬於母公司業主之權益合計,共同控制下前手權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/11/13","113","1","1409","新纖","136144671.00","67995348.00","204140019.00","132246229.00","25693737.00","157939966.00","16184093.00","--","1958429.00","13279223.00","4265934.00","-29834.00","35657845.00","--","10542208.00","46200053.00","--","0.00","4680487.00","22.10"
"114/11/13","113","1","1718","中纖","686093621.00","228992425.00","915086046.00","804017823.00","29579602.00","833597425.00","16859057.00","0.00","1712776.00","2561618.00","1137197.00","-1135056.00","21135592.00","0.00","60353029.00","81488621.00","--","0.00","344225645.00","15.75"
"114/11/13","113","1","2207","和泰車","354715775.00","141384602.00","496100377.00","358315320.00","37823898.00","396139218.00","5571028.00","--","2897372.00","48472934.00","8778944.00","--","65720278.00","--","34240881.00","99961159.00","0.00","0.00","0.00","117.97"
"114/11/13","113","1","2905","三商","136338213.00","1465490295.00","1601828508.00","18777269.00","1529622261.00","1548399530.00","11224957.00","0.00","4736923.00","4432429.00","-945742.00","-592930.00","18855637.00","0.00","34573341.00","53428978.00","0.00","0.00","57093000.00","17.70"
