出表日期,年度,季別,公司代號,公司名稱,現金及約當現金,存放央行及拆借金融同業,透過損益按公允價值衡量之金融資產,透過其他綜合損益按公允價值衡量之金融資產,按攤銷後成本衡量之債務工具投資,避險之衍生金融資產,附賣回票券及債券投資,應收款項－淨額,當期所得稅資產,待出售資產－淨額,,貼現及放款－淨額,再保險合約資產－淨額,採用權益法之投資－淨額,受限制資產－淨額,其他金融資產－淨額,投資性不動產－淨額,不動產及設備－淨額,使用權資產－淨額,無形資產－淨額,遞延所得稅資產,其他資產－淨額,資產總額,央行及金融同業存款,央行及同業融資,透過損益按公允價值衡量之金融負債,避險之衍生金融負債,附買回票券及債券負債,應付商業本票－淨額,應付款項,當期所得稅負債,與待出售資產直接相關之負債,存款及匯款,應付債券,其他借款,特別股負債,負債準備,其他金融負債,租賃負債,遞延所得稅負債,其他負債,負債總額,股本,資本公積,保留盈餘,其他權益,庫藏股票,共同控制下前手權益,歸屬於母公司業主之權益,非控制權益,權益總額,待註銷股本股數（單位：股）,預收股款（權益項下）之約當發行股數（單位：股）,母公司暨子公司所持有之母公司庫藏股股數（單位：股）,每股參考淨值
"114/11/13","113","3","2880","華南金","64528939.00","241230546.00","165077119.00","375677213.00","780796456.00","--","2169137.00","84765219.00","119849.00","--","--","2396813147.00","6520817.00","345254.00","--","16296129.00","13030823.00","33723528.00","2243948.00","899424.00","3905589.00","5214254.00","4193357391.00","259673606.00","--","6686851.00","--","47547285.00","47615697.00","69380720.00","2346061.00","--","3339821746.00","71288636.00","3813000.00","--","25243073.00","85854418.00","2304561.00","6179027.00","7237668.00","3974992349.00","137791734.00","17761804.00","67202411.00","-4393265.00","--","--","218362684.00","2358.00","218365042.00","--","0.00","0.00","15.85"
"114/11/13","113","3","2881","富邦金","325367201.00","454543323.00","1848317836.00","736203593.00","3748396001.00","11400207.00","87115166.00","401806888.00","3477844.00","3610678.00","--","2982226297.00","40759005.00","61187557.00","--","580654490.00","297832016.00","71229778.00","13943939.00","34182662.00","52692695.00","60293246.00","11815240422.00","139487046.00","0.00","79448011.00","15279905.00","78064799.00","85186735.00","229852628.00","11468545.00","--","4275813935.00","324054610.00","16943578.00","--","4779705986.00","640841813.00","21260771.00","53385488.00","107737987.00","10858531837.00","152657119.00","158533954.00","615704014.00","14080077.00","--","--","940975164.00","15733421.00","956708585.00","--","0.00","0.00","61.64"
"114/11/13","113","3","2882","國泰金","505419827.00","317981072.00","1822216811.00","972078833.00","4710100316.00","97974.00","56324594.00","299968092.00","1750931.00","--","--","2992594768.00","20442050.00","59036930.00","--","795081554.00","479563855.00","108592838.00","5021533.00","33472831.00","66293730.00","66516252.00","13312554791.00","139834127.00","--","127056585.00","1332408.00","24722886.00","90215497.00","108954612.00","6554625.00","--","3515683753.00","247627725.00","17024960.00","--","7123734229.00","846359224.00","19583527.00","59420344.00","45545875.00","12373650377.00","162025102.00","203108020.00","574547660.00","-16305136.00","0.00","0.00","923375646.00","15528768.00","938904414.00","--","0.00","0.00","56.99"
"114/11/13","113","3","2883","凱基金","96900834.00","48646603.00","589965244.00","252961091.00","1699985852.00","312036.00","92608119.00","220119167.00","884457.00","--","--","489443202.00","1036706.00","27650509.00","--","190348477.00","59035188.00","30532815.00","11608286.00","17239755.00","16327570.00","96180636.00","3941786547.00","12761186.00","--","59656739.00","1255999.00","173485728.00","53472495.00","156568428.00","698283.00","--","591817255.00","112783289.00","32213117.00","--","2090545953.00","238413214.00","3956027.00","20922441.00","87122018.00","3635672172.00","183902377.00","33729846.00","105604008.00","-17256425.00","--","--","305979806.00","134569.00","306114375.00","464500.00","0.00","0.00","16.64"
"114/11/13","113","3","2884","玉山金","64854359.00","242243251.00","262105960.00","369598989.00","423859731.00","627.00","33966985.00","169817440.00","443735.00","102366.00","--","2277810670.00","--","--","--","12537478.00","1796266.00","33873538.00","7177678.00","6505162.00","2794069.00","22655988.00","3932144292.00","53605795.00","--","84440934.00","234307.00","33359167.00","25374979.00","59576709.00","3062061.00","--","3237142251.00","48550000.00","316570.00","--","1046913.00","123299292.00","4486122.00","2680621.00","7430240.00","3684605961.00","159958000.00","35089397.00","47077946.00","5239901.00","--","--","247365244.00","173087.00","247538331.00","--","0.00","0.00","15.46"
"114/11/13","113","3","2885","元大金","91235755.00","100984205.00","653377976.00","314572128.00","561007428.00","--","90455974.00","382109133.00","2638440.00","1038181.00","--","1241957105.00","1233717.00","2223914.00","3670992.00","131312484.00","14331885.00","28486531.00","11128654.00","30616418.00","6359869.00","94423457.00","3763164246.00","4471009.00","--","180270113.00","--","268991893.00","135296003.00","233871077.00","5075168.00","--","1705390131.00","108612655.00","64896708.00","--","389320833.00","175310010.00","6161151.00","6060013.00","145461102.00","3429187866.00","129428640.00","38192619.00","128813122.00","15446377.00","--","--","311880758.00","22095622.00","333976380.00","0.00","0.00","0.00","24.10"
"114/11/13","113","3","2886","兆豐金","71508891.00","621367031.00","239523134.00","567075651.00","673208700.00","--","8134157.00","113753759.00","6207.00","0.00","--","2247987004.00","15228818.00","5530445.00","--","6969905.00","2072587.00","22064583.00","1988354.00","1491249.00","6308456.00","8460213.00","4612679144.00","567918327.00","2671746.00","26087331.00","--","281799286.00","40477215.00","170794379.00","6752825.00","--","3044229581.00","33000000.00","5826324.00","--","31316637.00","23708156.00","2067098.00","2469401.00","12027133.00","4251145439.00","148333783.00","76547152.00","130456577.00","6196193.00","0.00","0.00","361533705.00","0.00","361533705.00","--","0.00","0.00","24.37"
"114/11/13","113","3","2887","台新新光金","29537379.00","185532585.00","190802689.00","145668606.00","736660025.00","--","3203050.00","190655419.00","--","--","--","1700966339.00","649217.00","516094.00","--","52550946.00","5496795.00","25443669.00","2156894.00","3602039.00","7442181.00","19533345.00","3300417272.00","41591100.00","--","47336070.00","--","88059091.00","45978302.00","56585737.00","2966773.00","--","2292773543.00","65237977.00","11420030.00","--","261633809.00","147173287.00","2234379.00","1559961.00","9993213.00","3074543272.00","140761443.00","38197778.00","46321617.00","566414.00","--","--","225847252.00","26748.00","225874000.00","--","0.00","0.00","16.04"
"114/11/13","113","3","2889","國票金","3388020.00","66.00","189043237.00","134491823.00","1479583.00","--","159842.00","52039584.00","9391.00","--","--","--","--","5642453.00","--","15166711.00","396721.00","7021821.00","157229.00","259935.00","311794.00","7213368.00","416781578.00","--","48013291.00","3283974.00","--","245387025.00","26216524.00","22925179.00","354207.00","--","--","--","--","--","1726438.00","12724560.00","153116.00","54696.00","6401018.00","367240028.00","35321896.00","399916.00","4949616.00","1638333.00","0.00","--","42309761.00","7231789.00","49541550.00","0.00","0.00","0.00","11.98"
"114/11/13","113","3","2890","永豐金","45062754.00","188248065.00","152390183.00","368598205.00","319054299.00","--","109052386.00","175621084.00","387169.00","--","--","1598389040.00","--","1119742.00","--","62878050.00","2138357.00","13519120.00","4006859.00","2405172.00","2432205.00","35021835.00","3080324525.00","85716012.00","0.00","78389967.00","--","114536657.00","61702411.00","81845116.00","2643926.00","--","2237258998.00","68781237.00","15941656.00","18437.00","3068491.00","101186431.00","3561491.00","1684708.00","20315945.00","2876651483.00","126858509.00","6129361.00","74260084.00","-3574912.00","--","--","203673042.00","0.00","203673042.00","--","0.00","0.00","16.06"
"114/11/13","113","3","2891","中信金","132545537.00","591436761.00","804072503.00","551905913.00","2064949281.00","402208.00","8649435.00","279672970.00","3172046.00","--","--","3784937108.00","5197258.00","20550400.00","--","146454548.00","112773460.00","49708916.00","17614190.00","39942115.00","15287906.00","61731566.00","8691004121.00","68250235.00","39404898.00","97763168.00","0.00","229145576.00","103170190.00","142829227.00","6230087.00","--","5215710447.00","142134644.00","--","--","1848889583.00","217182424.00","17515120.00","17895361.00","34413771.00","8180534731.00","201205158.00","59832061.00","239366621.00","-16627548.00","--","--","483776292.00","26693098.00","510469390.00","0.00","0.00","0.00","24.04"
