出表日期,年度,季別,公司代號,公司名稱,營業活動之淨現金流入（流出）,投資活動之淨現金流入（流出）,籌資活動之淨現金流入（流出）,匯率變動對現金及約當現金之影響,本期現金及約當現金增加（減少）數,期初現金及約當現金餘額,期末現金及約當現金餘額
"114/10/29","111","1","1101","台泥","2274524.00","682371.00","1871269.00","2090310.00","6918474.00","91121942.00","98040416.00"
"114/10/29","111","1","1102","亞泥","703931.00","4826828.00","-1816761.00","1288799.00","5002797.00","33450618.00","38453415.00"
"114/10/29","111","1","1103","嘉泥","-66598.00","-714355.00","156003.00","65088.00","-559862.00","3685347.00","3125485.00"
"114/10/29","111","1","1104","環泥","-31689.00","-68348.00","129929.00","--","29892.00","292032.00","321924.00"
"114/10/29","111","1","1108","幸福","359686.00","-60863.00","-258862.00","-323.00","39638.00","220238.00","259876.00"
"114/10/29","111","1","1109","信大","283093.00","-252978.00","-1103.00","89215.00","118227.00","2643843.00","2762070.00"
"114/10/29","111","1","1110","東泥","17397.00","-49233.00","-259625.00","--","-291461.00","419504.00","128043.00"
"114/10/29","111","1","1201","味全","-129471.00","-348755.00","752726.00","-28511.00","245989.00","1292071.00","1538060.00"
"114/10/29","111","1","1203","味王","4701.00","4637.00","9021.00","73561.00","91920.00","1570497.00","1662417.00"
"114/10/29","111","1","1210","大成","-1331645.00","-930388.00","1559776.00","360779.00","-341478.00","6083001.00","5741523.00"
"114/10/29","111","1","1213","大飲","8971.00","511.00","-6263.00","-26.00","3193.00","7539.00","10732.00"
"114/10/29","111","1","1215","卜蜂","91384.00","-541436.00","390524.00","159.00","-59369.00","187008.00","127639.00"
"114/10/29","111","1","1216","統一","2079133.00","-6838624.00","5522068.00","515911.00","1278488.00","80837880.00","82116368.00"
"114/10/29","111","1","1217","愛之味","-236851.00","-24974.00","81017.00","2712.00","-178096.00","687587.00","509491.00"
"114/10/29","111","1","1218","泰山","206174.00","-390794.00","163424.00","9824.00","-11372.00","1664560.00","1653188.00"
"114/10/29","111","1","1219","福壽","155881.00","-28768.00","-156511.00","3821.00","-25577.00","870863.00","845286.00"
"114/10/29","111","1","1220","台榮","226577.00","-40218.00","-37008.00","0.00","149351.00","413965.00","563316.00"
"114/10/29","111","1","1225","福懋油","299786.00","-79936.00","-664085.00","5594.00","-438641.00","1108318.00","669677.00"
"114/10/29","111","1","1227","佳格","83563.00","-598249.00","-592928.00","54932.00","-1052682.00","3748069.00","2695387.00"
"114/10/29","111","1","1229","聯華","279417.00","-138967.00","176366.00","43592.00","360408.00","2785515.00","3145923.00"
"114/10/29","111","1","1231","聯華食","144159.00","-142692.00","346455.00","2544.00","350466.00","327180.00","677646.00"
"114/10/29","111","1","1232","大統益","-50589.00","-43739.00","-103976.00","--","-198304.00","1927676.00","1729372.00"
"114/10/29","111","1","1233","天仁","58773.00","2349.00","-23380.00","-113.00","37629.00","179663.00","217292.00"
"114/10/29","111","1","1234","黑松","152146.00","-177305.00","-154774.00","8669.00","-171264.00","1231471.00","1060207.00"
"114/10/29","111","1","1235","興泰","18531.00","26946.00","-187809.00","--","-142332.00","152647.00","10315.00"
"114/10/29","111","1","1236","宏亞","3810.00","-375154.00","226425.00","1811.00","-143108.00","216877.00","73769.00"
"114/10/29","111","1","1256","鮮活果汁-KY","50796.00","-678426.00","-399.00","69038.00","-558991.00","1640941.00","1081950.00"
