出表日期,年度,季別,公司代號,公司名稱,利息淨收益,利息以外淨損益,呆帳費用及保證責任準備提存（各項提存）,營業費用,繼續營業單位稅前淨利（淨損）,所得稅（費用）利益,繼續營業單位本期稅後淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期稅後淨利（淨損）,其他綜合損益（稅後）,本期綜合損益總額（稅後）,淨利（損）歸屬於母公司業主,淨利（損）歸屬於共同控制下前手權益,淨利（損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）
"114/11/30","106","1","2801","彰銀","5463263.00","1988170.00","432578.00","3569965.00","3448890.00","-582152.00","2866738.00","--","--","2866738.00","-795204.00","2071534.00","--","--","--","--","--","--","0.32"
"114/11/30","106","1","2812","台中銀","2022064.00","580985.00","88872.00","1428758.00","1085419.00","-207827.00","877592.00","--","--","877592.00","-135304.00","742288.00","877592.00","--","--","742288.00","--","--","0.27"
"114/11/30","106","1","2820","華票","292046.00","185090.00","-1928.00","110429.00","368635.00","-65648.00","302987.00","--","--","302987.00","127257.00","430244.00","--","--","--","--","--","--","0.23"
"114/11/30","106","1","2834","臺企銀","3758941.00","1252165.00","321057.00","2940353.00","1749696.00","-264198.00","1485498.00","0.00","--","1485498.00","-6229.00","1479269.00","1485498.00","0.00","0.00","1479269.00","0.00","0.00","0.25"
"114/11/30","106","1","2836","高雄銀","621105.00","201301.00","61438.00","559813.00","201155.00","-14063.00","187092.00","--","--","187092.00","-7909.00","179183.00","187092.00","--","0.00","179183.00","--","0.00","0.22"
"114/11/30","106","1","2838","聯邦銀","1636184.00","1334250.00","44876.00","2142554.00","783004.00","-111671.00","671333.00","--","--","671333.00","22230.00","693563.00","661725.00","--","9608.00","683955.00","--","9608.00","0.25"
"114/11/30","106","1","2845","遠東銀","1344057.00","1102318.00","13869.00","1620755.00","811751.00","-80078.00","731673.00","--","--","731673.00","67507.00","799180.00","731673.00","--","--","799180.00","--","--","0.24"
"114/11/30","106","1","2849","安泰銀","801851.00","546769.00","-40705.00","757249.00","632076.00","-121792.00","510284.00","0.00","--","510284.00","-26201.00","484083.00","--","--","--","--","--","--","0.30"
"114/11/30","106","1","2897","王道銀行","1119978.00","740379.00","101113.00","947084.00","812160.00","-130962.00","681198.00","860.00","--","682058.00","-191116.00","490942.00","459607.00","--","222451.00","201695.00","--","289247.00","0.19"
